col_time_id,col_date,col_annee,col_mois,col_jour,col_heure,col_trimestre,col_semaine,col_nom_jour,col_saison,col_est_weekend,col_creneau_horaire,col_polluant,col_concentration,col_unite,col_station_poll,col_condition_meteo,col_temperature_celsius,col_ressentie_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km,col_precipitations_mm,col_indice_uv,col_qualite_air_locale,col_alerte_meteo,col_nom_zone,col_type_zone,col_indice_pollution,col_niveau_bruit_db,col_biodiversite_index,col_type_horaire_pointe
TIM_01334,2024-01-01 00:00:00,2024,1,24,17,5.68,9.50,18,6.00,NON,6.45,NO2,31.33,7.15,8.50,Orage,2.45,6.00,5.42,7.65,7.29,8.03,4.30,6.22,5.13,8.77,Résidentiel,Parc Central,2.35,9.50,69,4.22
TIM_01335,2024-01-01 00:00:00,2024,12,9,12,2.28,6.35,11,1.32,NON,9.75,SO2,36.14,1.38,4.69,Nuageux,5.50,2.11,9.42,9.09,2.12,5.84,1.98,8.21,4.88,4.42,ZAC Ouest,Quartier Nord,9.14,1.40,75,9.83
TIM_01336,2024-01-01 00:00:00,2024,9,19,11,8.52,7.72,23,6.58,NON,4.99,PM10,31.03,3.35,8.92,Pluie,8.24,8.84,3.32,2.05,6.33,7.58,5.27,9.63,7.25,7.24,Quartier Nord,Quartier Nord,7.41,1.08,84,1.02
TIM_01337,2024-01-01 00:00:00,2024,1,6,13,5.82,4.50,13,6.44,NON,3.64,O3,14.91,7.28,8.26,Nuageux,2.02,5.71,6.09,7.55,9.83,3.83,2.95,3.79,3.11,2.59,Parc Central,Parc Central,3.87,2.84,51,3.40
TIM_01338,2024-01-01 00:00:00,2024,1,16,16,9.49,2.49,11,1.53,NON,7.53,CO2,26.56,1.43,2.33,Orage,4.96,8.75,3.74,3.13,9.13,2.72,7.55,3.03,1.34,3.29,Centre-Ville,Quartier Nord,5.53,7.52,49,9.28
TIM_01339,2024-01-01 00:00:00,2024,6,9,10,3.24,2.28,1,9.25,NON,4.55,PM2.5,35.18,6.10,5.58,Orage,7.19,8.68,6.05,3.84,3.39,1.21,5.32,1.31,6.28,7.91,Parc Central,Parc Central,1.60,8.36,28,1.62
TIM_01340,2024-01-01 00:00:00,2024,6,16,9,5.41,6.26,19,4.81,OUI,8.06,SO2,34.07,5.95,8.83,Pluie,8.60,5.73,4.50,5.87,6.17,7.15,2.56,3.27,3.22,4.29,Résidentiel,Quartier Nord,8.74,4.47,90,7.13
TIM_01341,2024-01-01 00:00:00,2024,2,9,3,9.34,3.15,23,4.59,NON,7.06,NO2,10.81,6.86,7.59,Orage,6.13,6.76,6.41,1.18,9.15,2.34,6.49,6.41,8.66,1.19,Résidentiel,Zone Industrielle,3.58,3.34,46,8.46
TIM_01342,2024-01-01 00:00:00,2024,8,7,19,2.97,1.82,6,4.92,NON,2.83,PM10,46.67,8.02,9.15,Pluie,6.53,6.22,5.35,5.09,3.43,2.44,4.25,2.28,7.76,2.78,Résidentiel,Zone Industrielle,9.82,1.40,82,6.43
TIM_01343,2024-01-01 00:00:00,2024,10,12,8,4.32,8.34,19,3.15,NON,1.38,CO2,41.33,9.90,7.69,Soleil,5.65,7.68,3.14,1.92,4.68,3.99,8.09,7.50,5.00,8.24,ZAC Ouest,Zone Industrielle,6.75,5.77,35,6.33
TIM_01344,2024-01-01 00:00:00,2024,4,20,7,5.61,1.93,9,7.57,OUI,6.84,PM10,49.01,2.33,5.33,Pluie,8.55,2.34,4.76,8.06,3.56,6.44,9.01,9.02,6.96,2.81,Parc Central,Banlieue Sud,3.23,9.16,78,2.96
TIM_01345,2024-01-01 00:00:00,2024,10,1,14,3.47,1.76,2,8.89,NON,7.94,SO2,32.62,4.60,7.80,Pluie,8.87,9.71,8.62,2.90,1.06,4.34,1.15,8.07,1.44,6.94,Zone Industrielle,Centre-Ville,6.45,3.59,60,5.26
TIM_01346,2024-01-01 00:00:00,2024,9,8,8,5.16,3.01,24,5.61,OUI,1.24,PM2.5,30.39,4.16,8.46,Brouillard,4.97,8.11,8.66,9.93,1.64,7.93,9.91,2.31,3.12,6.11,Résidentiel,Parc Central,8.67,1.90,16,3.73
TIM_01347,2024-01-01 00:00:00,2024,11,2,10,2.30,3.09,15,7.31,NON,4.61,PM2.5,1.00,1.91,7.27,Nuageux,4.53,2.03,2.12,7.83,6.71,8.56,6.68,4.47,1.47,4.95,Résidentiel,Quartier Nord,5.74,3.36,70,6.46
TIM_01348,2024-01-01 00:00:00,2024,3,24,22,2.79,2.38,20,8.34,NON,9.31,PM2.5,36.68,5.80,8.99,Pluie,7.60,9.28,1.97,6.80,9.77,3.53,1.18,4.63,2.55,9.43,Parc Central,ZAC Ouest,5.01,9.61,32,1.15
TIM_01349,2024-01-01 00:00:00,2024,12,2,8,3.50,8.00,3,9.01,OUI,4.19,NO2,17.77,3.69,1.17,Soleil,2.49,4.98,8.91,1.54,5.72,7.61,9.61,7.48,2.17,1.80,Résidentiel,Zone Industrielle,4.20,4.95,89,8.72
TIM_01350,2024-01-01 00:00:00,2024,11,9,22,9.92,8.26,27,9.68,OUI,6.57,NO2,39.01,4.25,5.71,Pluie,5.92,9.09,6.06,2.54,7.13,4.99,4.27,7.63,1.54,2.72,Banlieue Sud,Banlieue Sud,9.35,9.53,99,3.75
TIM_01351,2024-01-01 00:00:00,2024,9,13,4,5.78,4.82,8,6.54,OUI,9.00,O3,23.18,6.20,4.15,Pluie,7.62,2.67,8.78,1.12,6.64,8.07,6.60,5.81,6.11,4.44,Centre-Ville,Centre-Ville,9.11,1.60,3,4.78
TIM_01352,2024-01-01 00:00:00,2024,1,25,20,4.51,1.69,21,9.37,NON,9.42,SO2,37.24,7.08,9.93,Soleil,9.00,9.81,2.49,4.46,2.32,5.75,7.61,6.38,5.62,7.48,Centre-Ville,Parc Central,8.28,1.22,54,8.44
TIM_01353,2024-01-01 00:00:00,2024,7,16,12,4.84,6.00,5,7.26,OUI,7.21,PM2.5,40.42,8.94,5.22,Orage,2.22,8.03,2.36,5.19,5.13,3.45,2.02,5.46,9.74,8.27,Quartier Nord,Quartier Nord,7.13,2.23,4,9.75
TIM_01354,2024-01-01 00:00:00,2024,3,25,2,7.87,5.29,11,2.22,OUI,9.49,PM10,11.83,1.88,4.10,Nuageux,6.41,8.62,1.57,9.47,4.62,9.50,9.00,3.55,8.09,5.65,Banlieue Sud,Résidentiel,4.01,3.53,24,2.67
TIM_01355,2024-01-01 00:00:00,2024,11,28,2,5.64,6.49,13,3.03,NON,8.12,SO2,7.81,9.42,6.86,Nuageux,4.10,2.34,3.92,4.77,2.81,2.59,8.81,3.30,5.59,8.24,Zone Industrielle,Banlieue Sud,6.67,4.70,91,7.43
TIM_01356,2024-01-01 00:00:00,2024,4,15,12,3.64,1.96,6,6.85,NON,9.75,SO2,35.39,3.52,6.92,Orage,3.64,5.31,9.65,1.71,6.53,7.47,3.71,8.04,6.72,2.19,Résidentiel,Banlieue Sud,7.31,6.06,72,8.94
TIM_01357,2024-01-01 00:00:00,2024,11,25,3,9.44,7.59,10,8.80,NON,6.19,CO2,21.21,8.12,6.53,Nuageux,4.19,7.85,4.70,1.96,3.29,8.17,1.25,1.66,9.58,2.52,Banlieue Sud,Banlieue Sud,7.78,5.16,19,9.48
TIM_01358,2024-01-01 00:00:00,2024,8,3,17,3.05,6.74,2,2.39,OUI,6.51,O3,30.57,2.10,4.92,Brouillard,3.83,2.01,4.33,1.19,2.63,9.86,3.98,5.32,6.71,1.20,Résidentiel,Quartier Nord,4.66,6.03,40,3.15
TIM_01359,2024-01-01 00:00:00,2024,4,21,2,4.93,1.29,3,9.96,NON,2.10,O3,29.91,5.53,5.23,Brouillard,2.90,5.93,9.23,5.53,5.95,9.16,7.01,2.18,7.21,4.02,Parc Central,ZAC Ouest,7.18,9.20,88,6.64
TIM_01360,2024-01-01 00:00:00,2024,2,7,22,2.97,2.56,8,2.96,NON,2.06,PM10,29.00,9.07,5.26,Soleil,6.37,6.47,4.50,8.25,6.64,2.91,6.85,5.76,8.81,3.72,Banlieue Sud,Zone Industrielle,9.42,8.37,83,3.75
TIM_01361,2024-01-01 00:00:00,2024,1,13,2,1.42,1.41,22,3.10,OUI,2.54,SO2,47.80,4.17,9.54,Pluie,5.19,5.75,2.64,4.09,4.71,7.44,1.48,6.95,5.00,8.49,Zone Industrielle,Zone Industrielle,3.86,7.25,29,2.85
TIM_01362,2024-01-01 00:00:00,2024,5,24,6,6.57,5.09,19,2.92,OUI,9.85,NO2,44.31,3.53,4.72,Nuageux,9.88,2.47,2.43,7.71,9.23,4.65,4.55,7.10,9.99,7.20,ZAC Ouest,ZAC Ouest,8.28,8.69,97,1.25
TIM_01363,2024-01-01 00:00:00,2024,11,2,17,5.10,4.86,23,8.33,OUI,4.09,CO2,32.53,6.92,7.46,Soleil,2.47,4.39,9.74,8.65,3.25,2.47,5.97,6.77,3.00,6.58,Centre-Ville,Centre-Ville,1.15,4.61,76,8.48
TIM_01364,2024-01-01 00:00:00,2024,9,1,21,3.70,9.19,4,8.27,NON,8.70,SO2,44.06,9.81,1.66,Soleil,6.24,5.39,1.48,6.07,3.79,7.08,7.44,2.89,9.32,3.41,Banlieue Sud,Zone Industrielle,8.94,2.67,77,4.45
TIM_01365,2024-01-01 00:00:00,2024,3,18,2,5.56,2.42,28,9.83,OUI,5.24,NO2,39.54,1.27,3.99,Brouillard,1.30,2.31,8.89,8.41,4.84,9.19,8.25,6.17,6.10,4.54,Zone Industrielle,Zone Industrielle,3.90,3.61,11,8.41
TIM_01366,2024-01-01 00:00:00,2024,2,25,15,4.94,9.37,28,1.09,NON,2.87,PM2.5,46.49,1.80,7.50,Pluie,4.29,9.35,3.31,8.01,1.58,5.54,8.93,2.69,6.17,1.79,Résidentiel,Parc Central,3.33,9.34,67,4.16
TIM_01367,2024-01-01 00:00:00,2024,5,8,1,2.13,7.43,26,7.73,NON,3.71,PM2.5,33.86,6.64,5.35,Nuageux,4.26,9.55,8.92,7.74,5.08,6.10,3.74,6.69,3.66,5.50,Parc Central,Parc Central,8.47,5.91,33,7.85
TIM_01368,2024-01-01 00:00:00,2024,1,25,4,1.50,5.67,27,2.51,NON,9.82,PM2.5,19.02,3.01,5.54,Soleil,2.99,2.17,9.67,5.06,3.64,4.84,5.56,4.39,9.69,7.33,Parc Central,ZAC Ouest,1.93,9.97,33,5.01
TIM_01369,2024-01-01 00:00:00,2024,4,20,6,4.24,6.18,20,1.78,NON,4.02,SO2,8.25,1.50,5.92,Orage,7.07,9.09,3.68,4.38,2.36,3.61,6.43,1.26,3.31,8.19,Zone Industrielle,ZAC Ouest,9.04,5.09,43,2.41
TIM_01370,2024-01-01 00:00:00,2024,4,18,11,6.60,5.13,1,6.84,NON,1.32,NO2,47.52,2.50,2.90,Brouillard,4.55,1.75,7.85,1.99,5.63,9.63,5.50,1.10,2.30,8.45,Centre-Ville,ZAC Ouest,9.28,4.49,37,9.85
TIM_01371,2024-01-01 00:00:00,2024,3,7,14,5.74,9.61,28,4.61,NON,2.64,PM10,15.98,8.84,6.17,Nuageux,6.84,4.44,5.30,7.29,2.35,2.72,2.27,4.25,7.60,5.88,Résidentiel,Banlieue Sud,6.78,6.00,8,2.33
TIM_01372,2024-01-01 00:00:00,2024,9,12,10,2.38,7.11,20,4.72,OUI,5.01,PM2.5,11.70,2.69,6.35,Orage,6.52,1.05,8.28,8.30,5.76,2.06,4.31,4.75,1.76,6.35,Zone Industrielle,ZAC Ouest,8.03,7.10,93,1.06
TIM_01373,2024-01-01 00:00:00,2024,3,17,13,7.13,9.17,28,6.02,NON,6.00,NO2,20.34,7.99,4.65,Orage,9.72,4.77,2.48,3.68,8.96,8.52,3.17,7.38,2.15,5.57,Résidentiel,Quartier Nord,1.13,9.92,31,3.32
TIM_01374,2024-01-01 00:00:00,2024,11,19,23,1.09,1.76,18,9.90,OUI,8.35,PM2.5,7.62,1.17,8.69,Soleil,4.42,2.22,1.63,2.97,4.22,7.45,4.04,8.60,9.94,2.27,Quartier Nord,Parc Central,7.26,3.29,51,5.92
TIM_01375,2024-01-01 00:00:00,2024,10,27,12,4.18,6.55,25,9.20,NON,9.48,NO2,46.72,4.28,7.01,Nuageux,9.76,2.90,4.32,7.81,8.04,5.14,5.28,1.25,8.53,3.30,Quartier Nord,Zone Industrielle,8.68,5.24,12,3.40
TIM_01376,2024-01-01 00:00:00,2024,2,13,13,9.04,8.93,26,3.71,NON,6.87,PM10,14.72,1.13,3.81,Soleil,6.39,2.61,7.01,7.11,5.15,2.26,3.63,2.28,2.68,8.73,Zone Industrielle,ZAC Ouest,4.81,3.86,25,4.52
TIM_01377,2024-01-01 00:00:00,2024,2,18,17,3.43,9.28,18,2.97,NON,6.91,PM2.5,45.84,1.23,1.67,Orage,8.64,2.16,8.80,5.34,8.71,6.69,6.66,5.57,6.33,2.66,ZAC Ouest,ZAC Ouest,3.09,2.48,73,1.26
TIM_01378,2024-01-01 00:00:00,2024,10,5,19,8.56,9.44,10,6.07,NON,8.63,PM10,47.40,4.24,2.74,Soleil,8.77,6.59,5.85,3.98,1.37,6.12,6.69,7.77,8.24,8.35,Parc Central,Quartier Nord,3.84,3.15,68,6.51
TIM_01379,2024-01-01 00:00:00,2024,4,20,16,3.55,3.69,7,4.91,OUI,4.13,PM10,1.52,1.76,7.37,Brouillard,4.14,5.08,2.92,3.82,5.99,5.24,5.08,6.94,3.65,7.94,Quartier Nord,Résidentiel,3.02,8.29,63,5.88
TIM_01380,2024-01-01 00:00:00,2024,12,19,22,4.99,1.13,13,9.95,OUI,1.96,NO2,24.04,6.74,7.61,Soleil,3.99,7.18,1.72,5.18,7.07,8.98,3.18,3.30,7.58,5.13,Centre-Ville,Centre-Ville,8.05,3.69,67,8.57
TIM_01381,2024-01-01 00:00:00,2024,12,15,3,6.47,6.29,19,4.67,OUI,9.07,SO2,36.47,9.78,5.50,Soleil,8.76,8.37,8.94,2.38,6.50,7.21,8.56,4.19,1.41,4.02,Quartier Nord,Zone Industrielle,6.21,7.27,37,5.82
TIM_01382,2024-01-01 00:00:00,2024,8,24,11,3.97,3.19,5,4.91,OUI,5.05,PM10,10.02,5.16,7.07,Nuageux,1.00,5.41,7.22,6.37,9.05,8.52,5.90,3.29,1.19,7.94,Banlieue Sud,Résidentiel,2.15,6.69,43,5.24
TIM_01383,2024-01-01 00:00:00,2024,11,12,14,9.32,7.35,5,2.26,OUI,6.95,SO2,49.05,8.88,1.24,Nuageux,6.40,8.16,2.01,4.20,4.19,7.20,7.89,3.65,1.29,7.95,ZAC Ouest,Parc Central,2.55,6.19,54,6.72
TIM_01384,2024-01-01 00:00:00,2024,5,22,12,5.61,2.57,26,1.86,NON,9.16,CO2,8.21,5.90,4.90,Soleil,3.13,4.80,3.41,4.83,9.31,7.76,7.91,3.76,5.19,5.50,Résidentiel,Zone Industrielle,9.22,4.97,58,5.42
TIM_01385,2024-01-01 00:00:00,2024,7,17,0,2.44,8.24,14,2.63,OUI,2.56,O3,5.98,2.61,9.36,Pluie,9.35,5.97,6.51,2.98,2.27,5.01,5.72,4.34,3.32,5.36,Parc Central,Centre-Ville,4.83,8.03,46,3.37
TIM_01386,2024-01-01 00:00:00,2024,8,10,3,1.16,5.80,10,4.26,OUI,4.19,CO2,22.19,2.97,9.06,Brouillard,7.81,5.51,9.85,9.33,2.64,1.00,7.10,8.04,7.90,3.08,Zone Industrielle,Parc Central,8.99,1.49,46,8.06
TIM_01387,2024-01-01 00:00:00,2024,4,12,2,5.26,1.32,22,1.00,OUI,5.03,PM2.5,37.87,7.51,2.98,Pluie,9.21,5.33,4.77,5.24,3.94,9.85,4.88,6.47,1.52,8.05,Centre-Ville,Banlieue Sud,3.51,5.14,24,7.96
TIM_01388,2024-01-01 00:00:00,2024,10,19,22,8.81,5.89,22,8.25,NON,7.95,O3,18.24,6.41,8.95,Pluie,1.61,1.28,9.09,3.69,3.72,2.75,6.42,2.83,7.19,1.01,Résidentiel,Banlieue Sud,7.97,4.33,55,1.60
TIM_01389,2024-01-01 00:00:00,2024,12,7,16,1.09,1.68,17,7.28,NON,1.99,CO2,36.75,1.62,4.41,Pluie,5.34,3.38,4.47,3.59,5.87,3.07,2.97,8.78,2.18,6.55,ZAC Ouest,Quartier Nord,8.03,5.11,77,9.66
TIM_01390,2024-01-01 00:00:00,2024,8,28,1,4.63,6.81,5,9.27,NON,1.40,PM2.5,38.73,7.78,8.59,Orage,6.27,3.76,5.30,7.71,8.84,5.75,2.50,1.68,6.05,5.14,Zone Industrielle,Banlieue Sud,8.95,4.86,30,2.99
TIM_01391,2024-01-01 00:00:00,2024,1,10,21,5.23,2.99,24,4.40,OUI,4.01,PM10,38.62,1.89,6.37,Pluie,2.97,8.62,9.59,3.11,8.85,3.64,8.54,2.32,2.87,3.61,Parc Central,ZAC Ouest,1.64,2.41,69,7.92
TIM_01392,2024-01-01 00:00:00,2024,7,25,8,4.01,6.96,3,7.86,OUI,5.70,SO2,7.84,2.23,7.81,Brouillard,2.73,8.43,6.24,7.36,5.38,3.76,2.48,8.11,2.12,9.31,Parc Central,Zone Industrielle,5.67,4.67,36,9.70
TIM_01393,2024-01-01 00:00:00,2024,6,21,13,7.99,8.92,9,9.21,OUI,8.57,O3,41.63,1.46,7.16,Soleil,8.09,2.96,4.05,8.00,5.73,2.90,1.65,3.52,8.29,8.08,Banlieue Sud,Banlieue Sud,8.21,3.30,34,8.89
TIM_01394,2024-01-01 00:00:00,2024,1,6,6,8.56,2.25,24,3.60,OUI,9.65,SO2,27.33,8.48,7.15,Brouillard,7.17,2.35,6.23,3.34,3.56,1.34,2.16,6.46,4.72,9.31,Quartier Nord,Centre-Ville,9.28,1.69,22,8.54
TIM_01395,2024-01-01 00:00:00,2024,7,18,2,6.11,6.45,17,3.47,OUI,3.02,PM10,46.08,8.01,7.14,Pluie,9.67,7.05,4.19,6.23,2.82,4.24,1.84,8.15,5.04,7.78,Centre-Ville,ZAC Ouest,1.03,6.74,18,7.41
TIM_01396,2024-01-01 00:00:00,2024,8,6,11,7.99,1.47,10,6.77,OUI,3.54,PM2.5,25.25,2.04,4.09,Nuageux,7.31,3.95,5.12,9.25,8.99,5.57,1.68,9.07,2.75,3.03,Banlieue Sud,ZAC Ouest,9.95,3.82,82,5.11
TIM_01397,2024-01-01 00:00:00,2024,2,13,5,3.07,6.09,27,4.64,OUI,8.33,NO2,48.03,9.29,8.16,Nuageux,8.66,8.55,9.25,9.97,4.47,4.03,2.30,8.64,8.43,4.71,Banlieue Sud,Parc Central,9.19,3.74,50,9.11
TIM_01398,2024-01-01 00:00:00,2024,6,14,13,8.52,9.26,17,2.57,OUI,7.11,PM10,39.45,9.86,3.95,Nuageux,3.16,7.63,4.24,7.72,2.69,6.60,1.24,7.45,7.77,9.33,Centre-Ville,Zone Industrielle,2.87,4.61,26,1.90
TIM_01399,2024-01-01 00:00:00,2024,11,15,3,1.58,9.08,25,1.93,OUI,6.39,SO2,30.33,6.61,8.74,Orage,8.53,6.38,5.16,1.29,5.06,8.66,3.38,6.19,7.00,1.64,Zone Industrielle,Banlieue Sud,3.87,9.17,74,3.07
TIM_01400,2024-01-01 00:00:00,2024,3,6,20,3.46,3.23,21,6.40,NON,6.55,O3,43.22,6.84,7.39,Brouillard,6.15,3.38,8.06,1.98,4.95,7.00,8.49,6.79,6.07,5.23,Centre-Ville,Banlieue Sud,2.95,6.81,48,3.53
TIM_01401,2024-01-01 00:00:00,2024,7,12,1,5.83,8.97,19,2.96,OUI,6.04,CO2,37.34,1.73,1.93,Nuageux,2.54,6.51,9.89,2.71,2.02,7.56,2.44,6.06,4.86,5.83,Centre-Ville,Quartier Nord,3.10,9.47,82,1.25
TIM_01402,2024-01-01 00:00:00,2024,7,8,23,3.41,3.67,9,3.12,OUI,6.40,PM2.5,24.81,7.32,9.73,Brouillard,5.71,1.01,1.46,2.35,3.09,5.90,6.45,7.34,3.71,3.80,Banlieue Sud,ZAC Ouest,2.83,2.34,70,3.42
TIM_01403,2024-01-01 00:00:00,2024,4,7,4,8.53,2.52,2,4.44,NON,7.08,CO2,19.42,8.87,3.89,Pluie,5.69,4.06,4.26,1.93,9.10,9.18,8.82,8.07,7.47,6.87,Zone Industrielle,Quartier Nord,5.60,4.67,30,1.43
TIM_01404,2024-01-01 00:00:00,2024,12,17,11,5.60,2.57,25,5.05,NON,2.73,PM10,41.84,6.62,3.09,Orage,7.80,5.32,8.56,9.71,4.46,1.38,5.09,1.11,9.95,6.84,Centre-Ville,ZAC Ouest,2.28,1.57,15,9.15
TIM_01405,2024-01-01 00:00:00,2024,5,8,2,7.00,7.41,23,5.34,NON,7.90,PM10,18.55,1.73,8.73,Nuageux,6.91,1.88,6.23,7.54,2.75,8.14,8.14,2.69,8.19,6.42,Parc Central,Zone Industrielle,5.83,5.54,61,1.47
TIM_01406,2024-01-01 00:00:00,2024,3,22,8,5.80,7.91,9,7.65,NON,3.40,O3,1.73,8.88,2.23,Pluie,3.25,5.62,1.43,4.08,9.66,3.35,6.85,2.01,7.70,8.19,ZAC Ouest,Quartier Nord,8.54,6.27,70,9.60
TIM_01407,2024-01-01 00:00:00,2024,5,26,3,8.07,7.82,21,4.65,OUI,6.71,PM2.5,38.62,8.26,4.44,Brouillard,1.90,6.41,2.76,4.14,8.22,2.53,8.30,7.11,1.99,8.49,Quartier Nord,Centre-Ville,3.17,3.34,47,8.91
TIM_01408,2024-01-01 00:00:00,2024,2,10,3,2.34,9.72,23,3.83,NON,8.44,O3,23.58,2.50,1.99,Brouillard,1.32,9.66,4.71,2.82,2.14,2.31,5.16,4.98,3.95,5.32,ZAC Ouest,Résidentiel,9.14,6.85,41,5.66
TIM_01409,2024-01-01 00:00:00,2024,1,19,7,8.88,6.00,22,9.89,NON,8.00,SO2,17.95,5.95,2.30,Nuageux,5.01,2.02,6.79,4.27,8.68,7.86,8.12,2.25,2.74,5.16,Parc Central,Centre-Ville,8.40,6.38,74,4.53
TIM_01410,2024-01-01 00:00:00,2024,2,28,10,1.35,5.17,17,2.24,NON,1.04,PM10,31.37,7.70,5.01,Nuageux,8.81,7.33,1.11,8.64,4.49,8.00,7.43,3.26,8.75,9.79,Parc Central,Résidentiel,9.85,1.39,84,8.61
TIM_01411,2024-01-01 00:00:00,2024,4,20,20,9.33,3.00,13,8.62,OUI,1.84,O3,43.38,9.09,6.04,Soleil,4.92,2.50,2.81,4.00,4.86,5.43,9.14,9.98,5.47,3.90,ZAC Ouest,Résidentiel,6.82,3.91,47,7.47
TIM_01412,2024-01-01 00:00:00,2024,6,12,18,1.79,2.60,11,6.36,NON,6.66,SO2,20.08,8.60,6.91,Nuageux,6.03,8.07,1.21,4.89,1.97,3.34,3.43,5.45,1.32,7.02,Zone Industrielle,Centre-Ville,9.74,9.70,1,1.74
TIM_01413,2024-01-01 00:00:00,2024,4,19,0,6.84,7.56,24,1.21,OUI,3.44,CO2,24.69,4.31,3.79,Orage,2.25,8.59,7.71,9.72,9.05,4.56,9.97,1.40,5.29,8.45,Centre-Ville,Quartier Nord,3.30,1.32,30,8.20
TIM_01414,2024-01-01 00:00:00,2024,4,25,6,8.58,9.93,2,1.53,NON,8.63,CO2,38.79,1.99,9.10,Orage,7.57,3.62,2.08,5.09,2.69,9.49,7.45,8.38,8.66,8.74,Quartier Nord,Quartier Nord,6.17,7.47,47,1.20
TIM_01415,2024-01-01 00:00:00,2024,11,16,11,6.64,4.33,1,6.14,OUI,8.07,PM10,16.11,1.70,2.20,Nuageux,1.29,6.63,3.60,6.10,7.40,4.77,8.50,9.37,2.90,1.08,Banlieue Sud,Banlieue Sud,8.74,9.57,92,9.48
TIM_01416,2024-01-01 00:00:00,2024,2,3,19,2.28,5.89,19,8.15,OUI,4.82,O3,46.15,8.32,6.15,Soleil,7.54,6.10,3.51,1.28,2.74,1.31,1.26,6.20,6.53,8.77,Quartier Nord,Centre-Ville,1.05,2.25,15,8.28
TIM_01417,2024-01-01 00:00:00,2024,8,18,20,9.24,9.38,6,9.12,NON,2.44,PM2.5,19.24,2.27,3.13,Brouillard,2.21,8.18,4.92,3.72,8.17,7.66,3.36,6.26,2.61,3.87,Parc Central,Résidentiel,4.83,7.79,93,7.40
TIM_01418,2024-01-01 00:00:00,2024,11,28,3,4.72,6.04,4,5.86,NON,9.25,PM2.5,42.41,8.64,1.58,Brouillard,5.82,7.96,9.72,9.74,1.71,9.61,8.98,2.13,5.52,6.25,Zone Industrielle,Zone Industrielle,4.51,9.44,48,4.27
TIM_01419,2024-01-01 00:00:00,2024,2,5,1,8.35,9.72,28,5.33,NON,1.20,CO2,11.06,1.48,5.22,Soleil,5.32,6.63,8.05,6.32,2.43,9.94,9.27,9.69,8.20,9.67,Résidentiel,Zone Industrielle,1.59,3.46,41,9.00
TIM_01420,2024-01-01 00:00:00,2024,3,12,20,1.80,8.59,1,7.37,NON,2.60,CO2,12.81,2.86,7.65,Brouillard,7.60,1.27,6.14,7.28,2.80,8.19,2.30,7.80,3.33,4.65,Banlieue Sud,Résidentiel,5.17,9.54,83,4.80
TIM_01421,2024-01-01 00:00:00,2024,6,5,18,3.53,6.35,25,4.58,OUI,7.47,O3,32.04,8.79,2.53,Brouillard,7.31,7.70,7.01,1.10,6.77,3.36,6.59,5.61,1.62,7.50,ZAC Ouest,Quartier Nord,6.75,7.03,57,4.16
TIM_01422,2024-01-01 00:00:00,2024,2,5,2,4.27,3.00,5,4.65,NON,9.33,PM10,34.27,8.48,5.55,Orage,7.94,5.94,2.74,2.41,2.75,1.88,9.35,3.23,9.86,4.79,Centre-Ville,Quartier Nord,1.95,6.36,38,1.62
TIM_01423,2024-01-01 00:00:00,2024,10,7,12,1.78,1.91,10,2.08,OUI,6.10,PM10,23.36,8.02,1.05,Brouillard,7.03,8.52,9.30,1.96,7.65,5.72,1.66,2.15,8.21,9.08,Banlieue Sud,Banlieue Sud,2.33,4.11,22,4.90
TIM_01424,2024-01-01 00:00:00,2024,3,26,14,3.80,4.77,17,5.13,OUI,1.67,CO2,24.34,5.16,3.48,Orage,8.62,1.56,7.57,9.61,1.65,1.73,8.40,1.03,4.41,7.15,Parc Central,ZAC Ouest,3.96,5.53,98,3.93
TIM_01425,2024-01-01 00:00:00,2024,9,23,9,8.69,8.24,12,8.80,NON,2.02,PM10,27.62,8.24,9.75,Nuageux,8.17,5.47,3.12,2.50,4.83,6.81,4.44,6.21,8.91,8.29,Banlieue Sud,Zone Industrielle,2.09,1.69,47,5.10
TIM_01426,2024-01-01 00:00:00,2024,10,4,4,2.84,6.16,2,7.91,OUI,4.99,CO2,37.67,4.66,9.16,Brouillard,3.56,9.07,1.84,9.66,6.08,8.16,7.84,3.85,9.44,7.81,Parc Central,Centre-Ville,6.17,5.75,54,5.01
TIM_01427,2024-01-01 00:00:00,2024,11,4,5,4.26,2.90,9,2.32,OUI,5.00,O3,11.14,1.80,7.12,Orage,8.12,8.31,7.19,1.94,5.28,7.69,1.97,6.93,4.47,1.68,Quartier Nord,Banlieue Sud,6.80,9.33,76,9.23
TIM_01428,2024-01-01 00:00:00,2024,3,19,15,5.92,6.78,11,1.04,NON,2.61,PM10,45.86,5.17,4.67,Orage,2.47,7.94,2.70,1.44,4.23,9.58,5.50,1.11,5.89,7.74,ZAC Ouest,Centre-Ville,5.18,7.19,54,5.68
TIM_01429,2024-01-01 00:00:00,2024,6,18,11,3.38,3.21,10,5.09,OUI,3.29,CO2,2.63,2.33,7.22,Brouillard,4.21,9.30,6.76,7.77,9.88,3.29,6.01,6.45,5.31,4.02,ZAC Ouest,Résidentiel,8.68,4.28,82,4.79
