col_mode_transport,col_polluant,col_emission_totale,col_emission_moyenne,col_concentration_moyenne,col_date,col_saison,col_ville,col_emission_par_usager_gkm,col_nb_usagers_journaliers,col_emission_totale_kg,col_concentration_ugm3,col_indice_qualite_air,col_source
TGV,O3,3.01,2.82,3.43,2024-02-14 00:00:00,6.03,Montpellier,5.24,7.02,1.7,28.6,8.74,RATP_Open_Data_2024
Métro,SO2,2.46,8.2,50.8,2024-04-30 00:00:00,5.09,Nantes,7.17,7.89,5.39,19.34,3.1,Data.gouv.fr
TER,NO2,2.32,2.58,79.0,2024-12-13 00:00:00,1.54,Nice,6.01,8.5,8.08,67.14,4.33,SNCF_Open_Data
TGV,PM2.5,7.1,5.7,28.86,2024-10-11 00:00:00,4.12,Toulouse,7.04,1.89,1.33,19.54,5.12,SNCF_Open_Data
TGV,PM10,6.35,5.46,39.74,2024-08-25 00:00:00,7.83,Nice,5.81,7.49,2.58,25.26,2.41,SNCF_Open_Data
TGV,PM10,8.2,8.25,66.92,2024-07-27 00:00:00,6.92,Lyon,4.79,5.42,2.73,47.98,4.26,Data.gouv.fr
RER,SO2,8.48,4.19,74.45,2024-03-19 00:00:00,6.49,Montpellier,1.36,6.88,4.06,17.61,2.47,Data.gouv.fr
RER,PM10,2.53,2.79,84.46,2024-11-28 00:00:00,7.69,Strasbourg,3.82,5.36,4.62,83.46,2.65,Airparif
Transilien,CO,4.07,7.84,43.74,2024-10-07 00:00:00,4.59,Nantes,7.64,6.57,4.24,67.64,5.4,Météo-France
RER,O3,6.83,7.11,2.26,2024-07-21 00:00:00,4.76,Bordeaux,7.07,8.05,3.12,40.69,3.11,RATP_Open_Data_2024
RER,O3,7.18,6.53,26.35,2024-11-18 00:00:00,6.44,Strasbourg,8.05,8.47,2.97,70.8,6.28,Data.gouv.fr
Métro,PM10,6.16,7.65,6.18,2024-06-27 00:00:00,3.08,Nantes,2.64,3.7,8.44,41.84,8.36,RATP_Open_Data_2024
Bus RATP,SO2,2.8,5.88,4.72,2024-04-05 00:00:00,1.55,Toulouse,7.41,2.11,8.29,71.69,3.51,Météo-France
Métro,PM2.5,6.69,4.55,11.98,2024-02-17 00:00:00,5.14,Nice,8.64,5.24,8.37,35.13,3.48,SNCF_Open_Data
Tramway,CO,1.46,3.4,5.12,2024-05-31 00:00:00,4.39,Strasbourg,3.61,7.09,2.94,59.62,8.07,SNCF_Open_Data
TGV,NO2,7.84,6.74,79.06,2024-04-15 00:00:00,1.87,Lille,8.15,5.82,4.85,54.16,3.36,RATP_Open_Data_2024
RER,PM2.5,5.31,3.21,6.05,2024-05-02 00:00:00,3.72,Lyon,8.73,5.62,1.57,66.44,4.96,SNCF_Open_Data
TGV,NO2,6.88,7.56,10.54,2024-07-12 00:00:00,1.28,Bordeaux,7.33,2.08,1.72,58.19,5.11,Airparif
TGV,NO2,2.97,5.12,59.62,2024-07-17 00:00:00,2.8,Bordeaux,6.22,7.65,6.09,54.3,8.07,Airparif
TGV,SO2,3.06,1.4,8.49,2024-05-17 00:00:00,2.91,Lille,1.64,3.39,1.87,7.36,7.29,Airparif
Bus RATP,PM10,8.0,1.71,52.13,2024-07-29 00:00:00,3.04,Toulouse,1.59,4.36,3.73,71.24,4.61,Data.gouv.fr
Transilien,PM10,7.84,5.28,69.76,2024-12-17 00:00:00,1.52,Nantes,3.5,3.74,4.02,45.72,3.62,Airparif
Transilien,NO2,3.34,7.53,47.06,2024-08-10 00:00:00,4.5,Strasbourg,3.89,8.67,3.75,32.73,2.48,Météo-France
Bus RATP,PM10,5.04,4.25,48.6,2024-04-27 00:00:00,3.04,Bordeaux,3.65,5.47,7.8,55.17,4.84,SNCF_Open_Data
Transilien,NO2,8.73,6.15,14.93,2024-07-24 00:00:00,3.07,Strasbourg,2.83,1.28,5.72,29.68,2.81,SNCF_Open_Data
Tramway,NO2,2.39,7.07,29.63,2024-06-27 00:00:00,1.86,Toulouse,8.65,8.77,7.28,41.77,2.07,Airparif
TER,CO,1.8,3.1,78.02,2024-06-18 00:00:00,2.28,Strasbourg,3.14,4.09,2.8,71.62,4.79,SNCF_Open_Data
RER,CO,3.06,7.17,58.66,2024-03-02 00:00:00,3.4,Montpellier,2.81,4.42,1.63,7.92,7.08,RATP_Open_Data_2024
TGV,PM10,2.12,3.47,65.03,2024-10-18 00:00:00,6.55,Nice,2.18,7.17,4.46,32.06,3.34,Airparif
Tramway,O3,5.96,2.23,59.51,2024-09-26 00:00:00,5.88,Nantes,7.09,6.56,2.44,9.15,3.48,Airparif
TER,PM10,6.46,5.62,83.06,2024-01-15 00:00:00,7.07,Paris,5.97,7.24,5.77,2.4,6.84,RATP_Open_Data_2024
Bus RATP,PM10,6.63,7.8,9.74,2024-11-13 00:00:00,7.26,Lyon,1.49,2.39,5.8,80.34,2.89,Data.gouv.fr
Bus RATP,PM10,8.27,4.67,69.94,2024-10-28 00:00:00,3.29,Lyon,5.24,4.21,2.28,29.17,6.8,Data.gouv.fr
TER,PM2.5,2.33,1.92,44.91,2024-02-21 00:00:00,5.87,Paris,3.35,4.1,2.17,14.21,8.79,Météo-France
Tramway,PM10,2.58,6.47,18.5,2024-02-22 00:00:00,7.78,Lyon,6.41,8.11,5.59,79.35,4.38,SNCF_Open_Data
TGV,O3,1.41,2.35,83.07,2024-06-18 00:00:00,4.1,Nantes,7.58,4.2,5.73,42.88,4.6,Data.gouv.fr
TGV,PM2.5,4.15,2.52,23.5,2024-08-23 00:00:00,1.26,Paris,8.8,2.5,2.84,40.5,7.86,Airparif
Métro,PM2.5,3.24,7.08,30.3,2024-03-31 00:00:00,8.26,Paris,7.16,1.29,3.64,52.29,2.68,SNCF_Open_Data
Métro,CO,7.09,1.52,11.84,2024-01-12 00:00:00,7.12,Strasbourg,3.74,7.38,6.31,60.27,7.23,SNCF_Open_Data
Métro,PM10,4.36,4.93,8.03,2024-03-31 00:00:00,8.02,Bordeaux,1.44,1.52,8.25,30.7,1.58,Data.gouv.fr
Métro,PM10,3.12,3.8,46.15,2024-12-14 00:00:00,7.24,Lyon,4.46,5.41,1.7,48.96,1.27,Airparif
Bus RATP,NO2,4.09,7.17,28.46,2024-03-10 00:00:00,4.05,Nice,1.45,5.69,1.44,81.23,8.1,RATP_Open_Data_2024
Transilien,SO2,2.41,3.55,63.59,2024-02-03 00:00:00,4.02,Lille,5.61,3.26,6.64,25.64,1.32,RATP_Open_Data_2024
Tramway,SO2,4.57,5.74,49.83,2024-02-06 00:00:00,1.73,Bordeaux,4.02,6.24,7.57,10.64,6.36,Météo-France
RER,NO2,2.73,8.19,9.4,2024-02-02 00:00:00,7.61,Bordeaux,4.84,5.71,4.93,81.93,1.25,SNCF_Open_Data
Métro,PM2.5,8.1,7.12,40.8,2024-08-03 00:00:00,4.56,Montpellier,2.74,8.32,4.45,16.83,1.5,Data.gouv.fr
Transilien,O3,4.51,3.65,34.64,2024-12-12 00:00:00,6.36,Nantes,8.45,2.2,2.3,83.74,6.28,Data.gouv.fr
TER,PM10,3.88,1.87,76.79,2024-04-13 00:00:00,1.96,Lyon,3.99,2.56,5.47,21.65,5.3,Airparif
Tramway,O3,3.75,4.92,10.03,2024-12-12 00:00:00,4.55,Toulouse,1.69,3.22,2.18,37.28,5.39,SNCF_Open_Data
Métro,SO2,3.22,7.23,84.3,2024-07-30 00:00:00,5.36,Montpellier,5.29,3.34,7.75,12.06,3.67,Airparif
Tramway,O3,5.77,8.6,48.64,2024-01-05 00:00:00,3.44,Strasbourg,7.93,5.46,7.79,58.98,6.61,Météo-France
Bus RATP,SO2,1.75,5.32,12.55,2024-11-04 00:00:00,8.6,Lyon,7.05,7.36,4.1,59.17,5.08,RATP_Open_Data_2024
RER,NO2,1.96,5.05,59.99,2024-05-01 00:00:00,2.16,Lyon,4.63,1.52,7.35,21.82,7.2,Airparif
TGV,SO2,2.67,5.73,56.95,2024-06-27 00:00:00,5.65,Nice,4.0,8.09,8.63,22.45,8.57,Airparif
Tramway,SO2,8.09,8.34,45.21,2024-12-04 00:00:00,6.76,Bordeaux,5.85,5.42,3.37,29.1,4.24,Airparif
TER,SO2,4.0,3.65,53.98,2024-04-26 00:00:00,6.56,Marseille,5.63,3.42,1.38,14.73,5.38,RATP_Open_Data_2024
Tramway,PM2.5,4.23,5.5,72.86,2024-06-18 00:00:00,4.89,Strasbourg,8.79,5.59,5.87,73.76,4.16,Data.gouv.fr
RER,PM2.5,1.21,2.65,45.97,2024-05-31 00:00:00,2.85,Strasbourg,8.55,8.48,8.01,51.4,5.69,Airparif
Transilien,NO2,6.36,8.18,64.16,2024-05-20 00:00:00,5.26,Lille,3.3,7.74,5.16,34.21,5.12,Data.gouv.fr
Bus RATP,PM2.5,7.19,5.45,54.72,2024-01-24 00:00:00,8.31,Strasbourg,8.47,7.6,3.16,9.95,4.13,RATP_Open_Data_2024
TER,O3,4.5,2.65,27.91,2024-08-09 00:00:00,8.18,Lille,2.7,8.57,3.26,4.06,7.19,Data.gouv.fr
Transilien,CO,4.04,2.48,23.18,2024-06-17 00:00:00,5.08,Lyon,1.92,4.72,6.11,9.15,5.59,SNCF_Open_Data
Transilien,NO2,3.38,2.12,40.33,2024-03-15 00:00:00,5.81,Strasbourg,8.26,4.8,5.45,63.13,1.97,RATP_Open_Data_2024
Métro,NO2,4.52,4.72,82.1,2024-01-06 00:00:00,5.27,Marseille,7.56,1.24,7.72,14.16,4.6,RATP_Open_Data_2024
RER,O3,2.77,7.61,14.69,2024-07-08 00:00:00,5.89,Toulouse,5.93,2.26,1.35,41.13,3.19,SNCF_Open_Data
Métro,NO2,8.51,4.6,59.1,2024-06-28 00:00:00,1.81,Bordeaux,3.33,1.69,1.77,7.72,3.87,Data.gouv.fr
TER,CO,2.17,4.67,82.22,2024-01-22 00:00:00,7.71,Marseille,1.34,2.93,7.69,17.48,4.46,Airparif
TER,SO2,6.09,6.41,6.3,2024-01-19 00:00:00,3.36,Nantes,8.62,6.62,2.01,4.94,1.53,SNCF_Open_Data
TGV,PM2.5,5.01,5.73,26.31,2024-07-05 00:00:00,7.07,Montpellier,6.35,5.93,5.94,32.4,7.68,RATP_Open_Data_2024
Métro,SO2,6.29,1.59,16.85,2024-06-13 00:00:00,8.17,Nice,5.6,6.07,6.6,39.81,2.98,Data.gouv.fr
RER,CO,2.51,6.63,17.9,2024-06-14 00:00:00,6.84,Marseille,8.73,4.22,7.59,18.7,3.32,Data.gouv.fr
Transilien,O3,4.08,5.36,75.37,2024-11-20 00:00:00,4.64,Marseille,3.62,2.91,7.89,49.68,7.05,Data.gouv.fr
Bus RATP,PM2.5,5.48,4.24,18.17,2024-05-18 00:00:00,8.72,Montpellier,7.49,2.37,8.31,76.96,8.52,SNCF_Open_Data
TGV,O3,5.12,7.16,30.29,2024-06-29 00:00:00,6.11,Toulouse,4.09,4.54,6.87,35.45,8.54,Data.gouv.fr
TER,PM2.5,5.7,7.07,75.31,2024-11-25 00:00:00,5.69,Bordeaux,2.35,4.95,6.34,43.14,6.34,SNCF_Open_Data
TGV,O3,6.32,4.8,74.22,2024-07-08 00:00:00,3.68,Strasbourg,3.99,7.65,7.18,78.16,8.75,Airparif
Tramway,PM2.5,1.93,6.0,79.82,2024-05-03 00:00:00,2.12,Lyon,3.44,5.03,8.47,68.88,8.71,Airparif
RER,PM2.5,5.89,2.46,42.14,2024-02-13 00:00:00,4.85,Toulouse,3.82,5.34,3.8,84.89,7.54,RATP_Open_Data_2024
TGV,NO2,6.95,5.26,37.9,2024-01-16 00:00:00,7.97,Montpellier,5.62,1.86,1.6,81.6,5.75,Météo-France
RER,NO2,3.16,7.52,12.05,2024-11-02 00:00:00,7.77,Marseille,2.17,3.13,2.09,67.33,7.19,SNCF_Open_Data
Tramway,PM2.5,2.96,4.02,77.2,2024-04-01 00:00:00,6.67,Nantes,1.55,7.79,1.21,49.22,3.12,Météo-France
Tramway,CO,6.41,6.93,40.57,2024-04-08 00:00:00,7.38,Toulouse,5.96,1.33,6.64,24.53,1.55,RATP_Open_Data_2024
Tramway,O3,4.35,6.62,39.93,2024-01-13 00:00:00,6.38,Bordeaux,8.42,1.76,1.27,70.86,8.74,Airparif
Transilien,PM2.5,8.8,2.1,61.1,2024-06-15 00:00:00,4.87,Paris,8.66,5.64,2.93,6.13,8.72,SNCF_Open_Data
Métro,PM10,4.56,5.36,17.77,2024-11-07 00:00:00,7.46,Toulouse,3.74,1.66,7.76,23.49,2.07,SNCF_Open_Data
TGV,PM2.5,5.34,6.91,54.16,2024-11-17 00:00:00,2.62,Montpellier,4.5,8.18,1.35,35.25,8.25,Airparif
Transilien,PM2.5,7.17,7.65,38.45,2024-10-06 00:00:00,6.16,Nantes,6.24,4.63,6.09,17.75,1.64,RATP_Open_Data_2024
TGV,NO2,6.04,4.75,34.86,2024-03-03 00:00:00,6.06,Nice,1.4,7.06,4.21,4.19,2.92,SNCF_Open_Data
TER,CO,3.66,6.88,81.04,2024-04-27 00:00:00,3.7,Bordeaux,7.52,5.57,2.45,28.27,1.39,SNCF_Open_Data
RER,CO,3.43,1.96,63.61,2024-01-02 00:00:00,7.87,Lille,4.16,2.99,5.4,28.19,4.9,SNCF_Open_Data
TER,PM10,5.94,1.31,76.69,2024-10-17 00:00:00,4.38,Paris,5.26,8.19,5.83,38.38,7.8,Data.gouv.fr
RER,SO2,7.45,2.33,3.91,2024-05-22 00:00:00,4.62,Lyon,5.48,6.55,6.44,62.64,5.47,SNCF_Open_Data
Tramway,CO,7.71,5.45,71.61,2024-05-30 00:00:00,4.77,Paris,7.98,8.37,5.6,43.95,3.79,RATP_Open_Data_2024
TGV,PM10,2.34,5.67,7.73,2024-10-07 00:00:00,4.19,Montpellier,4.46,8.46,7.01,84.5,7.13,RATP_Open_Data_2024
RER,O3,6.52,3.3,6.56,2024-06-14 00:00:00,4.78,Nice,3.15,3.22,8.55,58.66,3.75,SNCF_Open_Data
Transilien,PM2.5,3.87,7.99,20.23,2024-10-17 00:00:00,3.02,Nice,7.7,6.91,3.34,2.76,5.59,RATP_Open_Data_2024
TER,PM10,4.48,5.53,39.42,2024-01-07 00:00:00,5.03,Toulouse,8.43,2.76,2.82,6.18,2.89,RATP_Open_Data_2024
Tramway,CO,8.22,5.28,18.76,2024-03-02 00:00:00,3.75,Montpellier,6.24,1.46,5.44,9.62,5.12,Météo-France
Métro,NO2,2.94,4.91,63.39,2024-08-20 00:00:00,1.29,Strasbourg,3.67,5.17,1.46,66.58,2.15,Airparif
Bus RATP,SO2,8.72,3.49,44.74,2024-04-30 00:00:00,6.98,Lille,4.55,1.52,3.42,20.63,1.8,SNCF_Open_Data
Transilien,CO,2.9,2.53,34.38,2024-03-16 00:00:00,6.24,Paris,6.39,5.92,6.87,62.41,4.68,SNCF_Open_Data
Bus RATP,CO,2.79,8.72,57.18,2024-07-19 00:00:00,5.96,Montpellier,7.68,1.27,6.72,13.33,7.37,RATP_Open_Data_2024
Bus RATP,O3,7.2,5.22,33.9,2024-03-26 00:00:00,3.32,Toulouse,6.55,4.2,8.65,11.16,5.5,SNCF_Open_Data
Bus RATP,PM10,5.92,1.59,4.27,2024-04-18 00:00:00,4.16,Nice,5.09,5.25,7.54,60.1,2.53,Météo-France
Bus RATP,SO2,2.19,3.6,56.94,2024-01-05 00:00:00,5.48,Nice,6.97,6.23,2.08,34.69,8.44,Data.gouv.fr
Transilien,O3,6.32,5.3,14.56,2024-09-06 00:00:00,8.08,Lyon,5.49,5.97,7.58,57.08,4.34,SNCF_Open_Data
Métro,NO2,6.92,4.52,70.77,2024-07-04 00:00:00,1.47,Lille,6.98,8.15,3.89,23.6,2.55,RATP_Open_Data_2024
TGV,NO2,7.48,7.91,57.54,2024-03-12 00:00:00,5.29,Strasbourg,8.59,8.72,4.98,43.44,8.03,Data.gouv.fr
RER,NO2,5.75,4.37,27.09,2024-10-31 00:00:00,7.82,Nice,7.58,1.53,8.64,31.89,7.58,Airparif
Transilien,O3,1.33,2.68,54.79,2024-05-04 00:00:00,4.39,Lyon,7.4,3.57,3.25,16.33,1.96,SNCF_Open_Data
Bus RATP,SO2,5.37,5.44,53.5,2024-06-05 00:00:00,2.09,Nantes,5.79,8.41,1.63,43.99,2.73,RATP_Open_Data_2024
Bus RATP,O3,2.7,4.28,82.97,2024-02-25 00:00:00,3.46,Nice,2.92,2.76,3.4,73.29,4.56,SNCF_Open_Data
Tramway,O3,8.4,8.54,32.94,2024-02-19 00:00:00,1.72,Toulouse,2.18,3.56,6.44,2.0,4.58,Météo-France
Métro,SO2,5.31,6.96,15.86,2024-08-05 00:00:00,2.47,Nantes,2.42,3.59,6.98,24.31,6.37,Airparif
Métro,SO2,6.51,3.62,67.27,2024-04-04 00:00:00,3.62,Nice,6.7,5.57,3.57,40.56,6.44,Airparif
Transilien,NO2,3.47,2.56,62.39,2024-10-13 00:00:00,4.02,Nice,6.29,2.6,1.76,6.7,6.36,Airparif
Métro,PM10,8.72,5.83,15.24,2024-03-25 00:00:00,2.85,Nice,8.42,7.56,4.66,40.55,5.23,Airparif
TER,SO2,8.67,3.31,7.73,2024-01-14 00:00:00,7.85,Marseille,2.81,1.3,5.31,34.93,4.26,Airparif
Tramway,O3,4.33,3.32,57.76,2024-09-26 00:00:00,6.14,Nice,7.93,6.36,7.29,22.99,7.61,Airparif
TER,PM2.5,7.9,4.74,2.84,2024-03-03 00:00:00,1.51,Paris,5.37,8.3,6.67,34.31,1.9,SNCF_Open_Data
Métro,PM2.5,2.57,1.62,28.84,2024-08-22 00:00:00,4.73,Lille,7.74,1.45,6.65,43.14,1.38,RATP_Open_Data_2024
RER,CO,7.06,5.18,18.69,2024-05-20 00:00:00,8.42,Paris,7.32,6.62,8.74,58.9,3.36,Airparif
TER,NO2,1.73,1.37,50.34,2024-02-21 00:00:00,3.87,Lyon,2.87,6.61,3.35,43.74,6.3,RATP_Open_Data_2024
Métro,NO2,3.63,1.97,7.61,2024-09-06 00:00:00,4.95,Montpellier,8.06,6.02,6.88,50.59,8.78,RATP_Open_Data_2024
TGV,SO2,3.05,4.3,23.18,2024-02-16 00:00:00,4.79,Paris,6.61,2.27,8.1,64.4,4.17,Météo-France
RER,SO2,3.33,5.11,7.66,2024-03-28 00:00:00,6.43,Strasbourg,4.75,4.44,3.51,20.87,3.54,Data.gouv.fr
Transilien,SO2,4.95,7.1,42.95,2024-12-02 00:00:00,1.99,Toulouse,2.39,8.28,4.72,17.1,5.74,Météo-France
Bus RATP,NO2,2.76,1.87,11.02,2024-05-20 00:00:00,4.97,Strasbourg,1.71,1.88,3.04,72.75,1.31,SNCF_Open_Data
Métro,PM10,2.7,7.77,7.6,2024-01-08 00:00:00,5.39,Nice,1.91,1.59,1.44,9.55,4.71,Météo-France
RER,NO2,6.8,5.62,63.97,2024-05-12 00:00:00,4.32,Paris,3.43,5.73,5.06,75.33,7.84,Airparif
Tramway,PM2.5,2.31,1.31,59.82,2024-04-15 00:00:00,7.37,Nice,1.58,3.9,7.2,16.34,3.38,SNCF_Open_Data
Métro,CO,8.41,7.98,77.83,2024-11-26 00:00:00,8.63,Paris,5.99,2.08,2.73,44.69,7.3,Météo-France
TER,SO2,2.95,4.81,18.94,2024-05-13 00:00:00,4.2,Strasbourg,2.07,5.34,3.6,64.03,1.7,Data.gouv.fr
Transilien,SO2,2.02,2.18,15.17,2024-06-29 00:00:00,1.27,Lyon,1.95,8.45,3.04,59.95,5.09,SNCF_Open_Data
Métro,PM10,4.44,5.85,24.24,2024-08-08 00:00:00,8.63,Nice,5.69,8.5,2.56,73.59,4.06,Data.gouv.fr
Transilien,PM2.5,2.34,6.94,18.86,2024-04-22 00:00:00,6.05,Lille,3.84,8.47,6.85,45.82,8.46,Météo-France
Métro,SO2,8.76,6.39,78.47,2024-12-23 00:00:00,7.77,Montpellier,2.26,1.88,7.06,63.73,7.91,RATP_Open_Data_2024
TER,SO2,2.74,5.3,44.72,2024-08-26 00:00:00,6.59,Strasbourg,6.13,7.82,2.83,79.52,1.27,Météo-France
RER,SO2,5.57,4.36,22.71,2024-01-19 00:00:00,2.77,Montpellier,4.01,5.45,5.32,39.33,4.89,Data.gouv.fr
Bus RATP,O3,1.22,4.12,24.54,2024-08-14 00:00:00,6.8,Nantes,1.55,8.61,2.04,4.16,8.34,Data.gouv.fr
Métro,PM2.5,7.11,5.09,32.66,2024-06-05 00:00:00,7.61,Nice,1.75,5.01,2.81,5.13,3.14,Airparif
RER,O3,8.47,3.49,72.34,2024-07-23 00:00:00,4.36,Lyon,5.58,6.6,2.29,31.93,8.2,Météo-France
TGV,CO,2.34,7.18,11.21,2024-07-14 00:00:00,7.37,Lille,4.95,1.6,2.16,14.73,7.74,RATP_Open_Data_2024
Tramway,PM2.5,4.01,4.19,8.03,2024-12-08 00:00:00,5.57,Paris,1.91,8.17,2.58,78.96,3.04,RATP_Open_Data_2024
TER,PM2.5,4.85,6.98,48.3,2024-01-18 00:00:00,5.49,Lille,6.41,5.34,7.19,22.12,7.03,RATP_Open_Data_2024
Bus RATP,PM10,2.72,7.65,15.75,2024-05-19 00:00:00,5.36,Bordeaux,7.93,4.58,3.42,33.81,7.84,RATP_Open_Data_2024
TGV,NO2,3.3,3.01,37.47,2024-11-13 00:00:00,1.33,Strasbourg,5.09,7.16,5.41,60.4,1.59,Météo-France
TER,PM10,3.18,4.22,52.81,2024-07-16 00:00:00,5.36,Strasbourg,4.62,5.64,4.27,46.64,5.48,Météo-France
RER,PM10,5.0,3.97,13.78,2024-06-27 00:00:00,4.29,Lille,6.11,2.46,4.29,69.88,8.2,RATP_Open_Data_2024
TER,PM2.5,4.54,4.91,12.84,2024-08-05 00:00:00,5.33,Montpellier,8.17,8.69,8.54,58.8,1.22,Météo-France
Métro,O3,4.78,3.73,84.41,2024-03-15 00:00:00,3.8,Marseille,8.57,3.8,4.25,53.07,8.45,SNCF_Open_Data
Bus RATP,PM2.5,2.85,6.46,12.97,2024-02-12 00:00:00,1.52,Bordeaux,8.64,7.18,4.15,83.32,7.96,Data.gouv.fr
RER,O3,4.59,7.12,53.13,2024-02-05 00:00:00,2.85,Nice,2.8,8.39,1.9,55.09,6.31,SNCF_Open_Data
TER,O3,8.05,5.88,73.89,2024-08-09 00:00:00,3.22,Nice,1.74,5.33,3.67,39.0,1.56,RATP_Open_Data_2024
Transilien,PM10,8.29,1.4,63.04,2024-11-04 00:00:00,8.31,Montpellier,4.44,6.32,6.65,46.07,3.04,RATP_Open_Data_2024
RER,PM2.5,5.08,6.97,28.14,2024-08-17 00:00:00,5.72,Montpellier,4.14,2.18,6.48,80.8,5.1,Météo-France
Bus RATP,NO2,5.59,3.28,45.03,2024-09-10 00:00:00,8.72,Strasbourg,1.83,4.96,6.06,69.84,6.32,RATP_Open_Data_2024
TGV,SO2,4.97,3.29,14.88,2024-11-22 00:00:00,5.58,Montpellier,4.46,3.89,5.36,11.86,3.86,Météo-France
Bus RATP,CO,7.52,2.23,81.21,2024-06-09 00:00:00,5.43,Nantes,8.52,5.44,7.93,37.89,7.77,Data.gouv.fr
Transilien,PM10,7.96,7.61,84.85,2024-12-05 00:00:00,2.41,Paris,2.7,3.74,4.92,10.51,5.69,Data.gouv.fr
RER,PM2.5,1.53,5.11,44.0,2024-11-28 00:00:00,8.1,Strasbourg,7.86,7.74,2.28,78.86,1.65,Météo-France
Transilien,NO2,7.91,2.09,56.59,2024-02-25 00:00:00,1.4,Marseille,4.53,4.25,1.22,70.79,2.1,Airparif
Transilien,NO2,2.29,5.05,29.96,2024-12-20 00:00:00,3.36,Toulouse,5.84,7.37,3.05,40.78,8.12,Airparif
TGV,SO2,3.8,7.37,50.69,2024-12-13 00:00:00,7.96,Nice,7.82,2.54,7.46,2.53,5.93,Data.gouv.fr
RER,CO,6.99,3.89,29.32,2024-03-11 00:00:00,6.54,Nantes,4.1,6.77,4.95,36.49,4.39,SNCF_Open_Data
Transilien,CO,3.79,2.69,10.36,2024-08-15 00:00:00,5.5,Marseille,4.16,6.79,4.5,75.68,3.45,RATP_Open_Data_2024
RER,O3,6.87,3.98,37.06,2024-10-20 00:00:00,2.67,Lyon,5.75,4.8,5.2,23.28,1.39,Airparif
Métro,NO2,7.37,7.86,47.74,2024-10-08 00:00:00,2.91,Toulouse,6.16,8.36,7.91,10.44,6.5,Météo-France
TGV,PM10,7.07,5.33,34.6,2024-04-13 00:00:00,5.74,Montpellier,4.2,5.26,5.25,49.63,5.59,Airparif
TGV,SO2,2.07,8.29,31.23,2024-12-20 00:00:00,3.99,Marseille,8.68,5.11,2.12,53.81,4.44,Data.gouv.fr
Métro,O3,8.73,1.8,20.51,2024-02-18 00:00:00,4.64,Paris,3.37,8.34,5.94,23.29,6.77,SNCF_Open_Data
TER,CO,7.04,7.1,51.15,2024-01-25 00:00:00,2.15,Nantes,7.59,2.88,3.99,20.72,2.65,Data.gouv.fr
Métro,CO,6.06,8.09,64.17,2024-01-18 00:00:00,7.39,Nantes,5.48,7.93,5.47,33.59,7.23,Airparif
RER,SO2,2.67,7.65,55.22,2024-02-01 00:00:00,2.56,Nice,1.22,8.79,4.0,47.39,8.61,Météo-France
Transilien,PM2.5,2.82,8.66,40.6,2024-08-18 00:00:00,8.52,Montpellier,5.18,6.14,1.68,40.22,7.96,SNCF_Open_Data
Tramway,NO2,2.77,6.48,33.95,2024-11-23 00:00:00,7.34,Marseille,3.54,8.34,6.05,48.05,8.0,Data.gouv.fr
Métro,CO,5.15,8.68,76.94,2024-06-05 00:00:00,1.58,Strasbourg,6.22,2.26,3.95,65.28,5.49,SNCF_Open_Data
Métro,O3,1.58,5.58,61.36,2024-06-25 00:00:00,4.72,Lille,8.03,8.77,7.7,41.94,2.13,Météo-France
TGV,PM2.5,3.67,7.74,2.14,2024-01-31 00:00:00,6.26,Paris,4.32,3.15,6.16,64.36,5.15,RATP_Open_Data_2024
TGV,PM10,2.87,5.0,83.89,2024-10-16 00:00:00,2.25,Lyon,3.13,8.29,5.02,48.17,7.79,Data.gouv.fr
TGV,SO2,4.99,8.26,44.8,2024-08-27 00:00:00,2.51,Bordeaux,2.19,5.32,4.71,31.85,3.42,SNCF_Open_Data
Transilien,CO,6.06,1.48,66.04,2024-04-20 00:00:00,2.23,Bordeaux,5.13,4.86,4.36,45.62,8.43,Météo-France
TER,O3,1.8,1.31,71.36,2024-09-12 00:00:00,1.93,Nice,6.69,5.07,6.29,46.49,4.36,RATP_Open_Data_2024
Bus RATP,CO,4.54,5.2,64.45,2024-08-07 00:00:00,4.3,Toulouse,5.25,6.73,6.11,51.19,4.06,Data.gouv.fr
TGV,O3,4.62,7.86,2.29,2024-11-18 00:00:00,1.74,Nice,6.22,5.5,6.83,27.09,5.14,Data.gouv.fr
Tramway,O3,8.33,4.26,21.6,2024-02-15 00:00:00,2.56,Bordeaux,5.14,7.16,6.43,11.77,3.0,RATP_Open_Data_2024
TER,PM10,4.25,5.61,34.81,2024-02-29 00:00:00,3.77,Bordeaux,2.21,3.06,3.31,56.83,2.77,Data.gouv.fr
Tramway,PM10,1.78,4.08,72.44,2024-09-08 00:00:00,3.3,Lyon,7.56,4.84,2.49,77.82,8.07,SNCF_Open_Data
TGV,PM10,7.41,5.61,47.09,2024-01-16 00:00:00,7.38,Nice,7.07,6.15,2.68,57.03,7.18,Météo-France
Bus RATP,O3,3.59,4.59,25.68,2024-06-20 00:00:00,4.74,Nice,3.33,6.88,2.67,38.27,8.47,Météo-France
Métro,CO,3.24,7.55,79.67,2024-05-10 00:00:00,7.77,Strasbourg,3.74,3.6,4.38,26.13,3.5,SNCF_Open_Data
Bus RATP,O3,6.38,1.48,18.12,2024-10-04 00:00:00,4.83,Toulouse,1.89,3.34,2.4,13.76,2.21,SNCF_Open_Data
