col_table_source,col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index,col_source,col_annee,col_secteur,col_emissions_mt_co2eq,col_evolution_annuelle_pourcent,col_part_nationale_pourcent,col_date_collecte,col_emissions_co2_transport_mt,col_indice_qualite_air,col_consommation_energie_transport_twh,col_part_transport_emissions_pourcent,col_reduction_emissions_vs_2019_pourcent,col_amelioration_qualite_air_pourcent,col_objectif_atteint,col_energy_id,col_mois,col_line_id,col_mode,col_energie_kwh,col_ville,col_condition_meteo,col_temperature_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km
Data.gouv.fr,ID_076,2024-06-09 00:00:00,ID_076,1.26,2.69,39.17,RATP_Open_Data_2024,4.3,5.27,8.14,4.59,2.08,2024-02-09 00:00:00,4.3,6.52,4.2,5.49,8.39,5.86,5.76,ID_076,1.8,ID_076,Métro,8.09,Montpellier,8.26,23.1,ID_076,998.0,80,6.8
Météo-France,ID_077,2024-09-03 00:00:00,ID_077,3.78,7.65,40.56,Data.gouv.fr,7.29,6.22,5.34,7.44,5.68,2024-09-10 00:00:00,3.91,3.98,6.88,1.4,8.43,6.24,2.57,ID_077,6.34,ID_077,Bus RATP,7.4,Lyon,8.5,12.5,ID_077,1001.4,130,5.84
Météo-France,ID_078,2024-05-27 00:00:00,ID_078,3.08,6.38,29.13,Data.gouv.fr,4.9,7.98,7.92,5.94,5.48,2024-05-20 00:00:00,7.73,4.22,3.66,4.05,5.28,3.41,7.97,ID_078,4.39,ID_078,Bus RATP,7.68,Montpellier,7.07,4.9,ID_078,996.8,80,5.15
SNCF_Open_Data,ID_079,2024-03-29 00:00:00,ID_079,6.37,8.6,74.28,Airparif,3.27,1.7,1.73,7.31,2.51,2024-04-09 00:00:00,8.26,8.6,8.16,6.95,1.29,5.75,2.28,ID_079,4.02,ID_079,TER,5.19,Montpellier,5.21,24.3,ID_079,1010.1,130,5.63
SNCF_Open_Data,ID_080,2024-11-19 00:00:00,ID_080,4.4,8.16,59.89,SNCF_Open_Data,1.81,4.74,6.53,3.25,5.94,2024-05-13 00:00:00,5.07,7.85,7.33,1.51,7.5,6.89,4.49,ID_080,3.7,ID_080,RER,5.07,Marseille,6.47,13.8,ID_080,1024.2,110,6.39
Météo-France,ID_081,2024-11-18 00:00:00,ID_081,6.63,2.95,44.67,Data.gouv.fr,1.29,1.61,4.49,6.5,8.36,2024-02-23 00:00:00,4.57,6.8,7.92,4.11,8.29,2.7,2.4,ID_081,8.04,ID_081,Transilien,6.14,Lyon,4.89,18.5,ID_081,996.1,50,8.61
SNCF_Open_Data,ID_082,2024-06-03 00:00:00,ID_082,4.2,8.51,73.17,Météo-France,6.58,8.15,7.85,4.18,2.38,2024-08-26 00:00:00,4.73,7.53,3.54,4.93,8.6,2.68,5.7,ID_082,8.03,ID_082,RER,5.71,Nantes,8.09,13.5,ID_082,1000.1,110,2.09
SNCF_Open_Data,ID_083,2024-11-27 00:00:00,ID_083,4.87,3.55,62.48,RATP_Open_Data_2024,5.36,7.94,3.85,2.25,4.19,2024-06-19 00:00:00,1.84,1.21,6.42,8.15,3.99,8.06,1.69,ID_083,4.26,ID_083,Tramway,7.14,Nantes,2.12,12.3,ID_083,1020.4,50,5.38
RATP_Open_Data_2024,ID_084,2024-05-08 00:00:00,ID_084,2.95,8.45,22.64,SNCF_Open_Data,2.22,1.51,6.08,5.7,7.18,2024-08-28 00:00:00,3.59,5.64,5.05,4.31,8.59,4.17,3.86,ID_084,7.05,ID_084,Métro,5.1,Lille,8.61,20.7,ID_084,1018.9,80,8.69
Airparif,ID_085,2024-09-27 00:00:00,ID_085,2.29,4.88,37.94,Data.gouv.fr,7.44,8.63,3.15,1.82,8.29,2024-09-15 00:00:00,8.22,7.52,8.62,7.85,1.78,3.04,2.62,ID_085,3.26,ID_085,Métro,5.56,Toulouse,2.24,27.2,ID_085,1011.9,80,3.92
Airparif,ID_086,2024-04-28 00:00:00,ID_086,1.36,1.35,71.2,Airparif,3.71,5.99,2.11,2.91,1.35,2024-09-21 00:00:00,1.33,8.09,7.64,2.16,4.55,3.29,3.74,ID_086,1.72,ID_086,TGV,6.69,Nantes,6.41,20.5,ID_086,1007.6,110,3.38
Airparif,ID_087,2024-10-26 00:00:00,ID_087,2.03,4.12,58.24,Airparif,6.3,7.92,4.86,6.83,6.51,2024-11-23 00:00:00,6.12,5.31,2.31,4.35,4.82,3.43,7.22,ID_087,1.86,ID_087,Bus RATP,1.28,Strasbourg,7.2,7.0,ID_087,1019.5,30,2.0
RATP_Open_Data_2024,ID_088,2024-11-21 00:00:00,ID_088,7.12,5.63,57.91,RATP_Open_Data_2024,7.02,1.79,2.88,6.1,4.26,2024-03-07 00:00:00,8.76,4.13,7.41,7.74,4.81,6.28,8.03,ID_088,2.24,ID_088,TGV,3.85,Lille,4.35,25.1,ID_088,999.0,45,4.5
Météo-France,ID_089,2024-07-02 00:00:00,ID_089,2.81,4.22,44.01,Airparif,7.83,8.71,3.38,6.4,5.24,2024-03-16 00:00:00,3.17,7.74,3.31,4.88,7.8,8.05,1.87,ID_089,2.59,ID_089,TER,8.19,Toulouse,5.83,12.0,ID_089,1017.1,45,8.23
SNCF_Open_Data,ID_090,2024-07-30 00:00:00,ID_090,2.05,8.57,13.0,RATP_Open_Data_2024,4.59,3.35,3.0,8.38,6.1,2024-04-10 00:00:00,2.49,4.03,2.64,6.73,8.27,2.4,3.17,ID_090,6.11,ID_090,Tramway,3.08,Lyon,4.05,7.5,ID_090,1001.7,130,1.64
Data.gouv.fr,ID_091,2024-01-02 00:00:00,ID_091,6.54,4.15,12.96,Météo-France,7.13,8.45,5.15,7.4,7.4,2024-05-20 00:00:00,5.92,7.61,5.86,5.78,6.92,1.93,2.09,ID_091,8.17,ID_091,TER,6.34,Toulouse,5.82,7.8,ID_091,999.6,130,6.07
SNCF_Open_Data,ID_092,2024-06-04 00:00:00,ID_092,4.86,1.63,10.98,Airparif,6.04,2.87,5.97,8.23,8.46,2024-08-14 00:00:00,7.37,7.72,7.22,3.26,1.21,2.48,4.61,ID_092,3.68,ID_092,Transilien,5.88,Lille,5.7,23.5,ID_092,1013.3,110,8.53
RATP_Open_Data_2024,ID_093,2024-03-08 00:00:00,ID_093,2.5,7.41,58.11,Météo-France,8.62,1.61,8.51,3.17,2.94,2024-07-29 00:00:00,1.61,3.6,8.13,7.74,6.03,4.7,3.78,ID_093,2.36,ID_093,Transilien,6.62,Toulouse,5.4,7.6,ID_093,1017.8,30,3.59
Météo-France,ID_094,2024-11-07 00:00:00,ID_094,1.34,8.13,68.67,Data.gouv.fr,4.64,3.16,2.59,7.48,1.52,2024-11-04 00:00:00,7.69,7.35,4.56,6.15,6.91,6.33,4.28,ID_094,2.74,ID_094,Métro,4.67,Strasbourg,1.72,13.2,ID_094,1012.8,50,4.12
Data.gouv.fr,ID_095,2024-11-28 00:00:00,ID_095,2.73,5.59,29.99,Data.gouv.fr,4.06,4.45,7.2,8.54,8.39,2024-04-24 00:00:00,2.98,7.73,1.98,4.46,2.76,1.83,7.31,ID_095,8.04,ID_095,RER,8.68,Paris,1.8,19.3,ID_095,1010.9,70,6.65
Airparif,ID_096,2024-04-13 00:00:00,ID_096,8.21,1.43,40.37,Météo-France,3.76,4.06,2.66,2.61,2.2,2024-09-15 00:00:00,8.41,3.09,4.14,5.4,1.88,2.02,8.45,ID_096,6.07,ID_096,Transilien,4.47,Lille,2.63,9.4,ID_096,1016.2,45,5.49
RATP_Open_Data_2024,ID_097,2024-01-28 00:00:00,ID_097,7.78,6.61,49.79,Data.gouv.fr,4.26,7.97,3.11,7.84,6.15,2024-08-29 00:00:00,5.45,4.79,1.68,6.28,7.65,7.69,3.46,ID_097,3.07,ID_097,RER,1.26,Bordeaux,2.18,18.2,ID_097,1005.1,130,4.53
Airparif,ID_098,2024-11-13 00:00:00,ID_098,3.33,2.98,69.81,Météo-France,6.4,6.43,4.25,4.79,7.02,2024-10-02 00:00:00,5.55,7.89,7.15,2.81,2.06,6.88,5.8,ID_098,6.14,ID_098,Bus RATP,2.53,Toulouse,5.13,5.8,ID_098,1016.7,80,6.6
SNCF_Open_Data,ID_099,2024-07-23 00:00:00,ID_099,2.05,8.79,19.69,Météo-France,6.7,2.15,8.59,2.25,8.52,2024-09-17 00:00:00,2.82,5.68,1.34,2.3,1.77,3.34,7.82,ID_099,4.8,ID_099,TER,6.13,Toulouse,8.78,24.0,ID_099,1023.1,130,2.89
Météo-France,ID_000,2024-02-13 00:00:00,ID_000,3.43,7.93,79.22,SNCF_Open_Data,2.64,6.15,6.11,2.84,3.88,2024-08-31 00:00:00,1.7,1.65,7.45,2.22,1.32,2.77,6.49,ID_000,7.15,ID_000,TER,7.47,Paris,2.42,19.7,ID_000,1005.1,30,2.52
RATP_Open_Data_2024,ID_001,2024-06-02 00:00:00,ID_001,7.3,6.98,2.75,Météo-France,1.21,4.94,4.2,3.69,1.58,2024-10-21 00:00:00,6.97,5.67,1.3,2.68,1.99,2.55,5.72,ID_001,2.85,ID_001,Transilien,7.85,Lille,2.26,25.8,ID_001,1013.7,70,6.08
Météo-France,ID_002,2024-04-23 00:00:00,ID_002,4.53,3.95,56.45,Data.gouv.fr,2.72,1.82,5.73,5.0,5.25,2024-04-08 00:00:00,4.4,3.97,5.5,1.33,8.47,2.83,5.95,ID_002,7.45,ID_002,TGV,2.22,Montpellier,5.97,9.1,ID_002,995.5,130,5.14
SNCF_Open_Data,ID_003,2024-06-06 00:00:00,ID_003,5.92,2.63,48.77,Airparif,3.62,4.45,8.56,5.4,6.75,2024-03-01 00:00:00,4.88,1.98,3.06,2.54,4.76,1.48,8.41,ID_003,1.22,ID_003,Métro,6.86,Bordeaux,2.91,8.2,ID_003,1013.6,130,5.13
RATP_Open_Data_2024,ID_004,2024-12-14 00:00:00,ID_004,8.61,1.35,12.26,RATP_Open_Data_2024,8.56,1.27,5.47,4.09,3.26,2024-02-05 00:00:00,5.98,3.32,4.18,6.06,4.74,6.49,8.13,ID_004,3.61,ID_004,TER,7.8,Nice,3.39,6.9,ID_004,1005.1,130,4.18
Airparif,ID_005,2024-01-23 00:00:00,ID_005,4.61,4.72,23.88,Data.gouv.fr,8.45,8.62,3.8,2.01,5.81,2024-05-16 00:00:00,7.31,5.58,1.38,3.03,8.78,4.77,1.4,ID_005,8.8,ID_005,Tramway,3.09,Paris,1.66,7.2,ID_005,1024.6,50,3.21
Météo-France,ID_006,2024-11-01 00:00:00,ID_006,3.43,8.6,5.47,Data.gouv.fr,2.09,8.61,5.76,2.93,3.59,2024-09-28 00:00:00,5.05,1.66,4.9,6.36,2.82,2.0,6.47,ID_006,6.84,ID_006,Tramway,5.96,Toulouse,8.73,7.7,ID_006,997.0,110,7.49
Météo-France,ID_007,2024-01-20 00:00:00,ID_007,4.47,6.74,68.48,Airparif,8.74,3.08,8.24,5.82,6.26,2024-06-28 00:00:00,6.4,5.01,6.52,7.78,6.24,6.97,2.18,ID_007,3.71,ID_007,TGV,7.65,Paris,6.41,7.2,ID_007,1018.2,30,7.36
Data.gouv.fr,ID_008,2024-08-13 00:00:00,ID_008,5.82,4.71,62.93,Data.gouv.fr,8.79,4.65,2.55,8.56,8.72,2024-05-10 00:00:00,5.02,2.9,1.23,6.55,6.93,7.28,5.17,ID_008,6.08,ID_008,TGV,8.2,Lille,4.75,21.6,ID_008,1019.6,30,7.66
Airparif,ID_009,2024-11-17 00:00:00,ID_009,2.0,1.81,10.43,Météo-France,5.05,5.6,5.83,5.36,4.61,2024-12-02 00:00:00,7.43,6.04,8.38,7.6,3.41,7.79,7.07,ID_009,8.41,ID_009,Bus RATP,1.35,Bordeaux,2.74,13.5,ID_009,1003.2,45,1.49
Météo-France,ID_010,2024-09-29 00:00:00,ID_010,2.46,8.52,67.83,Data.gouv.fr,1.73,3.11,5.7,2.24,6.52,2024-06-28 00:00:00,8.2,2.49,6.09,1.28,4.37,5.9,7.15,ID_010,6.38,ID_010,Transilien,8.66,Montpellier,7.67,9.7,ID_010,1015.7,45,4.45
Airparif,ID_011,2024-09-29 00:00:00,ID_011,6.6,8.74,16.87,Data.gouv.fr,6.69,4.36,8.44,3.65,7.04,2024-03-06 00:00:00,7.06,6.35,1.91,4.53,1.53,3.19,7.64,ID_011,4.33,ID_011,TER,4.79,Nantes,5.29,27.0,ID_011,999.5,80,6.34
Airparif,ID_012,2024-09-27 00:00:00,ID_012,4.91,2.5,19.4,Météo-France,5.41,4.89,4.88,3.46,1.97,2024-02-29 00:00:00,5.07,2.4,3.01,8.45,7.63,7.39,6.61,ID_012,4.6,ID_012,RER,5.02,Strasbourg,1.66,15.5,ID_012,1008.6,30,8.74
RATP_Open_Data_2024,ID_013,2024-08-08 00:00:00,ID_013,7.71,7.73,47.45,Airparif,6.01,1.3,8.48,5.95,6.05,2024-02-03 00:00:00,8.3,3.88,2.56,2.51,1.98,8.62,4.04,ID_013,4.44,ID_013,Tramway,1.55,Marseille,5.49,16.8,ID_013,1010.0,30,7.93
Airparif,ID_014,2024-02-06 00:00:00,ID_014,4.9,7.67,55.91,Airparif,6.0,8.65,3.14,6.44,7.82,2024-03-15 00:00:00,8.37,4.98,1.65,8.12,7.64,2.73,6.91,ID_014,6.16,ID_014,TGV,5.21,Bordeaux,2.78,15.3,ID_014,1004.2,50,8.72
Airparif,ID_015,2024-10-10 00:00:00,ID_015,1.22,2.08,82.42,Data.gouv.fr,5.06,1.42,2.54,4.07,6.22,2024-08-01 00:00:00,2.09,6.53,8.46,6.13,6.87,6.83,4.17,ID_015,8.6,ID_015,TER,1.4,Bordeaux,5.71,17.5,ID_015,1010.4,45,5.99
Airparif,ID_016,2024-02-19 00:00:00,ID_016,6.13,7.48,18.04,SNCF_Open_Data,4.18,4.21,3.51,5.41,4.79,2024-09-07 00:00:00,4.35,5.46,8.22,4.06,7.02,3.12,1.74,ID_016,3.17,ID_016,RER,8.32,Bordeaux,2.81,16.1,ID_016,1024.4,50,6.45
SNCF_Open_Data,ID_017,2024-07-13 00:00:00,ID_017,3.55,6.58,79.31,RATP_Open_Data_2024,2.39,7.81,7.16,6.46,2.95,2024-03-03 00:00:00,3.53,8.48,1.24,3.98,8.48,6.75,2.14,ID_017,2.31,ID_017,TGV,3.63,Marseille,6.82,16.7,ID_017,1016.2,80,6.91
RATP_Open_Data_2024,ID_018,2024-03-18 00:00:00,ID_018,6.82,7.98,78.34,Airparif,7.42,5.91,2.58,3.37,7.89,2024-04-21 00:00:00,8.35,1.66,4.47,3.95,8.76,3.42,3.9,ID_018,1.69,ID_018,Tramway,3.13,Montpellier,7.09,15.6,ID_018,997.2,50,3.99
RATP_Open_Data_2024,ID_019,2024-07-03 00:00:00,ID_019,7.29,8.8,39.76,RATP_Open_Data_2024,5.49,2.21,5.73,1.94,1.44,2024-04-12 00:00:00,3.7,1.31,4.88,8.79,7.79,5.24,7.7,ID_019,7.09,ID_019,Transilien,2.78,Montpellier,6.8,16.9,ID_019,1005.4,80,3.09
Airparif,ID_020,2024-07-27 00:00:00,ID_020,6.58,4.2,50.54,RATP_Open_Data_2024,5.86,8.47,4.82,8.17,7.14,2024-02-10 00:00:00,5.15,5.1,8.29,3.18,6.81,5.67,1.45,ID_020,2.98,ID_020,Bus RATP,5.97,Toulouse,3.36,23.5,ID_020,1000.5,50,6.17
Météo-France,ID_021,2024-11-19 00:00:00,ID_021,8.66,4.04,2.37,Météo-France,5.31,6.2,5.85,5.05,4.14,2024-01-02 00:00:00,2.14,2.92,2.58,6.32,3.84,2.24,2.04,ID_021,5.98,ID_021,Transilien,1.25,Toulouse,6.69,17.7,ID_021,998.5,110,8.54
SNCF_Open_Data,ID_022,2024-12-20 00:00:00,ID_022,2.89,1.97,60.46,Météo-France,5.39,8.48,7.56,3.79,3.74,2024-12-03 00:00:00,3.12,4.87,3.32,3.66,7.02,3.4,3.1,ID_022,1.5,ID_022,Tramway,4.55,Toulouse,6.43,24.2,ID_022,1001.3,130,3.04
Data.gouv.fr,ID_023,2024-09-25 00:00:00,ID_023,5.37,1.71,11.06,Météo-France,4.54,8.41,5.17,5.88,7.07,2024-12-04 00:00:00,3.03,6.65,1.23,6.42,5.63,1.54,7.08,ID_023,8.28,ID_023,TGV,7.39,Montpellier,3.45,8.4,ID_023,1000.3,110,6.51
Data.gouv.fr,ID_024,2024-12-21 00:00:00,ID_024,4.33,7.45,8.48,SNCF_Open_Data,6.14,5.74,8.74,6.19,4.26,2024-04-03 00:00:00,2.82,2.52,2.87,5.61,8.2,3.61,1.45,ID_024,1.76,ID_024,Bus RATP,8.14,Strasbourg,4.43,8.7,ID_024,998.8,50,6.05
Data.gouv.fr,ID_025,2024-11-30 00:00:00,ID_025,6.36,8.8,8.1,Airparif,7.0,3.38,7.81,7.6,3.53,2024-01-16 00:00:00,4.56,4.8,8.09,4.96,7.66,6.39,4.73,ID_025,4.53,ID_025,Bus RATP,4.38,Bordeaux,5.78,19.1,ID_025,998.4,30,8.25
RATP_Open_Data_2024,ID_026,2024-05-25 00:00:00,ID_026,5.62,6.03,43.68,Data.gouv.fr,5.95,4.36,6.63,6.88,1.9,2024-10-21 00:00:00,5.88,2.88,4.99,7.61,6.07,7.33,1.7,ID_026,6.1,ID_026,Tramway,3.61,Toulouse,6.11,16.3,ID_026,1018.5,130,8.02
Data.gouv.fr,ID_027,2024-12-23 00:00:00,ID_027,2.31,2.99,10.2,Airparif,4.31,1.24,3.07,6.6,2.72,2024-05-03 00:00:00,6.03,2.76,6.03,8.47,2.06,5.87,6.29,ID_027,7.25,ID_027,TER,3.13,Lille,5.14,23.2,ID_027,1021.1,110,2.17
Airparif,ID_028,2024-04-25 00:00:00,ID_028,1.46,5.86,58.91,RATP_Open_Data_2024,2.91,6.4,5.78,2.91,2.53,2024-09-20 00:00:00,2.65,3.49,3.38,1.6,8.35,4.2,6.66,ID_028,7.82,ID_028,Tramway,8.41,Strasbourg,4.38,15.6,ID_028,1024.7,30,5.11
Data.gouv.fr,ID_029,2024-05-06 00:00:00,ID_029,6.76,7.42,55.59,Météo-France,6.83,8.53,6.88,4.75,8.43,2024-07-30 00:00:00,1.28,1.78,1.76,4.92,8.54,5.85,7.37,ID_029,5.11,ID_029,TGV,4.5,Toulouse,2.3,25.1,ID_029,1007.1,45,2.41
Météo-France,ID_030,2024-12-20 00:00:00,ID_030,8.09,6.27,31.3,Airparif,2.33,7.1,2.56,5.02,8.28,2024-06-09 00:00:00,5.09,6.6,3.7,3.7,5.74,2.29,3.55,ID_030,1.41,ID_030,Bus RATP,4.33,Paris,7.35,8.1,ID_030,1000.1,30,8.65
RATP_Open_Data_2024,ID_031,2024-06-26 00:00:00,ID_031,1.24,7.95,60.35,RATP_Open_Data_2024,4.47,7.1,5.11,7.1,2.18,2024-02-26 00:00:00,5.76,7.39,5.32,4.47,2.09,2.22,7.81,ID_031,6.92,ID_031,Bus RATP,1.3,Paris,4.69,20.3,ID_031,1003.6,45,6.44
SNCF_Open_Data,ID_032,2024-06-20 00:00:00,ID_032,2.6,4.54,61.78,Data.gouv.fr,5.25,5.73,6.25,3.99,5.68,2024-04-22 00:00:00,8.37,1.53,1.39,3.1,5.07,1.94,4.45,ID_032,6.68,ID_032,TGV,3.35,Toulouse,1.99,21.9,ID_032,1006.3,50,4.28
Météo-France,ID_033,2024-10-28 00:00:00,ID_033,8.36,5.09,32.55,RATP_Open_Data_2024,3.55,4.98,3.08,6.85,2.66,2024-07-01 00:00:00,4.69,6.59,8.24,4.83,6.12,6.66,2.3,ID_033,7.57,ID_033,RER,7.28,Toulouse,8.3,11.5,ID_033,1020.0,45,8.55
RATP_Open_Data_2024,ID_034,2024-03-09 00:00:00,ID_034,2.61,5.0,25.79,RATP_Open_Data_2024,4.18,7.6,2.54,2.07,4.91,2024-08-26 00:00:00,5.19,8.62,8.09,2.82,6.69,1.33,7.66,ID_034,2.88,ID_034,Transilien,2.46,Bordeaux,8.24,19.4,ID_034,1001.8,45,3.04
SNCF_Open_Data,ID_035,2024-07-18 00:00:00,ID_035,2.02,3.37,57.87,Airparif,5.2,6.36,4.78,2.12,4.61,2024-01-22 00:00:00,1.91,7.4,1.59,5.81,2.77,5.97,1.75,ID_035,3.82,ID_035,TER,4.68,Nice,4.73,17.3,ID_035,1004.8,30,2.48
Data.gouv.fr,ID_036,2024-09-17 00:00:00,ID_036,6.76,6.07,33.71,Airparif,2.08,7.26,8.57,2.09,7.0,2024-09-09 00:00:00,1.72,1.36,7.41,3.75,3.73,2.28,8.76,ID_036,5.35,ID_036,TER,6.28,Marseille,4.47,4.8,ID_036,1020.3,50,1.33
Data.gouv.fr,ID_037,2024-05-26 00:00:00,ID_037,2.44,7.06,24.14,Météo-France,4.67,1.43,5.54,5.18,2.8,2024-04-01 00:00:00,3.13,2.03,4.39,2.08,1.52,2.62,1.65,ID_037,2.84,ID_037,RER,4.57,Toulouse,1.57,5.5,ID_037,998.1,50,4.78
Data.gouv.fr,ID_038,2024-12-02 00:00:00,ID_038,3.71,4.92,45.05,Airparif,4.52,7.93,6.22,4.7,2.85,2024-01-08 00:00:00,7.8,6.49,2.01,5.34,1.48,3.76,6.51,ID_038,1.71,ID_038,Transilien,5.28,Toulouse,1.56,12.8,ID_038,1008.8,30,3.69
Data.gouv.fr,ID_039,2024-11-08 00:00:00,ID_039,7.81,3.6,69.05,Météo-France,5.96,8.45,5.97,3.43,1.42,2024-05-08 00:00:00,2.81,7.01,1.49,2.22,6.14,2.5,8.51,ID_039,5.99,ID_039,Tramway,1.79,Paris,1.86,15.4,ID_039,1021.9,70,3.23
Airparif,ID_040,2024-11-22 00:00:00,ID_040,6.63,1.72,31.16,RATP_Open_Data_2024,7.21,6.06,7.11,7.74,3.11,2024-10-05 00:00:00,4.85,7.18,8.36,5.86,2.59,3.84,5.42,ID_040,3.18,ID_040,Métro,8.55,Montpellier,7.65,9.6,ID_040,1015.6,130,3.6
Data.gouv.fr,ID_041,2024-01-15 00:00:00,ID_041,4.2,5.82,16.29,Météo-France,7.51,4.59,4.54,1.98,4.84,2024-09-18 00:00:00,8.44,6.09,4.71,3.45,3.46,5.79,1.35,ID_041,6.14,ID_041,Bus RATP,2.84,Marseille,3.17,23.6,ID_041,997.4,50,6.39
Data.gouv.fr,ID_042,2024-09-02 00:00:00,ID_042,4.3,5.92,16.78,RATP_Open_Data_2024,3.98,1.89,6.8,2.92,4.6,2024-06-03 00:00:00,8.46,5.67,8.31,4.99,3.48,7.7,3.87,ID_042,5.14,ID_042,Transilien,6.72,Strasbourg,6.56,25.1,ID_042,997.2,130,5.62
Airparif,ID_043,2024-02-21 00:00:00,ID_043,3.4,5.5,47.66,Data.gouv.fr,1.22,5.34,2.03,8.21,1.75,2024-10-08 00:00:00,1.92,1.39,5.42,2.94,5.28,6.48,7.75,ID_043,5.88,ID_043,Bus RATP,2.43,Nice,4.48,9.9,ID_043,1016.8,70,4.36
Météo-France,ID_044,2024-08-12 00:00:00,ID_044,8.29,5.87,44.41,Data.gouv.fr,7.54,1.75,5.3,2.45,2.24,2024-11-20 00:00:00,3.46,8.3,4.07,4.73,3.2,3.9,5.28,ID_044,5.19,ID_044,Bus RATP,4.67,Lille,6.55,23.1,ID_044,996.4,45,5.04
RATP_Open_Data_2024,ID_045,2024-12-25 00:00:00,ID_045,6.73,2.38,8.27,Météo-France,7.25,2.2,5.37,3.32,3.02,2024-04-24 00:00:00,5.32,5.28,4.18,3.25,7.73,4.85,5.0,ID_045,3.24,ID_045,TGV,5.91,Lyon,5.99,20.5,ID_045,1016.5,70,3.73
Data.gouv.fr,ID_046,2024-05-14 00:00:00,ID_046,5.16,2.99,76.83,Météo-France,8.76,3.86,2.93,5.96,3.37,2024-03-05 00:00:00,3.86,5.73,7.84,6.3,7.07,4.36,8.6,ID_046,8.05,ID_046,TER,1.54,Nantes,1.74,10.4,ID_046,1015.1,50,2.49
RATP_Open_Data_2024,ID_047,2024-02-25 00:00:00,ID_047,1.87,4.67,2.3,RATP_Open_Data_2024,4.91,5.49,3.05,3.7,4.29,2024-02-17 00:00:00,1.68,7.74,5.23,5.05,2.54,2.36,8.1,ID_047,3.21,ID_047,TGV,2.75,Paris,3.92,25.4,ID_047,997.5,130,6.99
Data.gouv.fr,ID_048,2024-11-13 00:00:00,ID_048,3.86,4.93,49.12,Airparif,4.74,5.87,7.17,1.96,7.69,2024-12-22 00:00:00,2.17,7.23,3.71,4.02,5.06,5.65,5.01,ID_048,4.09,ID_048,Tramway,2.19,Marseille,5.55,7.5,ID_048,1020.6,130,4.36
Data.gouv.fr,ID_049,2024-06-11 00:00:00,ID_049,5.96,5.28,43.24,Météo-France,1.34,7.83,1.73,3.44,8.18,2024-08-08 00:00:00,4.72,2.8,4.81,1.44,3.22,6.38,5.56,ID_049,3.93,ID_049,RER,8.03,Paris,1.41,15.2,ID_049,1021.2,130,4.32
SNCF_Open_Data,ID_050,2024-02-10 00:00:00,ID_050,7.05,8.12,73.93,Météo-France,7.07,1.38,5.99,1.97,8.3,2024-10-21 00:00:00,2.26,7.16,6.07,1.92,5.71,4.46,2.47,ID_050,7.61,ID_050,Transilien,2.54,Nice,5.93,8.9,ID_050,1022.8,130,3.68
Data.gouv.fr,ID_051,2024-05-15 00:00:00,ID_051,3.91,4.3,48.51,SNCF_Open_Data,6.72,4.16,8.79,4.21,6.96,2024-06-07 00:00:00,2.21,8.03,8.01,4.48,7.91,5.76,4.49,ID_051,5.33,ID_051,Bus RATP,5.41,Nice,4.61,9.6,ID_051,998.2,50,5.33
Météo-France,ID_052,2024-07-08 00:00:00,ID_052,3.56,7.74,18.11,RATP_Open_Data_2024,6.3,4.6,3.35,2.59,7.71,2024-06-30 00:00:00,1.34,3.55,6.26,7.36,2.42,3.71,2.08,ID_052,5.22,ID_052,TGV,4.02,Lille,7.22,8.5,ID_052,1022.5,80,4.18
SNCF_Open_Data,ID_053,2024-11-03 00:00:00,ID_053,6.42,3.15,81.29,Data.gouv.fr,6.94,6.41,6.44,5.18,3.15,2024-12-22 00:00:00,5.24,8.45,4.52,3.54,7.13,8.05,4.32,ID_053,8.72,ID_053,RER,7.56,Lille,4.84,21.3,ID_053,1013.6,50,7.3
SNCF_Open_Data,ID_054,2024-02-28 00:00:00,ID_054,8.52,8.47,30.72,RATP_Open_Data_2024,5.99,5.7,8.04,5.67,6.09,2024-11-22 00:00:00,3.22,2.98,7.6,4.41,8.59,8.23,1.52,ID_054,3.33,ID_054,TGV,8.41,Nice,4.19,10.5,ID_054,998.6,30,4.39
Data.gouv.fr,ID_055,2024-09-20 00:00:00,ID_055,7.7,4.8,22.87,Data.gouv.fr,3.41,7.48,4.78,6.89,3.16,2024-03-31 00:00:00,3.2,1.24,8.78,3.63,3.37,2.89,2.89,ID_055,4.03,ID_055,Bus RATP,4.87,Bordeaux,7.53,16.8,ID_055,1020.7,30,1.54
Data.gouv.fr,ID_056,2024-03-26 00:00:00,ID_056,8.55,4.32,69.47,Airparif,5.4,4.76,2.91,4.95,4.3,2024-08-01 00:00:00,7.07,6.56,1.64,3.73,5.0,1.21,6.87,ID_056,4.42,ID_056,Tramway,4.77,Montpellier,5.32,11.6,ID_056,1014.1,80,2.85
Météo-France,ID_057,2024-08-26 00:00:00,ID_057,7.07,5.37,59.45,Airparif,3.39,4.95,5.54,5.79,7.1,2024-03-29 00:00:00,5.15,7.59,5.98,4.02,4.61,1.31,3.92,ID_057,1.24,ID_057,Métro,3.02,Marseille,7.44,25.0,ID_057,1009.9,30,5.92
