col_ville,col_region,col_reseau,col_mode,col_ligne,col_nom_ligne,col_heure,col_capacite_theorique,col_charge_percent,col_taux_remplissage,col_voyageurs_estimes,col_densite,col_longueur_km,col_nb_stations,col_efficacite_score,col_date_scraping,col_voyageurs_total_jour,col_voyages_par_km,col_cout_exploitation_euro,col_revenu_estime_euro,col_rentabilite_euro,col_ratio_rentabilite_percent,col_statut,col_date_analyse,col_type_action,col_action,col_impact_estime,col_delai,col_nb_lignes,col_voyageurs_total,col_charge_moyenne,col_efficacite_moyenne
Marseille,Grand Est,4.0,RER,2.68,Ligne T2,5.93,350,6.29,7.17,2024-07-15 00:00:00,12674,5.25656,Part-Dieu 7,4.3,2024-11-01 00:00:00,2.9,4.7,2.69,2024-10-09 00:00:00,1.61,5.47,1.61,2024-07-12 00:00:00,3.44,6.56,2024-05-25 00:00:00,8.02,8.04,4.48,6.72,8.72
Montpellier,Normandie,5.19,Tramway,7.73,Ligne B,4.81,50,2.06,6.66,2024-11-20 00:00:00,16151,-0.832978,Saint-Jean 5,7.62,2024-01-05 00:00:00,7.99,2.79,3.76,2024-06-09 00:00:00,7.43,4.3,3.26,2024-01-12 00:00:00,8.2,4.89,2024-08-17 00:00:00,7.43,8.68,8.64,7.25,7.07
Nantes,Pays de la Loire,7.51,Tramway,1.72,Ligne B,5.01,120,8.38,4.94,2024-03-01 00:00:00,157529,3.951393,Gare de Lyon 3,4.96,2024-04-26 00:00:00,6.15,6.06,8.57,2024-12-05 00:00:00,2.01,8.06,2.09,2024-03-15 00:00:00,8.44,2.2,2024-06-11 00:00:00,1.86,8.54,7.91,8.61,6.91
Montpellier,Nouvelle-Aquitaine,4.4,TER,1.44,Ligne 14,1.59,350,4.27,2.14,2024-12-16 00:00:00,92229,-1.457521,Gare du Nord 6,3.93,2024-10-01 00:00:00,3.26,6.65,2.36,2024-01-15 00:00:00,8.13,4.59,4.71,2024-07-08 00:00:00,5.05,1.9,2024-05-02 00:00:00,1.7,8.66,3.53,4.96,4.71
Strasbourg,Pays de la Loire,7.17,TGV,1.95,Ligne 1,2.89,350,3.41,5.32,2024-10-09 00:00:00,125757,-0.89318,Montparnasse 5,3.31,2024-05-31 00:00:00,2.28,5.77,6.48,2024-01-31 00:00:00,6.78,5.78,4.23,2024-04-03 00:00:00,1.88,6.79,2024-02-10 00:00:00,8.07,8.38,2.33,5.75,6.66
Strasbourg,Provence-Alpes-Côte d'Azur,8.67,Bus RATP,2.75,Ligne M1,2.42,50,6.14,2.76,2024-10-20 00:00:00,122876,-0.085395,Saint-Charles 6,4.27,2024-06-02 00:00:00,2.94,1.35,8.45,2024-10-23 00:00:00,7.4,6.97,5.39,2024-10-08 00:00:00,5.1,2.44,2024-02-20 00:00:00,7.34,2.59,6.71,1.45,5.63
Paris,Bretagne,4.84,TER,3.08,Ligne C,8.56,350,7.11,3.99,2024-05-23 00:00:00,190986,5.575458,Haussmann Saint-Lazare 4,3.84,2024-07-31 00:00:00,4.43,8.78,6.27,2024-10-13 00:00:00,7.69,6.6,7.84,2024-08-03 00:00:00,4.91,2.4,2024-01-05 00:00:00,1.81,2.18,5.41,5.39,4.78
Lille,Bretagne,7.18,TER,6.98,Ligne C,1.29,800,5.73,1.52,2024-11-13 00:00:00,94964,5.323013,Matabiau 5,4.05,2024-10-16 00:00:00,3.91,2.06,6.35,2024-03-29 00:00:00,3.23,2.2,3.34,2024-09-05 00:00:00,5.74,2.69,2024-01-28 00:00:00,8.11,6.27,8.57,5.5,7.16
Lille,Pays de la Loire,1.58,Tramway,8.21,Ligne T2,7.29,350,2.84,6.78,2024-05-24 00:00:00,45676,6.304537,Saint-Charles 6,8.09,2024-04-27 00:00:00,2.54,1.46,2.85,2024-07-01 00:00:00,7.45,7.59,8.23,2024-02-26 00:00:00,5.9,3.87,2024-02-27 00:00:00,6.48,4.06,5.12,3.85,1.88
Nice,Occitanie,7.8,Tramway,2.94,Ligne 1,5.25,120,2.48,7.75,2024-05-15 00:00:00,88077,-0.301985,Saint-Charles 5,4.18,2024-06-30 00:00:00,8.22,2.28,2.83,2024-01-12 00:00:00,1.98,2.18,5.43,2024-07-18 00:00:00,5.18,4.32,2024-08-22 00:00:00,2.13,4.88,2.83,8.68,4.57
Paris,Hauts-de-France,8.57,TGV,2.89,Ligne 1,3.71,120,5.86,7.02,2024-12-15 00:00:00,113372,5.051638,Part-Dieu 7,5.5,2024-04-10 00:00:00,3.12,1.5,1.25,2024-09-14 00:00:00,6.81,8.57,2.89,2024-09-30 00:00:00,7.72,4.87,2024-11-04 00:00:00,2.15,5.55,6.21,5.06,3.01
Paris,Île-de-France,1.6,Tramway,3.81,Ligne T2,4.47,350,1.32,7.63,2024-04-29 00:00:00,17043,5.985605,Gare de Lyon 1,8.15,2024-10-27 00:00:00,2.13,6.87,8.25,2024-11-05 00:00:00,7.34,2.72,1.41,2024-04-01 00:00:00,5.52,5.24,2024-08-18 00:00:00,2.29,6.39,4.73,6.27,3.9
Strasbourg,Nouvelle-Aquitaine,6.3,Bus RATP,3.78,Ligne B,7.99,800,5.17,5.42,2024-03-11 00:00:00,29416,3.945807,Montparnasse 8,4.57,2024-09-20 00:00:00,4.78,2.93,2.3,2024-11-28 00:00:00,8.66,4.25,5.82,2024-11-06 00:00:00,4.4,3.39,2024-02-02 00:00:00,2.01,5.58,3.44,4.58,5.71
Lille,Normandie,5.88,TER,3.11,Ligne C,3.7,50,1.22,8.55,2024-07-27 00:00:00,14770,0.72411,Montparnasse 9,7.01,2024-09-30 00:00:00,3.34,2.32,6.3,2024-11-06 00:00:00,5.28,3.08,2.95,2024-04-30 00:00:00,1.33,4.75,2024-05-28 00:00:00,5.93,2.19,4.12,4.13,8.44
Marseille,Hauts-de-France,4.43,Tramway,2.92,Ligne T2,5.77,5,1.97,2.14,2024-02-12 00:00:00,14259,2.78211,Matabiau 3,2.41,2024-06-04 00:00:00,7.24,6.12,3.35,2024-07-12 00:00:00,6.92,4.9,2.67,2024-11-25 00:00:00,4.7,4.72,2024-09-21 00:00:00,7.6,5.61,2.5,1.67,5.51
Marseille,Nouvelle-Aquitaine,6.94,Tramway,5.02,Ligne 14,4.6,350,2.64,3.84,2024-08-29 00:00:00,76668,0.162033,Gare de l'Est 6,4.89,2024-08-17 00:00:00,7.19,4.49,6.44,2024-04-03 00:00:00,3.08,2.64,3.07,2024-05-24 00:00:00,7.42,7.36,2024-06-22 00:00:00,5.92,6.66,5.49,4.09,3.37
Strasbourg,Normandie,7.1,TGV,7.07,Ligne M1,4.95,120,4.78,2.61,2024-07-05 00:00:00,38661,2.664282,Haussmann Saint-Lazare 8,3.88,2024-05-22 00:00:00,8.37,7.8,4.13,2024-06-20 00:00:00,6.16,4.75,7.7,2024-04-16 00:00:00,2.29,6.73,2024-05-18 00:00:00,6.96,1.87,2.43,6.95,3.96
Marseille,Nouvelle-Aquitaine,4.83,Métro,3.42,Ligne 14,7.75,800,2.97,4.23,2024-12-23 00:00:00,172854,4.756819,Gare du Nord 7,1.97,2024-06-30 00:00:00,8.41,6.79,3.83,2024-02-10 00:00:00,3.57,8.22,5.34,2024-10-08 00:00:00,6.92,2.77,2024-09-02 00:00:00,3.45,6.9,4.23,2.51,3.35
Nantes,Hauts-de-France,4.6,Métro,7.66,Ligne B,1.29,50,7.92,3.12,2024-03-26 00:00:00,16512,-1.30954,Saint-Jean 1,5.86,2024-07-02 00:00:00,5.41,1.75,5.66,2024-04-25 00:00:00,1.21,8.0,2.55,2024-03-02 00:00:00,4.79,5.36,2024-08-02 00:00:00,1.43,3.93,2.49,5.51,7.94
Montpellier,Auvergne-Rhône-Alpes,8.22,Métro,5.71,Ligne T2,8.01,800,2.34,7.3,2024-09-03 00:00:00,127185,6.204123,Haussmann Saint-Lazare 5,3.3,2024-02-26 00:00:00,7.68,6.2,4.71,2024-09-21 00:00:00,1.33,2.01,5.67,2024-06-19 00:00:00,6.13,3.84,2024-09-20 00:00:00,1.41,5.3,7.2,5.14,3.68
Lyon,Hauts-de-France,1.8,Bus RATP,1.25,Ligne T2,7.21,5,7.29,2.29,2024-07-10 00:00:00,182116,3.320601,Gare du Nord 4,4.21,2024-01-19 00:00:00,4.21,4.25,8.53,2024-01-31 00:00:00,7.94,1.65,3.84,2024-04-03 00:00:00,1.83,7.5,2024-07-02 00:00:00,4.8,5.5,7.72,1.88,8.4
Bordeaux,Bretagne,3.25,Tramway,6.8,Ligne T2,5.54,350,5.03,1.45,2024-03-24 00:00:00,84238,-0.586448,Matabiau 3,7.23,2024-10-03 00:00:00,3.09,4.21,5.83,2024-07-03 00:00:00,6.51,2.98,7.12,2024-05-29 00:00:00,7.03,1.49,2024-02-21 00:00:00,8.2,6.1,6.8,6.17,3.51
Nice,Pays de la Loire,1.49,TGV,1.55,Ligne A,1.62,800,8.54,7.61,2024-08-12 00:00:00,130452,4.102765,Gare de Lyon 2,3.25,2024-05-28 00:00:00,8.79,5.44,4.26,2024-11-28 00:00:00,2.2,3.86,6.19,2024-08-05 00:00:00,3.39,2.29,2024-09-10 00:00:00,5.91,7.53,2.02,4.58,3.67
Nice,Normandie,8.42,Métro,4.92,Ligne 14,6.67,800,3.13,6.98,2024-01-03 00:00:00,133929,-1.24984,Part-Dieu 1,3.86,2024-04-17 00:00:00,3.55,6.52,1.79,2024-06-05 00:00:00,6.61,3.72,1.81,2024-01-27 00:00:00,5.74,3.77,2024-03-10 00:00:00,5.85,3.91,3.31,8.15,7.63
Bordeaux,Nouvelle-Aquitaine,8.07,Bus RATP,1.62,Ligne 14,1.93,800,7.22,7.24,2024-04-15 00:00:00,14850,5.645818,Gare de Lyon 3,1.8,2024-04-09 00:00:00,6.39,8.6,4.87,2024-02-09 00:00:00,1.77,5.01,4.42,2024-01-18 00:00:00,7.26,7.75,2024-10-20 00:00:00,7.02,7.77,8.15,7.77,7.55
Strasbourg,Normandie,5.37,Tramway,4.34,Ligne T2,5.53,350,1.97,3.59,2024-06-23 00:00:00,33967,4.743569,Haussmann Saint-Lazare 5,4.32,2024-03-25 00:00:00,5.38,8.61,3.64,2024-12-19 00:00:00,5.23,3.15,7.2,2024-08-30 00:00:00,3.92,2.07,2024-06-19 00:00:00,6.87,5.32,1.92,3.97,6.61
Montpellier,Hauts-de-France,6.64,RER,7.91,Ligne 14,5.64,350,8.08,8.19,2024-06-29 00:00:00,55983,2.62899,Haussmann Saint-Lazare 5,8.78,2024-04-14 00:00:00,6.04,1.52,4.34,2024-06-19 00:00:00,2.05,6.52,1.72,2024-06-16 00:00:00,4.02,8.31,2024-10-21 00:00:00,8.73,4.07,5.82,3.33,7.46
Nantes,Hauts-de-France,7.03,Tramway,5.99,Ligne T2,3.28,350,5.09,3.17,2024-05-15 00:00:00,80042,5.200727,Haussmann Saint-Lazare 9,1.94,2024-08-24 00:00:00,1.34,5.02,2.24,2024-01-30 00:00:00,7.39,3.27,3.11,2024-09-24 00:00:00,1.5,4.18,2024-04-05 00:00:00,8.64,3.01,4.79,2.97,7.46
Strasbourg,Hauts-de-France,5.52,Métro,8.6,Ligne T2,4.92,50,7.87,4.62,2024-09-28 00:00:00,55600,6.022034,Matabiau 3,2.91,2024-11-15 00:00:00,4.23,8.74,5.8,2024-07-19 00:00:00,3.03,3.92,8.1,2024-10-15 00:00:00,5.88,5.51,2024-11-08 00:00:00,3.39,5.56,3.45,6.86,1.5
Toulouse,Occitanie,4.15,Tramway,4.46,Ligne B,7.51,5,6.45,8.53,2024-04-05 00:00:00,37674,0.114099,Gare de l'Est 9,2.02,2024-01-27 00:00:00,2.72,6.38,5.11,2024-01-31 00:00:00,4.45,1.8,5.03,2024-08-02 00:00:00,6.95,3.81,2024-02-16 00:00:00,2.56,2.36,7.02,4.69,6.04
Paris,Provence-Alpes-Côte d'Azur,3.54,Tramway,4.41,Ligne A,2.89,50,8.54,8.24,2024-07-06 00:00:00,83320,3.850525,Montparnasse 5,1.83,2024-07-06 00:00:00,6.14,5.6,5.21,2024-05-14 00:00:00,1.94,4.26,1.95,2024-11-08 00:00:00,4.93,4.97,2024-07-04 00:00:00,4.84,4.55,1.33,4.76,5.67
Montpellier,Nouvelle-Aquitaine,8.22,Transilien,4.79,Ligne B,8.73,800,7.08,5.22,2024-08-15 00:00:00,36064,5.247826,Saint-Charles 9,2.37,2024-06-28 00:00:00,1.9,3.12,4.24,2024-12-24 00:00:00,3.48,8.33,6.92,2024-07-22 00:00:00,7.12,5.61,2024-03-18 00:00:00,6.32,1.28,4.34,2.56,2.71
Toulouse,Auvergne-Rhône-Alpes,4.5,Tramway,1.27,Ligne A,6.15,800,2.19,1.56,2024-01-11 00:00:00,177736,3.730804,Gare de Lyon 5,7.34,2024-05-22 00:00:00,5.48,4.96,2.06,2024-05-22 00:00:00,4.17,8.22,4.53,2024-03-30 00:00:00,3.73,1.84,2024-12-08 00:00:00,3.4,4.16,3.48,7.73,1.34
Lille,Auvergne-Rhône-Alpes,8.24,Transilien,1.81,Ligne A,5.34,800,7.8,2.73,2024-04-09 00:00:00,162922,5.40282,Montparnasse 8,5.44,2024-04-18 00:00:00,7.76,8.1,8.08,2024-12-26 00:00:00,6.25,8.2,8.1,2024-09-07 00:00:00,7.13,2.26,2024-03-24 00:00:00,3.82,7.96,8.63,2.04,8.19
Nantes,Hauts-de-France,3.49,Métro,4.76,Ligne A,5.84,5,8.58,2.89,2024-06-13 00:00:00,82175,5.686552,Haussmann Saint-Lazare 8,7.39,2024-07-10 00:00:00,3.07,1.44,3.83,2024-12-18 00:00:00,2.73,2.3,5.1,2024-12-24 00:00:00,1.27,3.83,2024-06-16 00:00:00,6.83,6.97,2.63,1.23,4.36
Montpellier,Provence-Alpes-Côte d'Azur,2.85,RER,3.53,Ligne A,6.79,50,6.48,1.97,2024-01-20 00:00:00,168358,1.731255,Saint-Charles 3,7.91,2024-05-27 00:00:00,8.08,4.69,7.45,2024-12-03 00:00:00,3.61,3.32,3.85,2024-01-20 00:00:00,6.53,8.3,2024-10-17 00:00:00,5.02,7.6,5.51,1.83,7.77
Marseille,Nouvelle-Aquitaine,2.59,Transilien,4.42,Ligne A,2.52,50,7.45,3.94,2024-10-14 00:00:00,159086,5.518122,Haussmann Saint-Lazare 6,5.13,2024-11-14 00:00:00,2.95,6.88,5.58,2024-03-21 00:00:00,4.95,3.74,3.24,2024-06-04 00:00:00,5.5,7.83,2024-09-06 00:00:00,6.26,4.26,8.12,3.77,6.25
Nantes,Hauts-de-France,7.27,Bus RATP,4.47,Ligne 14,2.36,5,4.32,5.05,2024-03-28 00:00:00,155816,2.761079,Part-Dieu 5,6.25,2024-06-30 00:00:00,6.5,4.0,7.92,2024-06-02 00:00:00,2.91,7.27,8.06,2024-09-16 00:00:00,8.72,4.21,2024-10-31 00:00:00,3.81,7.33,6.69,4.68,4.69
Nice,Hauts-de-France,1.41,Métro,7.98,Ligne C,6.87,50,3.45,3.84,2024-09-22 00:00:00,12669,-0.06693,Saint-Charles 3,1.41,2024-10-02 00:00:00,7.85,3.68,5.18,2024-06-27 00:00:00,6.62,2.31,3.96,2024-06-26 00:00:00,6.75,2.98,2024-03-11 00:00:00,6.45,7.76,3.53,4.44,1.44
Nantes,Pays de la Loire,1.44,TER,2.23,Ligne M1,4.59,50,6.68,2.69,2024-01-16 00:00:00,149957,0.967267,Matabiau 9,1.86,2024-09-09 00:00:00,3.68,1.78,1.37,2024-09-24 00:00:00,4.2,2.04,3.48,2024-07-17 00:00:00,1.22,8.23,2024-07-01 00:00:00,2.55,2.12,1.3,3.24,3.22
Marseille,Grand Est,5.49,Métro,2.67,Ligne A,3.12,800,3.27,3.85,2024-08-14 00:00:00,139629,5.033238,Montparnasse 1,7.18,2024-08-11 00:00:00,3.15,3.87,6.71,2024-10-02 00:00:00,4.64,8.74,7.92,2024-03-03 00:00:00,4.21,5.13,2024-06-03 00:00:00,6.09,4.4,4.55,3.25,7.68
Bordeaux,Grand Est,7.39,RER,6.82,Ligne 1,5.23,50,5.62,5.74,2024-03-14 00:00:00,141178,3.874798,Part-Dieu 5,4.17,2024-06-13 00:00:00,2.58,8.74,3.53,2024-06-25 00:00:00,4.15,2.51,8.18,2024-05-17 00:00:00,6.55,2.74,2024-04-03 00:00:00,8.45,2.67,6.99,3.59,6.68
Toulouse,Île-de-France,6.12,TGV,8.41,Ligne 14,3.97,800,4.1,3.8,2024-03-22 00:00:00,123042,0.698269,Saint-Charles 9,4.34,2024-04-06 00:00:00,3.73,7.58,1.3,2024-03-09 00:00:00,8.2,7.27,5.68,2024-08-07 00:00:00,4.22,6.24,2024-09-10 00:00:00,7.81,7.57,8.68,1.36,3.24
Bordeaux,Occitanie,3.13,Transilien,8.64,Ligne T2,2.06,350,8.06,1.68,2024-03-05 00:00:00,93968,5.764208,Matabiau 1,7.94,2024-04-15 00:00:00,8.37,3.08,4.68,2024-06-22 00:00:00,1.28,5.25,2.17,2024-05-04 00:00:00,1.39,6.62,2024-05-22 00:00:00,6.51,8.8,5.97,4.89,7.65
Paris,Normandie,7.11,Transilien,7.28,Ligne M1,8.63,120,7.62,6.11,2024-08-12 00:00:00,5254,1.409482,Gare du Nord 5,5.86,2024-06-03 00:00:00,6.06,6.07,4.86,2024-08-21 00:00:00,7.4,6.08,8.39,2024-09-11 00:00:00,2.71,4.97,2024-05-15 00:00:00,1.99,1.24,5.83,3.16,7.33
Strasbourg,Normandie,4.87,TGV,8.71,Ligne 14,6.2,50,5.54,6.44,2024-11-09 00:00:00,188604,-0.555789,Gare du Nord 6,7.85,2024-11-25 00:00:00,7.05,4.12,4.62,2024-04-07 00:00:00,5.97,6.39,1.52,2024-04-11 00:00:00,5.13,6.18,2024-04-11 00:00:00,5.5,2.02,5.72,3.71,6.53
Strasbourg,Occitanie,2.64,Transilien,2.6,Ligne M1,5.12,350,5.96,7.73,2024-01-14 00:00:00,142660,5.177548,Matabiau 1,6.3,2024-05-16 00:00:00,4.36,2.43,6.36,2024-09-01 00:00:00,5.45,7.42,4.73,2024-10-26 00:00:00,6.01,8.18,2024-12-08 00:00:00,4.36,7.31,4.08,5.72,1.68
Nantes,Occitanie,2.48,TER,2.38,Ligne B,5.75,50,4.59,1.24,2024-03-01 00:00:00,17710,0.064321,Part-Dieu 9,7.04,2024-01-29 00:00:00,3.66,4.21,2.52,2024-08-23 00:00:00,5.88,4.37,8.38,2024-03-21 00:00:00,6.03,5.23,2024-04-29 00:00:00,5.78,2.7,7.08,7.35,3.61
Toulouse,Normandie,8.76,TER,2.89,Ligne 1,4.43,800,1.39,6.6,2024-04-27 00:00:00,61336,3.16843,Gare de Lyon 9,2.88,2024-10-29 00:00:00,6.18,4.76,3.81,2024-08-09 00:00:00,3.29,6.33,3.79,2024-09-16 00:00:00,6.7,6.34,2024-11-13 00:00:00,2.45,2.43,6.44,5.75,5.5
Nice,Auvergne-Rhône-Alpes,4.45,Transilien,8.27,Ligne A,5.41,350,6.89,1.79,2024-12-24 00:00:00,11815,3.251573,Saint-Jean 6,4.3,2024-05-13 00:00:00,6.4,4.42,6.6,2024-02-03 00:00:00,4.79,4.53,4.37,2024-03-30 00:00:00,7.4,3.91,2024-11-19 00:00:00,3.48,8.46,7.04,5.65,3.6
Marseille,Occitanie,5.14,Transilien,5.77,Ligne 14,1.32,350,7.08,3.69,2024-02-26 00:00:00,148635,4.382526,Gare de l'Est 3,3.26,2024-01-01 00:00:00,3.79,4.14,7.88,2024-08-04 00:00:00,3.49,3.93,2.26,2024-01-21 00:00:00,1.71,6.37,2024-10-18 00:00:00,5.97,7.71,8.43,1.54,3.74
Nantes,Pays de la Loire,8.57,Transilien,8.31,Ligne 14,3.37,5,8.32,8.15,2024-02-21 00:00:00,20912,0.403521,Haussmann Saint-Lazare 9,4.62,2024-09-26 00:00:00,4.91,4.46,2.47,2024-12-06 00:00:00,8.39,6.71,6.68,2024-07-29 00:00:00,7.84,8.62,2024-08-18 00:00:00,8.34,5.27,1.33,8.6,2.38
Nice,Grand Est,3.18,Transilien,1.96,Ligne M1,2.65,800,5.21,8.52,2024-03-02 00:00:00,21330,-0.493991,Matabiau 4,6.88,2024-02-15 00:00:00,6.88,8.62,2.07,2024-05-14 00:00:00,1.84,3.84,2.68,2024-09-26 00:00:00,1.54,4.1,2024-07-25 00:00:00,5.06,7.78,6.63,6.27,4.44
Marseille,Bretagne,7.66,Bus RATP,8.73,Ligne T2,1.39,120,2.98,3.62,2024-07-21 00:00:00,88021,1.068201,Matabiau 3,2.77,2024-02-16 00:00:00,8.2,2.63,8.35,2024-08-16 00:00:00,8.57,1.56,4.78,2024-12-16 00:00:00,4.54,6.37,2024-02-13 00:00:00,7.85,6.76,5.77,8.33,2.54
Lille,Hauts-de-France,1.37,Métro,7.49,Ligne C,7.17,5,1.21,7.21,2024-06-25 00:00:00,173938,3.454143,Saint-Jean 1,2.35,2024-03-02 00:00:00,5.91,3.06,5.76,2024-05-02 00:00:00,5.61,6.1,5.8,2024-04-09 00:00:00,3.11,6.19,2024-02-26 00:00:00,7.58,3.32,6.95,3.18,6.06
Montpellier,Grand Est,6.68,Métro,6.29,Ligne M1,2.83,800,2.8,1.43,2024-07-04 00:00:00,83297,4.361154,Gare de Lyon 6,7.95,2024-09-01 00:00:00,1.39,8.6,3.07,2024-10-19 00:00:00,5.48,4.93,3.8,2024-11-27 00:00:00,7.32,5.49,2024-11-29 00:00:00,5.32,4.79,5.37,3.8,7.38
Nice,Hauts-de-France,6.57,TER,4.26,Ligne 1,3.29,350,6.7,1.29,2024-04-24 00:00:00,116325,5.793909,Gare de l'Est 6,7.03,2024-06-02 00:00:00,6.69,5.23,5.73,2024-07-03 00:00:00,2.68,7.97,3.81,2024-01-11 00:00:00,8.75,4.61,2024-08-21 00:00:00,1.85,2.05,1.51,7.48,5.47
Nantes,Occitanie,5.01,RER,3.37,Ligne 14,3.32,120,2.32,3.67,2024-10-24 00:00:00,50096,6.226192,Matabiau 1,4.77,2024-10-04 00:00:00,4.61,2.11,5.62,2024-01-23 00:00:00,7.68,4.63,4.67,2024-01-25 00:00:00,7.81,4.51,2024-05-11 00:00:00,7.91,5.03,6.6,2.59,6.54
Strasbourg,Pays de la Loire,6.3,RER,6.22,Ligne M1,5.74,5,5.16,4.52,2024-08-28 00:00:00,28048,5.452776,Gare de Lyon 5,1.93,2024-02-14 00:00:00,2.79,6.11,5.19,2024-11-08 00:00:00,5.38,3.57,7.14,2024-08-17 00:00:00,3.01,4.05,2024-09-16 00:00:00,4.03,4.35,6.58,7.25,1.56
Montpellier,Nouvelle-Aquitaine,7.62,TER,2.92,Ligne T2,4.82,350,5.86,8.37,2024-08-17 00:00:00,113621,0.750541,Saint-Charles 5,6.06,2024-09-07 00:00:00,4.94,6.39,4.24,2024-01-27 00:00:00,4.93,3.9,7.27,2024-02-25 00:00:00,4.51,1.83,2024-08-21 00:00:00,2.92,4.89,7.8,8.54,3.72
Lille,Occitanie,7.58,TER,6.5,Ligne 1,8.77,350,3.66,1.5,2024-10-23 00:00:00,102824,2.316701,Gare du Nord 6,1.69,2024-12-07 00:00:00,6.59,1.26,6.28,2024-03-29 00:00:00,3.12,2.06,2.1,2024-03-24 00:00:00,2.95,6.18,2024-07-24 00:00:00,4.78,8.42,3.16,6.51,1.37
Nantes,Grand Est,3.33,Tramway,5.43,Ligne 14,1.54,5,2.79,6.52,2024-11-25 00:00:00,23640,4.780728,Matabiau 9,7.47,2024-11-08 00:00:00,6.3,3.44,6.91,2024-02-09 00:00:00,3.16,7.97,7.77,2024-01-04 00:00:00,4.61,2.24,2024-09-08 00:00:00,7.98,7.04,2.0,4.64,1.77
Lyon,Bretagne,3.0,RER,1.32,Ligne A,4.34,5,3.0,7.14,2024-08-30 00:00:00,38585,2.755385,Matabiau 3,2.38,2024-01-16 00:00:00,8.14,1.94,3.6,2024-07-03 00:00:00,1.57,5.46,6.19,2024-10-30 00:00:00,3.42,7.45,2024-03-23 00:00:00,4.91,5.85,5.97,7.53,6.55
Montpellier,Provence-Alpes-Côte d'Azur,4.02,Tramway,1.32,Ligne 14,3.89,800,3.48,1.82,2024-03-26 00:00:00,95687,2.9143,Part-Dieu 7,4.56,2024-04-26 00:00:00,2.45,3.68,6.39,2024-11-15 00:00:00,3.56,4.46,8.74,2024-10-21 00:00:00,7.49,7.85,2024-06-23 00:00:00,5.73,4.87,4.39,7.95,8.06
Montpellier,Île-de-France,3.41,Bus RATP,7.15,Ligne 14,1.56,120,5.7,7.49,2024-08-28 00:00:00,93723,4.805714,Matabiau 6,1.31,2024-03-08 00:00:00,7.2,3.72,8.4,2024-06-12 00:00:00,1.92,8.41,1.38,2024-10-11 00:00:00,2.36,7.44,2024-08-13 00:00:00,2.21,8.01,7.64,3.15,6.0
Paris,Auvergne-Rhône-Alpes,8.11,Bus RATP,1.2,Ligne A,1.23,800,6.61,3.26,2024-07-11 00:00:00,194149,5.329289,Gare de l'Est 7,5.05,2024-07-29 00:00:00,4.93,4.34,3.73,2024-04-24 00:00:00,7.85,6.09,6.79,2024-03-14 00:00:00,2.27,7.03,2024-04-23 00:00:00,3.33,6.61,4.73,2.56,3.49
Bordeaux,Occitanie,7.62,RER,4.65,Ligne T2,7.24,5,1.83,2.23,2024-06-26 00:00:00,31272,1.525457,Gare du Nord 8,3.3,2024-04-14 00:00:00,5.22,2.41,5.5,2024-09-03 00:00:00,2.68,6.88,6.63,2024-05-16 00:00:00,5.24,7.68,2024-06-04 00:00:00,5.01,5.62,6.02,8.52,7.35
Marseille,Île-de-France,5.4,TGV,1.51,Ligne 1,3.06,350,1.92,4.73,2024-03-28 00:00:00,27024,2.467849,Gare de Lyon 9,6.07,2024-12-03 00:00:00,7.99,4.65,7.16,2024-06-20 00:00:00,4.91,6.71,6.29,2024-03-02 00:00:00,8.25,8.43,2024-10-26 00:00:00,2.58,1.77,4.8,5.73,3.88
Marseille,Provence-Alpes-Côte d'Azur,5.28,Bus RATP,3.55,Ligne 1,7.43,350,6.64,5.51,2024-05-31 00:00:00,135619,3.86245,Haussmann Saint-Lazare 5,5.54,2024-03-05 00:00:00,3.43,3.64,1.59,2024-03-08 00:00:00,4.58,2.74,7.76,2024-05-25 00:00:00,2.98,6.34,2024-05-20 00:00:00,6.49,3.12,2.02,6.86,4.79
Nantes,Grand Est,2.53,TER,5.34,Ligne M1,6.49,800,6.01,2.49,2024-10-15 00:00:00,166982,1.070949,Matabiau 4,3.69,2024-05-10 00:00:00,3.54,8.34,4.33,2024-03-30 00:00:00,3.9,2.61,7.82,2024-01-09 00:00:00,3.97,6.56,2024-01-19 00:00:00,2.45,3.33,8.39,5.67,3.21
Lille,Bretagne,7.39,Transilien,2.72,Ligne M1,4.33,5,7.35,8.15,2024-06-12 00:00:00,171258,0.584785,Montparnasse 4,2.59,2024-06-02 00:00:00,2.47,1.5,1.34,2024-09-09 00:00:00,1.89,2.91,3.41,2024-11-19 00:00:00,7.72,8.45,2024-03-08 00:00:00,5.58,6.86,1.56,6.74,6.46
Paris,Bretagne,3.77,TGV,6.91,Ligne B,4.55,50,6.12,5.81,2024-06-06 00:00:00,86668,2.212541,Gare du Nord 1,6.17,2024-12-04 00:00:00,4.43,8.2,3.79,2024-07-26 00:00:00,4.87,1.86,8.37,2024-06-07 00:00:00,3.82,2.32,2024-08-21 00:00:00,8.16,7.72,5.84,1.78,7.23
Bordeaux,Normandie,6.87,Métro,2.44,Ligne 14,1.85,50,3.45,8.1,2024-08-19 00:00:00,77111,1.84165,Gare de l'Est 3,4.25,2024-08-03 00:00:00,3.12,2.88,8.01,2024-04-22 00:00:00,5.77,4.51,7.81,2024-10-07 00:00:00,6.46,1.92,2024-04-14 00:00:00,7.66,6.03,2.42,5.72,2.77
