col_ville,col_mode_transport,col_periode_journee,col_freq_moyenne,col_freq_max,col_taux_remplissage_moyen,col_date,col_heure,col_jour_semaine,col_est_weekend,col_frequentation,col_capacite_max,col_taux_remplissage,col_source
Strasbourg,Transilien,3.57,7.16,6.48,4.95,2024-03-19 00:00:00,1.86,5.05,OUI,4.3,50,5.23,RATP_Open_Data_2024
Toulouse,Transilien,8.66,6.22,5.11,8.15,2024-12-11 00:00:00,1.23,5.52,OUI,7.55,350,5.4,RATP_Open_Data_2024
Nice,Bus RATP,8.45,4.13,8.78,3.64,2024-07-29 00:00:00,4.98,2.79,0,3.2,120,6.98,Airparif
Toulouse,Bus RATP,2.78,5.7,7.05,3.78,2024-12-25 00:00:00,2.37,1.74,1,4.49,350,1.69,RATP_Open_Data_2024
Bordeaux,Tramway,4.43,1.68,7.1,3.48,2024-08-07 00:00:00,6.71,4.17,NON,2.65,50,4.75,RATP_Open_Data_2024
Toulouse,Métro,2.99,8.79,3.32,5.27,2024-02-22 00:00:00,1.6,8.13,NON,7.41,50,3.72,RATP_Open_Data_2024
Montpellier,Métro,1.55,2.85,7.58,3.13,2024-05-11 00:00:00,2.97,5.32,NON,3.3,5,6.05,Météo-France
Marseille,Métro,6.59,5.58,3.02,4.62,2024-09-09 00:00:00,5.62,5.27,1,5.47,5,2.91,SNCF_Open_Data
Marseille,Métro,6.25,5.42,7.03,3.17,2024-11-17 00:00:00,2.1,8.23,0,6.75,800,5.41,Météo-France
Paris,Transilien,3.85,4.55,1.44,6.53,2024-07-18 00:00:00,6.16,6.01,NON,3.07,800,5.87,SNCF_Open_Data
Montpellier,Métro,3.24,1.22,5.18,6.1,2024-12-24 00:00:00,5.48,8.65,1,7.41,5,3.6,Airparif
Strasbourg,TGV,7.43,6.21,3.89,2.1,2024-10-08 00:00:00,7.33,7.53,1,7.05,800,2.89,RATP_Open_Data_2024
Toulouse,Bus RATP,1.21,3.08,5.41,5.17,2024-04-29 00:00:00,5.68,8.29,1,5.11,5,7.29,RATP_Open_Data_2024
Toulouse,RER,5.74,3.05,3.09,6.35,2024-04-09 00:00:00,3.73,3.38,0,4.33,5,2.96,RATP_Open_Data_2024
Marseille,TGV,3.65,3.87,5.11,6.72,2024-05-10 00:00:00,8.46,8.17,OUI,7.47,350,8.38,SNCF_Open_Data
Strasbourg,TGV,2.4,4.4,2.63,8.3,2024-01-15 00:00:00,2.89,8.65,1,4.9,5,6.2,Météo-France
Toulouse,Transilien,3.42,4.89,5.81,3.4,2024-09-09 00:00:00,8.2,5.68,0,4.52,800,7.09,Data.gouv.fr
Toulouse,Bus RATP,3.25,1.5,7.07,6.27,2024-06-28 00:00:00,2.04,8.14,0,7.05,50,1.71,SNCF_Open_Data
Montpellier,Métro,3.35,7.81,7.02,4.95,2024-11-28 00:00:00,7.29,6.3,1,5.97,120,7.77,Météo-France
Nice,TGV,8.26,8.51,6.64,6.41,2024-06-26 00:00:00,7.6,7.4,0,7.74,5,3.27,Airparif
Nice,Bus RATP,8.71,7.99,4.37,5.43,2024-07-11 00:00:00,1.57,3.94,0,8.34,50,3.58,SNCF_Open_Data
Nice,Tramway,5.24,3.02,8.73,7.51,2024-07-03 00:00:00,1.61,7.52,1,8.42,120,4.37,Data.gouv.fr
Strasbourg,Transilien,6.32,4.43,7.17,7.36,2024-09-17 00:00:00,1.45,1.45,OUI,7.3,800,3.67,Data.gouv.fr
Nantes,Tramway,4.66,8.6,2.02,7.44,2024-01-19 00:00:00,4.66,8.29,1,3.55,120,4.33,Météo-France
Nantes,RER,3.01,6.43,6.5,6.54,2024-02-15 00:00:00,8.26,6.55,1,8.23,5,4.75,SNCF_Open_Data
Montpellier,TER,7.72,3.75,7.19,4.38,2024-01-27 00:00:00,7.32,3.45,1,3.77,5,6.08,RATP_Open_Data_2024
Marseille,Tramway,6.4,6.68,3.55,2.82,2024-02-06 00:00:00,7.98,3.25,NON,4.07,800,4.69,Airparif
Marseille,Tramway,3.23,3.4,7.52,2.94,2024-01-26 00:00:00,6.57,7.57,NON,2.77,50,6.52,Météo-France
Nice,Transilien,8.02,4.66,1.91,3.34,2024-03-24 00:00:00,3.23,7.97,OUI,6.0,50,6.58,RATP_Open_Data_2024
Nantes,RER,1.75,3.72,7.92,2.67,2024-05-25 00:00:00,5.04,6.13,0,1.97,120,7.29,RATP_Open_Data_2024
Nice,Transilien,5.36,4.78,5.05,4.01,2024-03-23 00:00:00,1.66,5.78,1,1.37,800,1.45,RATP_Open_Data_2024
Nantes,Transilien,8.26,7.66,7.05,7.28,2024-04-07 00:00:00,6.44,3.74,NON,4.94,5,7.07,SNCF_Open_Data
Marseille,TGV,3.12,5.01,4.98,7.03,2024-06-02 00:00:00,4.05,7.9,NON,7.82,120,1.64,SNCF_Open_Data
Nantes,Transilien,2.8,6.19,1.8,1.3,2024-04-18 00:00:00,6.31,6.92,0,1.44,350,7.26,Airparif
Strasbourg,TER,6.2,4.2,1.45,2.59,2024-03-08 00:00:00,8.55,7.79,0,8.48,120,6.85,Data.gouv.fr
Nice,Tramway,5.87,4.66,5.37,6.29,2024-03-04 00:00:00,1.57,5.97,OUI,7.74,800,3.66,Météo-France
Lyon,Transilien,7.14,8.63,3.54,3.07,2024-09-29 00:00:00,7.99,7.64,1,8.2,120,4.82,Airparif
Lyon,Transilien,8.57,2.19,5.13,4.44,2024-01-03 00:00:00,3.01,3.75,OUI,7.99,800,6.35,Data.gouv.fr
Strasbourg,Transilien,4.02,3.15,2.46,7.06,2024-09-27 00:00:00,7.37,3.9,NON,1.38,120,7.23,SNCF_Open_Data
Lille,Bus RATP,4.29,4.74,7.61,5.77,2024-06-09 00:00:00,3.54,5.46,OUI,3.03,5,7.92,Météo-France
Lille,TER,5.07,3.27,5.69,7.87,2024-08-18 00:00:00,8.42,3.02,1,5.76,5,6.7,RATP_Open_Data_2024
Paris,Bus RATP,5.33,6.25,5.91,3.96,2024-02-21 00:00:00,5.21,2.77,OUI,2.85,50,8.53,Data.gouv.fr
Marseille,Tramway,4.17,8.63,7.0,2.76,2024-06-19 00:00:00,3.15,1.85,OUI,2.79,350,2.22,RATP_Open_Data_2024
Strasbourg,TER,8.12,7.56,6.41,3.87,2024-08-18 00:00:00,8.22,5.89,NON,1.53,800,6.51,Airparif
Nantes,Transilien,4.25,2.41,3.19,6.21,2024-05-14 00:00:00,6.26,5.8,OUI,2.48,800,4.41,SNCF_Open_Data
Montpellier,Tramway,5.91,8.61,3.17,5.79,2024-03-09 00:00:00,4.79,5.09,NON,2.5,5,7.89,Airparif
Lille,Métro,4.5,4.35,3.57,8.14,2024-07-13 00:00:00,6.94,4.06,1,1.5,800,6.65,SNCF_Open_Data
Bordeaux,Métro,6.05,1.35,5.01,1.4,2024-10-12 00:00:00,5.99,2.61,1,2.8,800,2.97,SNCF_Open_Data
Lille,TER,7.14,4.92,6.27,7.21,2024-08-18 00:00:00,4.46,4.71,0,3.61,120,7.61,SNCF_Open_Data
Nantes,Transilien,4.81,5.28,4.39,3.12,2024-08-03 00:00:00,4.4,2.84,0,7.05,50,8.79,Data.gouv.fr
Paris,TER,2.4,5.93,7.94,1.38,2024-12-17 00:00:00,5.93,5.54,OUI,2.94,5,4.8,Météo-France
Paris,Bus RATP,2.28,1.52,2.58,2.03,2024-04-13 00:00:00,8.38,4.37,NON,5.08,5,7.38,Météo-France
Nantes,TER,8.77,7.26,4.79,3.82,2024-03-26 00:00:00,4.52,4.21,1,6.1,50,4.53,RATP_Open_Data_2024
Paris,Tramway,4.64,6.25,8.37,6.11,2024-02-29 00:00:00,6.74,4.29,1,1.7,5,1.63,Airparif
Nantes,Transilien,2.62,6.64,4.8,8.12,2024-07-21 00:00:00,2.82,5.95,NON,8.49,350,4.66,SNCF_Open_Data
Toulouse,RER,5.68,7.05,5.85,3.05,2024-07-09 00:00:00,3.68,7.39,NON,4.95,350,7.38,SNCF_Open_Data
Bordeaux,TER,3.35,3.26,1.91,4.9,2024-06-20 00:00:00,5.92,1.6,NON,5.09,120,5.83,Airparif
Strasbourg,Tramway,2.18,2.16,1.77,4.85,2024-06-15 00:00:00,4.38,4.58,OUI,1.76,800,2.9,SNCF_Open_Data
Lille,TER,4.07,1.98,5.23,5.26,2024-04-27 00:00:00,3.9,2.98,NON,2.29,350,8.39,Data.gouv.fr
Marseille,Bus RATP,5.85,2.78,7.2,1.94,2024-04-03 00:00:00,4.41,7.2,OUI,7.92,50,7.44,Data.gouv.fr
Lyon,Tramway,7.34,5.73,6.12,7.91,2024-03-07 00:00:00,5.02,3.65,1,5.05,350,4.38,SNCF_Open_Data
Marseille,Métro,8.3,3.12,5.95,8.12,2024-01-25 00:00:00,6.29,4.27,1,3.08,5,6.84,Météo-France
Lille,Métro,6.9,5.64,3.99,7.06,2024-05-11 00:00:00,3.63,1.57,OUI,7.98,350,6.4,RATP_Open_Data_2024
Lyon,TGV,2.08,6.58,8.08,7.38,2024-03-08 00:00:00,3.14,5.76,OUI,6.62,5,5.62,RATP_Open_Data_2024
Marseille,Bus RATP,5.41,1.44,3.52,4.44,2024-02-21 00:00:00,4.58,2.03,0,8.47,5,6.26,Airparif
Nice,Métro,7.35,7.22,2.54,5.55,2024-07-14 00:00:00,6.64,3.69,OUI,4.27,50,6.72,RATP_Open_Data_2024
Lyon,Métro,8.64,4.1,7.94,2.97,2024-01-16 00:00:00,2.64,8.15,0,4.66,120,5.11,SNCF_Open_Data
Montpellier,TER,6.18,6.28,7.49,5.85,2024-04-27 00:00:00,1.68,5.18,0,4.28,50,2.55,RATP_Open_Data_2024
Nantes,Bus RATP,5.75,4.8,3.69,1.57,2024-11-12 00:00:00,2.24,7.52,0,2.21,120,5.54,Météo-France
Lyon,Tramway,1.8,7.77,2.39,8.3,2024-06-14 00:00:00,5.81,8.22,0,6.42,5,1.83,Airparif
Lyon,RER,5.27,8.69,5.15,5.67,2024-10-25 00:00:00,8.12,4.69,1,1.75,800,8.58,RATP_Open_Data_2024
Nice,TER,3.06,7.78,8.09,3.88,2024-08-18 00:00:00,3.89,5.15,0,1.84,120,7.07,RATP_Open_Data_2024
Montpellier,TGV,4.9,2.72,2.15,5.08,2024-02-28 00:00:00,4.42,8.32,1,3.92,120,7.97,Météo-France
Montpellier,TER,5.61,5.0,7.15,2.57,2024-05-04 00:00:00,3.69,5.92,OUI,3.99,5,6.03,RATP_Open_Data_2024
Paris,Bus RATP,1.75,2.51,3.63,7.87,2024-05-19 00:00:00,7.05,8.2,OUI,1.3,120,1.9,Data.gouv.fr
Nantes,Tramway,6.31,3.55,5.62,6.62,2024-01-28 00:00:00,4.62,1.93,1,2.29,5,3.19,RATP_Open_Data_2024
Lyon,Tramway,5.58,7.03,1.88,7.15,2024-10-16 00:00:00,2.77,2.0,1,1.65,5,5.21,Data.gouv.fr
Paris,Transilien,5.52,5.0,6.39,1.52,2024-09-21 00:00:00,6.73,1.54,OUI,5.03,350,2.97,Airparif
Lyon,TGV,7.06,8.19,7.31,6.64,2024-06-22 00:00:00,5.66,2.2,NON,7.49,5,1.82,SNCF_Open_Data
Nantes,Métro,2.52,8.1,8.56,7.14,2024-11-24 00:00:00,2.32,1.85,1,7.29,800,3.44,Data.gouv.fr
Paris,Tramway,6.06,6.57,5.35,5.23,2024-01-08 00:00:00,7.51,8.3,0,3.64,800,8.18,Data.gouv.fr
Paris,Bus RATP,1.23,5.48,4.07,2.29,2024-01-31 00:00:00,1.82,2.35,1,2.54,350,1.62,Data.gouv.fr
Lille,TER,4.67,5.81,7.84,5.77,2024-01-10 00:00:00,5.4,6.97,OUI,4.81,350,1.7,RATP_Open_Data_2024
Strasbourg,Métro,4.13,6.19,2.73,6.5,2024-09-05 00:00:00,7.27,7.02,1,2.91,50,7.36,SNCF_Open_Data
Lyon,TGV,4.33,4.14,1.59,4.38,2024-06-29 00:00:00,6.08,4.9,1,3.06,5,6.45,Météo-France
Montpellier,TER,4.42,3.04,8.38,1.57,2024-07-29 00:00:00,8.35,6.89,NON,1.81,5,3.97,Airparif
Montpellier,Bus RATP,4.49,4.71,6.74,2.99,2024-04-10 00:00:00,5.88,6.92,OUI,7.43,50,5.01,RATP_Open_Data_2024
Paris,Bus RATP,7.31,2.76,3.6,6.11,2024-12-24 00:00:00,8.29,8.7,NON,6.34,5,6.07,RATP_Open_Data_2024
Nantes,Tramway,5.27,6.23,6.06,8.2,2024-07-05 00:00:00,7.45,4.33,1,4.07,5,2.89,RATP_Open_Data_2024
Nice,Tramway,1.53,3.94,6.39,7.41,2024-01-04 00:00:00,3.85,8.58,1,3.4,120,3.74,Data.gouv.fr
Nice,RER,6.89,7.08,6.74,2.21,2024-12-24 00:00:00,7.74,6.28,NON,7.82,120,4.77,RATP_Open_Data_2024
Toulouse,TER,2.91,3.5,5.99,5.7,2024-10-27 00:00:00,5.55,8.16,OUI,2.77,120,3.39,Data.gouv.fr
Marseille,Bus RATP,7.35,5.22,3.43,4.43,2024-09-19 00:00:00,4.54,5.87,NON,5.21,800,4.39,Météo-France
Paris,Métro,6.15,7.23,6.28,7.51,2024-07-31 00:00:00,5.08,3.98,OUI,6.4,120,4.0,Airparif
Paris,RER,3.35,5.12,6.05,1.52,2024-09-14 00:00:00,2.45,8.05,OUI,8.17,120,4.59,Météo-France
Lyon,TGV,3.72,2.27,4.27,7.92,2024-02-24 00:00:00,3.21,8.19,0,8.27,120,6.31,Airparif
Marseille,Métro,2.58,3.44,2.88,1.48,2024-01-16 00:00:00,3.93,2.8,0,3.63,120,5.77,RATP_Open_Data_2024
Bordeaux,TER,5.41,3.99,4.17,8.17,2024-05-04 00:00:00,8.24,6.18,OUI,2.48,50,5.69,SNCF_Open_Data
Lyon,Transilien,5.57,6.16,4.79,6.15,2024-04-28 00:00:00,7.71,3.47,1,6.57,120,5.81,Airparif
Montpellier,Bus RATP,3.68,1.53,7.46,2.69,2024-06-24 00:00:00,4.36,2.51,OUI,5.23,350,5.62,Airparif
Montpellier,TER,2.98,5.37,6.22,3.42,2024-06-05 00:00:00,7.47,3.53,1,7.84,350,1.3,Data.gouv.fr
Lyon,Transilien,3.02,3.22,6.14,7.2,2024-10-07 00:00:00,6.64,8.09,OUI,7.05,800,8.17,SNCF_Open_Data
Paris,Transilien,4.08,5.55,2.38,7.1,2024-12-24 00:00:00,8.15,8.65,0,3.91,50,2.82,Météo-France
Paris,RER,8.79,7.2,8.2,5.78,2024-04-16 00:00:00,2.74,4.62,1,8.36,50,7.37,Airparif
Paris,TER,6.43,7.18,3.74,7.29,2024-09-29 00:00:00,4.72,4.41,1,6.27,5,5.95,RATP_Open_Data_2024
Lille,TGV,8.1,7.3,7.37,2.32,2024-01-23 00:00:00,1.52,7.33,NON,4.98,350,5.93,Airparif
Lyon,TGV,2.53,3.17,6.57,4.79,2024-04-24 00:00:00,7.45,4.73,0,8.19,50,5.17,Data.gouv.fr
Marseille,Bus RATP,4.87,1.2,6.1,1.29,2024-11-15 00:00:00,3.69,2.75,OUI,2.73,120,8.56,Airparif
Montpellier,RER,2.41,7.01,4.56,6.61,2024-11-17 00:00:00,8.76,1.4,OUI,7.33,50,4.27,Airparif
Strasbourg,Bus RATP,7.71,4.0,3.15,8.0,2024-05-04 00:00:00,1.82,4.61,0,1.27,120,3.88,SNCF_Open_Data
Marseille,TER,2.4,7.27,3.31,3.94,2024-10-26 00:00:00,4.03,2.97,OUI,1.48,350,2.25,Data.gouv.fr
Lyon,Métro,6.28,4.26,7.62,5.0,2024-04-01 00:00:00,5.81,8.02,NON,2.39,800,6.78,Météo-France
Montpellier,RER,2.91,6.6,1.63,8.49,2024-12-20 00:00:00,7.31,3.16,1,6.02,50,8.32,Data.gouv.fr
Nice,Tramway,5.67,2.76,3.6,3.0,2024-01-25 00:00:00,7.41,7.51,OUI,3.04,800,4.58,SNCF_Open_Data
Nantes,Tramway,8.74,3.73,2.17,1.2,2024-06-30 00:00:00,6.14,3.02,OUI,7.17,50,5.99,SNCF_Open_Data
Lyon,TGV,2.96,3.22,2.98,7.07,2024-02-13 00:00:00,2.19,5.89,OUI,4.15,5,5.8,Airparif
Montpellier,Tramway,2.47,7.1,8.77,8.61,2024-10-30 00:00:00,2.26,7.16,1,8.39,5,2.55,RATP_Open_Data_2024
Lyon,Bus RATP,8.3,5.47,7.54,6.87,2024-02-17 00:00:00,4.48,3.99,NON,8.31,800,2.14,Météo-France
Montpellier,TGV,8.17,6.32,6.6,2.73,2024-10-10 00:00:00,4.09,2.37,1,6.93,5,5.07,RATP_Open_Data_2024
Montpellier,Transilien,4.38,3.03,4.31,2.16,2024-01-06 00:00:00,5.55,2.76,NON,1.25,350,4.78,RATP_Open_Data_2024
Lyon,Métro,3.07,1.36,6.86,8.54,2024-05-24 00:00:00,7.36,6.87,0,4.8,800,4.21,RATP_Open_Data_2024
Nantes,RER,7.42,5.8,1.49,5.48,2024-01-11 00:00:00,7.17,4.09,0,5.99,800,4.73,SNCF_Open_Data
Nice,Métro,3.52,3.81,2.71,8.26,2024-01-27 00:00:00,7.88,2.96,OUI,7.52,5,6.16,Météo-France
Nice,RER,2.52,7.56,7.14,7.75,2024-06-03 00:00:00,8.12,1.77,1,2.02,5,7.63,RATP_Open_Data_2024
Montpellier,TER,2.06,6.93,5.29,4.44,2024-06-11 00:00:00,4.88,5.74,1,4.4,800,4.12,SNCF_Open_Data
Nice,RER,7.83,2.8,5.28,3.32,2024-08-16 00:00:00,1.5,5.77,NON,2.57,120,1.89,Airparif
Marseille,Tramway,4.31,2.84,5.75,6.81,2024-11-11 00:00:00,1.82,7.63,1,2.71,120,7.44,Météo-France
Marseille,Métro,2.54,2.8,8.17,4.11,2024-11-08 00:00:00,1.48,5.21,1,7.49,120,6.83,Météo-France
Lille,Métro,6.04,2.62,5.11,1.43,2024-11-14 00:00:00,2.35,6.16,OUI,8.78,120,5.22,Météo-France
Lille,TER,2.76,8.7,5.22,8.6,2024-04-20 00:00:00,8.1,2.62,1,6.47,50,7.63,RATP_Open_Data_2024
Bordeaux,Transilien,7.78,3.67,5.25,7.21,2024-08-11 00:00:00,6.84,5.39,0,1.51,120,2.8,Airparif
Bordeaux,Transilien,2.26,2.47,3.09,1.99,2024-06-24 00:00:00,2.47,8.13,OUI,1.97,50,5.82,Airparif
Strasbourg,RER,6.96,3.02,7.1,5.13,2024-10-28 00:00:00,8.45,2.04,1,2.66,350,8.16,Météo-France
Toulouse,Bus RATP,2.99,5.6,6.49,6.6,2024-04-09 00:00:00,7.69,3.19,0,8.22,800,6.07,Airparif
Marseille,Bus RATP,2.41,3.77,1.87,7.74,2024-06-03 00:00:00,7.67,4.75,OUI,5.11,350,8.05,SNCF_Open_Data
Strasbourg,RER,6.01,5.97,4.42,7.64,2024-10-07 00:00:00,4.1,1.71,1,8.2,120,6.16,SNCF_Open_Data
Lille,TGV,2.64,6.65,4.76,8.49,2024-06-30 00:00:00,2.32,2.74,0,2.48,350,2.8,Airparif
Lyon,Bus RATP,3.34,5.72,1.49,6.25,2024-09-11 00:00:00,1.8,7.96,NON,4.37,800,7.61,SNCF_Open_Data
Montpellier,Bus RATP,1.31,5.93,7.93,5.19,2024-03-19 00:00:00,3.1,7.08,NON,6.98,5,6.95,Data.gouv.fr
Bordeaux,Métro,3.26,2.95,1.51,7.5,2024-01-15 00:00:00,7.53,5.81,NON,5.11,50,1.62,Data.gouv.fr
Toulouse,Tramway,1.45,6.73,4.88,2.32,2024-10-16 00:00:00,6.81,4.73,NON,8.56,50,4.35,Data.gouv.fr
Lyon,TGV,3.77,3.02,2.38,5.47,2024-08-01 00:00:00,8.45,6.21,1,2.52,800,4.65,Airparif
Nantes,Bus RATP,3.02,1.9,2.04,8.57,2024-09-14 00:00:00,5.88,8.68,OUI,3.23,50,6.92,Météo-France
Nantes,RER,7.77,5.29,1.97,5.72,2024-02-28 00:00:00,4.91,7.96,0,4.57,800,4.23,SNCF_Open_Data
Nice,RER,4.03,6.54,2.29,6.15,2024-02-14 00:00:00,4.84,8.1,OUI,5.67,50,3.27,Data.gouv.fr
Montpellier,TGV,8.57,1.84,4.76,1.83,2024-07-12 00:00:00,2.63,8.74,0,7.2,50,7.42,Météo-France
Lyon,TGV,1.96,2.73,6.12,3.21,2024-12-07 00:00:00,7.53,4.11,OUI,3.69,350,6.59,Météo-France
Nice,TER,2.7,8.16,6.09,7.03,2024-10-06 00:00:00,5.75,2.72,OUI,8.28,800,6.12,Météo-France
Lille,Transilien,6.04,6.61,2.65,5.57,2024-11-17 00:00:00,5.17,4.41,OUI,3.09,800,4.38,Météo-France
Lyon,RER,8.34,7.27,3.0,2.88,2024-04-07 00:00:00,2.33,8.36,NON,6.38,50,4.75,Data.gouv.fr
Bordeaux,TGV,5.35,7.67,8.64,7.35,2024-10-25 00:00:00,5.71,8.45,OUI,1.27,800,7.67,Airparif
Nantes,Transilien,1.93,4.81,8.31,1.6,2024-04-21 00:00:00,6.46,2.77,OUI,1.79,350,7.95,Airparif
Lille,RER,7.13,1.9,3.4,3.5,2024-02-04 00:00:00,2.67,6.14,OUI,4.82,50,3.8,Airparif
Lille,Métro,7.72,6.42,5.05,6.13,2024-01-26 00:00:00,6.28,7.22,1,4.61,5,7.37,Data.gouv.fr
Nice,RER,5.73,2.87,3.21,6.04,2024-03-07 00:00:00,5.64,3.58,NON,5.73,800,2.06,SNCF_Open_Data
Marseille,Métro,3.13,3.61,6.27,6.99,2024-04-24 00:00:00,6.25,6.36,1,6.19,120,8.24,Airparif
Lille,TER,3.93,3.46,2.17,8.72,2024-04-29 00:00:00,4.22,8.16,0,5.09,50,3.15,RATP_Open_Data_2024
Paris,Bus RATP,3.45,5.17,7.91,4.07,2024-06-23 00:00:00,7.87,7.03,OUI,5.64,350,4.85,Data.gouv.fr
Bordeaux,Tramway,3.32,3.48,3.95,1.48,2024-12-11 00:00:00,8.08,4.63,OUI,8.6,350,1.41,Airparif
Nice,TGV,5.33,7.58,8.53,2.29,2024-12-21 00:00:00,2.65,2.76,NON,1.49,5,8.24,Airparif
Lyon,RER,5.19,6.28,7.32,5.19,2024-07-18 00:00:00,3.11,5.84,NON,3.88,50,8.5,SNCF_Open_Data
Marseille,Métro,7.48,5.09,1.67,7.07,2024-05-23 00:00:00,4.38,3.45,OUI,2.97,120,8.79,SNCF_Open_Data
Marseille,Transilien,5.53,4.72,1.48,6.49,2024-05-13 00:00:00,3.42,5.51,1,5.59,50,3.35,RATP_Open_Data_2024
Lyon,Bus RATP,1.63,4.15,2.12,4.39,2024-06-15 00:00:00,5.54,6.45,0,2.81,120,6.78,Airparif
Bordeaux,Transilien,8.18,7.46,2.39,7.39,2024-10-15 00:00:00,2.32,7.71,OUI,4.21,800,7.08,RATP_Open_Data_2024
Bordeaux,Bus RATP,2.8,2.45,3.71,6.13,2024-10-20 00:00:00,7.63,5.22,1,8.13,5,3.59,Airparif
Marseille,TGV,4.23,3.6,7.93,5.26,2024-09-18 00:00:00,7.01,7.38,NON,4.34,50,3.29,Data.gouv.fr
Nice,Bus RATP,2.22,5.5,6.93,4.51,2024-11-07 00:00:00,2.87,6.42,0,6.84,800,1.74,Data.gouv.fr
Lille,Métro,2.36,8.56,7.33,5.47,2024-01-26 00:00:00,6.86,6.91,1,2.71,120,4.89,SNCF_Open_Data
Lyon,Métro,7.07,5.53,1.88,3.61,2024-01-20 00:00:00,4.19,6.89,0,5.92,5,4.1,RATP_Open_Data_2024
Paris,Métro,4.96,2.43,6.03,8.79,2024-07-08 00:00:00,5.5,6.46,NON,2.23,800,4.12,Data.gouv.fr
Marseille,Métro,7.76,5.07,2.64,2.7,2024-02-03 00:00:00,3.66,7.06,NON,7.0,5,3.4,RATP_Open_Data_2024
Strasbourg,RER,4.79,1.74,5.17,5.17,2024-11-15 00:00:00,8.56,2.36,NON,5.34,5,6.15,SNCF_Open_Data
Lyon,TER,5.56,4.46,2.48,8.16,2024-12-16 00:00:00,1.29,1.7,1,6.36,5,5.51,RATP_Open_Data_2024
Paris,TGV,8.57,5.68,2.31,7.58,2024-01-19 00:00:00,7.8,1.28,0,6.17,120,8.78,RATP_Open_Data_2024
Montpellier,Bus RATP,7.88,4.84,5.27,7.15,2024-11-25 00:00:00,8.68,8.62,1,6.22,5,2.18,SNCF_Open_Data
Toulouse,TGV,1.47,1.46,1.58,8.03,2024-10-19 00:00:00,3.83,3.97,NON,6.43,350,7.71,SNCF_Open_Data
Paris,Bus RATP,8.59,2.45,4.44,1.4,2024-05-09 00:00:00,7.09,5.6,1,1.28,120,5.31,RATP_Open_Data_2024
Nice,Métro,7.51,3.05,6.76,7.13,2024-02-21 00:00:00,8.57,3.85,NON,2.47,350,8.48,SNCF_Open_Data
Nantes,TGV,6.55,2.53,5.99,2.2,2024-04-28 00:00:00,8.22,5.82,0,5.84,800,2.99,RATP_Open_Data_2024
Lyon,TER,2.22,2.99,4.31,7.86,2024-12-03 00:00:00,7.28,2.44,NON,7.75,350,3.02,Météo-France
Strasbourg,TER,6.72,5.44,6.63,7.95,2024-04-15 00:00:00,1.99,2.43,0,3.8,800,5.45,SNCF_Open_Data
Lille,Transilien,1.52,4.47,4.24,3.6,2024-10-05 00:00:00,5.23,8.72,1,6.63,800,7.11,RATP_Open_Data_2024
Paris,Transilien,2.48,6.83,5.02,5.51,2024-04-16 00:00:00,3.31,8.7,NON,5.58,350,2.16,SNCF_Open_Data
Marseille,TER,5.36,7.82,5.63,6.75,2024-09-22 00:00:00,1.44,3.98,0,7.95,5,8.25,Météo-France
Strasbourg,RER,5.18,6.39,3.64,5.32,2024-02-18 00:00:00,3.28,3.66,0,6.81,5,3.02,RATP_Open_Data_2024
Toulouse,RER,1.29,1.72,4.52,5.12,2024-01-22 00:00:00,6.09,1.81,OUI,7.26,50,4.01,Météo-France
Lyon,Métro,2.06,4.91,7.97,2.95,2024-12-08 00:00:00,1.44,8.06,NON,6.08,800,1.65,SNCF_Open_Data
Paris,RER,6.07,6.18,1.32,3.17,2024-05-21 00:00:00,4.82,7.35,1,5.72,50,2.83,RATP_Open_Data_2024
Lille,Bus RATP,1.72,6.26,2.03,8.16,2024-05-07 00:00:00,4.42,2.09,1,5.06,5,3.76,Météo-France
Toulouse,RER,6.82,6.9,7.68,3.74,2024-07-07 00:00:00,3.2,6.87,NON,1.87,350,1.3,Météo-France
Paris,Tramway,3.9,4.9,7.95,6.83,2024-08-31 00:00:00,7.71,7.99,1,3.72,350,3.6,SNCF_Open_Data
Strasbourg,RER,7.01,2.85,8.72,4.9,2024-02-22 00:00:00,8.76,2.48,0,8.09,350,5.02,Airparif
Toulouse,TGV,7.89,4.45,6.92,7.2,2024-03-15 00:00:00,6.2,6.7,0,6.94,120,7.59,RATP_Open_Data_2024
Lille,RER,3.47,7.36,4.75,4.45,2024-02-10 00:00:00,3.21,4.01,1,3.74,50,8.1,RATP_Open_Data_2024
Bordeaux,TER,4.89,2.52,7.27,1.74,2024-10-03 00:00:00,3.19,4.19,OUI,6.0,120,5.37,Airparif
Nantes,Métro,2.4,7.56,3.76,4.88,2024-06-03 00:00:00,6.04,3.14,OUI,2.6,350,3.45,RATP_Open_Data_2024
Lille,TER,7.17,4.21,4.24,1.56,2024-07-18 00:00:00,8.37,8.48,NON,8.23,5,7.21,Airparif
Paris,Tramway,8.78,6.28,4.44,5.4,2024-02-10 00:00:00,7.49,1.52,NON,1.76,5,2.81,SNCF_Open_Data
Lille,TER,3.25,8.55,7.15,7.39,2024-01-07 00:00:00,1.28,7.07,1,5.61,350,3.06,Météo-France
Bordeaux,Tramway,5.23,8.45,5.8,8.8,2024-10-17 00:00:00,7.13,7.41,1,1.67,120,7.77,Airparif
Lille,Transilien,7.99,1.94,3.71,3.85,2024-03-12 00:00:00,5.51,8.23,1,3.5,120,8.5,Data.gouv.fr
