col_ville,col_mode_transport,col_retard_moyen,col_retard_max,col_nb_incidents,col_total_passagers_impactes,col_date,col_heure,col_ligne,col_retard_minutes,col_retard_categorie,col_cause_retard,col_nb_voyages_affectes,col_passagers_impactes,col_type_incident,col_source
Nice,TER,5.95,7.43,ID_020,7.61,2024-08-13 00:00:00,2.68,7.2,5.13,1.38,2.08,4.82,6.87,ID_020,Météo-France
Strasbourg,TGV,5.64,5.79,ID_021,6.57,2024-12-08 00:00:00,7.27,5.36,5.36,3.89,5.26,3.16,7.05,ID_021,SNCF_Open_Data
Marseille,Tramway,1.92,8.7,ID_022,5.88,2024-09-29 00:00:00,1.53,4.25,5.81,6.14,6.7,1.92,5.36,ID_022,Data.gouv.fr
Strasbourg,Transilien,1.45,2.79,ID_023,5.1,2024-09-22 00:00:00,5.29,4.86,2.47,1.54,2.57,1.88,6.6,ID_023,SNCF_Open_Data
Marseille,Bus RATP,4.44,2.5,ID_024,8.35,2024-08-05 00:00:00,2.89,8.29,2.73,5.58,8.72,1.75,4.56,ID_024,SNCF_Open_Data
Lille,TGV,1.98,8.67,ID_025,5.13,2024-11-18 00:00:00,4.36,5.9,6.82,3.48,2.41,3.55,8.39,ID_025,Data.gouv.fr
Paris,TGV,7.73,1.54,ID_026,3.92,2024-04-01 00:00:00,2.43,7.52,2.59,5.13,3.37,6.96,4.85,ID_026,RATP_Open_Data_2024
Toulouse,Tramway,7.52,5.73,ID_027,2.21,2024-05-20 00:00:00,4.95,3.29,2.5,4.86,8.33,1.54,1.36,ID_027,SNCF_Open_Data
Paris,Bus RATP,1.38,3.98,ID_028,2.94,2024-08-02 00:00:00,6.22,4.99,6.87,6.18,3.54,4.41,4.92,ID_028,Data.gouv.fr
Nice,TGV,4.34,1.22,ID_029,4.62,2024-01-15 00:00:00,6.37,2.0,2.58,6.43,7.56,3.62,7.35,ID_029,Airparif
Bordeaux,Transilien,2.54,1.29,ID_030,6.6,2024-02-03 00:00:00,2.55,5.07,8.27,3.61,5.22,6.82,4.56,ID_030,Météo-France
Marseille,Transilien,3.46,8.63,ID_031,7.96,2024-02-02 00:00:00,5.6,4.56,1.97,2.07,6.08,4.17,8.49,ID_031,RATP_Open_Data_2024
Paris,Tramway,4.5,1.89,ID_032,2.4,2024-09-18 00:00:00,3.15,1.82,5.67,3.63,6.39,5.89,6.77,ID_032,Data.gouv.fr
Lyon,Transilien,3.91,7.23,ID_033,6.85,2024-05-21 00:00:00,8.28,3.5,7.86,1.55,4.59,7.29,2.6,ID_033,Airparif
Paris,Métro,2.88,8.0,ID_034,7.04,2024-03-02 00:00:00,6.04,2.14,8.45,8.61,4.51,1.71,5.21,ID_034,Data.gouv.fr
Montpellier,TGV,3.72,6.38,ID_035,3.36,2024-01-15 00:00:00,1.78,5.58,4.82,5.4,1.29,5.3,5.88,ID_035,SNCF_Open_Data
Toulouse,Bus RATP,6.14,7.55,ID_036,4.13,2024-10-29 00:00:00,4.87,3.83,8.73,2.84,6.71,4.8,4.79,ID_036,Météo-France
Nantes,Tramway,6.94,5.13,ID_037,5.93,2024-03-26 00:00:00,4.67,5.07,5.03,3.55,2.36,7.95,6.95,ID_037,Airparif
Paris,Transilien,7.59,2.89,ID_038,2.85,2024-12-18 00:00:00,8.6,1.24,3.11,2.54,6.71,5.01,7.52,ID_038,Météo-France
Marseille,Transilien,8.7,3.61,ID_039,2.08,2024-12-13 00:00:00,8.16,1.21,2.86,8.07,4.98,4.46,5.78,ID_039,Airparif
Toulouse,Métro,8.35,5.79,ID_040,5.43,2024-05-19 00:00:00,7.51,5.44,4.32,5.32,1.37,4.96,1.48,ID_040,SNCF_Open_Data
Nantes,Bus RATP,6.69,5.8,ID_041,2.71,2024-07-27 00:00:00,1.93,3.04,1.79,1.45,7.85,8.12,7.18,ID_041,SNCF_Open_Data
Toulouse,TER,4.26,7.45,ID_042,5.34,2024-03-22 00:00:00,2.13,6.67,1.51,1.8,2.2,3.08,8.77,ID_042,SNCF_Open_Data
Marseille,TGV,5.27,5.45,ID_043,7.36,2024-07-10 00:00:00,2.47,5.68,4.61,5.8,3.48,4.36,8.72,ID_043,SNCF_Open_Data
Lille,RER,5.27,4.46,ID_044,2.29,2024-10-13 00:00:00,5.63,2.18,1.89,3.88,1.27,4.14,6.09,ID_044,Météo-France
Bordeaux,RER,1.51,6.39,ID_045,5.15,2024-12-17 00:00:00,3.14,3.44,3.81,2.68,8.74,8.01,6.63,ID_045,Airparif
Toulouse,Bus RATP,1.72,6.19,ID_046,6.08,2024-01-31 00:00:00,4.83,6.64,5.53,2.82,4.01,4.98,2.7,ID_046,RATP_Open_Data_2024
Lille,Métro,1.97,3.15,ID_047,7.35,2024-06-10 00:00:00,6.0,7.99,7.88,4.96,4.8,6.33,2.66,ID_047,Airparif
Lille,Tramway,6.28,8.57,ID_048,1.59,2024-06-28 00:00:00,6.01,2.4,6.61,1.86,2.75,3.79,2.95,ID_048,Météo-France
Nice,Transilien,6.29,8.66,ID_049,8.74,2024-10-15 00:00:00,7.5,4.75,2.99,6.12,5.42,3.91,3.73,ID_049,Data.gouv.fr
Montpellier,TGV,3.98,1.47,ID_050,6.29,2024-03-21 00:00:00,3.64,3.4,2.4,7.99,2.52,2.87,5.49,ID_050,Airparif
Lyon,Transilien,1.87,7.92,ID_051,4.28,2024-11-22 00:00:00,1.39,3.69,7.71,8.65,1.41,1.26,1.67,ID_051,RATP_Open_Data_2024
Toulouse,Transilien,2.15,1.44,ID_052,6.4,2024-12-25 00:00:00,3.91,5.83,3.26,2.44,4.68,2.83,6.01,ID_052,Data.gouv.fr
Bordeaux,TER,8.12,1.8,ID_053,1.92,2024-02-11 00:00:00,7.7,7.72,6.35,6.25,4.93,1.45,6.11,ID_053,RATP_Open_Data_2024
Paris,Bus RATP,8.28,3.43,ID_054,5.44,2024-03-17 00:00:00,4.89,2.34,5.01,3.42,2.72,6.48,2.1,ID_054,RATP_Open_Data_2024
Montpellier,Transilien,7.77,2.26,ID_055,5.56,2024-09-06 00:00:00,2.59,5.81,2.65,7.11,1.67,5.52,8.3,ID_055,Data.gouv.fr
Lyon,Transilien,8.43,6.67,ID_056,5.81,2024-08-17 00:00:00,7.05,8.1,6.21,2.04,5.81,1.27,2.9,ID_056,Data.gouv.fr
Toulouse,TER,8.34,6.26,ID_057,4.77,2024-05-07 00:00:00,8.13,5.99,3.4,4.31,8.1,7.54,3.92,ID_057,Météo-France
Nantes,Bus RATP,5.13,4.3,ID_058,1.32,2024-03-29 00:00:00,6.64,3.45,1.51,8.12,1.23,4.41,3.55,ID_058,SNCF_Open_Data
Montpellier,RER,4.62,1.55,ID_059,3.91,2024-10-08 00:00:00,8.47,6.68,7.61,1.62,1.33,3.14,8.64,ID_059,SNCF_Open_Data
Paris,Tramway,3.89,8.72,ID_060,5.59,2024-06-01 00:00:00,4.2,1.47,6.25,7.7,5.69,3.75,3.61,ID_060,Airparif
Nice,Bus RATP,1.99,2.33,ID_061,6.07,2024-10-28 00:00:00,7.69,6.99,8.37,2.66,6.53,2.14,2.31,ID_061,Météo-France
Toulouse,RER,8.34,4.89,ID_062,7.79,2024-09-29 00:00:00,3.86,7.64,5.99,4.01,4.88,3.82,2.13,ID_062,SNCF_Open_Data
Nice,RER,5.38,7.35,ID_063,7.05,2024-07-21 00:00:00,1.95,5.14,1.62,8.56,2.25,6.35,2.27,ID_063,Météo-France
Lyon,Métro,2.77,2.2,ID_064,8.39,2024-11-25 00:00:00,3.8,2.36,3.32,7.83,3.31,1.64,7.21,ID_064,Météo-France
Strasbourg,Transilien,6.57,3.28,ID_065,5.52,2024-02-23 00:00:00,1.51,5.59,4.48,5.22,1.78,2.2,5.1,ID_065,Data.gouv.fr
Nice,RER,4.26,7.32,ID_066,3.13,2024-07-22 00:00:00,5.75,5.35,5.96,6.0,7.49,7.38,8.76,ID_066,RATP_Open_Data_2024
Bordeaux,Tramway,8.72,5.95,ID_067,5.14,2024-09-29 00:00:00,7.4,5.8,2.06,7.39,3.46,8.11,8.31,ID_067,Data.gouv.fr
Lille,Transilien,2.98,3.82,ID_068,6.53,2024-10-10 00:00:00,2.06,7.05,8.79,4.84,1.67,1.88,5.23,ID_068,Airparif
Montpellier,RER,8.79,3.18,ID_069,8.41,2024-01-24 00:00:00,7.58,6.67,7.89,2.88,6.47,7.56,1.46,ID_069,RATP_Open_Data_2024
Nantes,Bus RATP,7.69,5.39,ID_070,6.66,2024-12-22 00:00:00,3.29,4.14,3.21,6.85,4.16,2.37,5.99,ID_070,RATP_Open_Data_2024
Montpellier,Bus RATP,6.33,5.66,ID_071,3.22,2024-11-30 00:00:00,6.41,7.77,3.92,5.76,5.04,5.29,6.15,ID_071,Data.gouv.fr
Nice,Métro,6.56,5.93,ID_072,4.47,2024-02-06 00:00:00,6.03,4.68,2.29,7.03,4.72,2.38,5.19,ID_072,Data.gouv.fr
Lyon,RER,7.57,4.45,ID_073,7.58,2024-08-25 00:00:00,7.79,1.38,5.81,8.35,3.05,4.88,2.14,ID_073,Airparif
Toulouse,RER,4.46,7.22,ID_074,2.87,2024-05-22 00:00:00,4.09,3.66,5.48,8.7,5.01,1.85,7.03,ID_074,RATP_Open_Data_2024
Bordeaux,TGV,3.77,7.51,ID_075,1.44,2024-02-03 00:00:00,5.45,4.18,3.95,7.4,4.33,8.07,5.68,ID_075,Airparif
Paris,Bus RATP,5.91,8.74,ID_076,7.86,2024-03-07 00:00:00,7.81,6.3,6.83,7.54,6.79,2.72,7.94,ID_076,Data.gouv.fr
Strasbourg,TGV,4.09,7.37,ID_077,2.16,2024-08-06 00:00:00,8.75,5.78,8.17,7.35,6.4,6.86,7.43,ID_077,Data.gouv.fr
Bordeaux,Métro,3.53,3.64,ID_078,8.57,2024-07-28 00:00:00,8.3,7.97,2.81,1.9,7.77,8.38,7.93,ID_078,RATP_Open_Data_2024
Lille,Transilien,3.95,2.51,ID_079,6.48,2024-11-03 00:00:00,3.74,8.62,4.32,5.11,3.51,3.16,1.87,ID_079,SNCF_Open_Data
Nice,Métro,6.4,2.76,ID_080,8.61,2024-08-18 00:00:00,5.36,3.56,7.45,8.29,4.16,7.23,7.39,ID_080,Airparif
Paris,Bus RATP,1.43,6.94,ID_081,8.36,2024-10-02 00:00:00,6.49,3.38,7.84,4.46,8.09,7.17,6.84,ID_081,Airparif
Paris,Tramway,7.28,7.18,ID_082,3.25,2024-05-01 00:00:00,6.47,5.86,4.03,2.69,7.24,4.4,6.87,ID_082,RATP_Open_Data_2024
Strasbourg,RER,5.64,6.93,ID_083,1.44,2024-06-27 00:00:00,7.68,7.77,8.53,6.73,2.66,5.42,4.17,ID_083,Météo-France
Nice,Métro,3.56,2.21,ID_084,7.01,2024-02-25 00:00:00,8.65,4.57,1.88,3.47,4.69,6.02,3.26,ID_084,Airparif
Lille,Bus RATP,4.01,6.88,ID_085,7.05,2024-11-06 00:00:00,6.68,5.07,2.13,4.56,2.78,4.61,5.22,ID_085,SNCF_Open_Data
Bordeaux,Métro,8.75,7.8,ID_086,1.62,2024-08-23 00:00:00,3.68,8.76,5.16,3.3,7.64,8.33,4.44,ID_086,SNCF_Open_Data
Nice,Tramway,1.72,1.75,ID_087,6.06,2024-12-14 00:00:00,6.34,7.0,8.0,8.39,4.33,5.67,4.41,ID_087,Airparif
Bordeaux,Bus RATP,6.87,7.6,ID_088,4.16,2024-08-30 00:00:00,8.24,5.67,7.73,3.28,8.24,3.9,1.45,ID_088,Météo-France
Marseille,TGV,4.03,2.58,ID_089,2.94,2024-09-22 00:00:00,1.55,7.48,2.96,5.43,6.71,2.95,5.79,ID_089,Data.gouv.fr
Paris,RER,2.76,6.01,ID_090,7.25,2024-02-16 00:00:00,6.36,7.64,4.95,4.31,5.06,6.67,8.08,ID_090,Airparif
Bordeaux,Bus RATP,5.85,3.07,ID_091,6.52,2024-08-05 00:00:00,3.76,6.71,1.77,8.4,8.7,2.88,1.34,ID_091,SNCF_Open_Data
Strasbourg,Tramway,7.79,6.83,ID_092,2.77,2024-06-30 00:00:00,8.48,1.33,7.67,6.5,7.65,4.35,1.8,ID_092,Airparif
Marseille,Métro,1.86,2.21,ID_093,4.16,2024-05-06 00:00:00,7.88,7.91,5.35,5.83,3.9,3.05,6.33,ID_093,SNCF_Open_Data
Montpellier,Tramway,2.66,2.92,ID_094,6.39,2024-03-03 00:00:00,2.73,4.04,2.17,2.66,1.8,6.9,5.28,ID_094,Airparif
Marseille,Métro,3.92,3.5,ID_095,1.41,2024-10-29 00:00:00,7.43,3.31,1.26,1.49,2.79,1.83,5.36,ID_095,SNCF_Open_Data
Lyon,Tramway,8.64,5.01,ID_096,4.79,2024-08-25 00:00:00,2.27,5.07,8.21,6.87,6.25,5.95,4.33,ID_096,Météo-France
Lyon,RER,4.66,7.48,ID_097,5.06,2024-04-27 00:00:00,2.36,3.43,7.41,8.78,3.53,2.59,3.83,ID_097,Météo-France
Lille,Bus RATP,2.89,2.41,ID_098,1.36,2024-03-30 00:00:00,8.51,2.67,5.09,5.21,8.12,3.99,5.69,ID_098,SNCF_Open_Data
Lille,Tramway,6.02,8.78,ID_099,1.93,2024-12-01 00:00:00,2.45,4.58,2.69,6.24,2.9,2.33,7.22,ID_099,Data.gouv.fr
Nice,Transilien,3.89,8.13,ID_000,5.47,2024-06-21 00:00:00,1.56,2.77,6.02,5.06,6.86,5.55,2.59,ID_000,SNCF_Open_Data
Strasbourg,Transilien,6.73,4.31,ID_001,5.6,2024-03-29 00:00:00,7.63,6.68,2.8,3.6,3.57,6.02,7.51,ID_001,Data.gouv.fr
Paris,Tramway,6.33,6.27,ID_002,8.71,2024-09-22 00:00:00,7.62,2.37,7.88,5.68,2.22,1.68,2.9,ID_002,Météo-France
Toulouse,Bus RATP,5.42,1.49,ID_003,5.46,2024-03-13 00:00:00,5.06,4.92,5.68,1.96,2.81,2.89,4.64,ID_003,Airparif
Lyon,TER,2.93,8.07,ID_004,5.95,2024-09-20 00:00:00,3.56,7.14,6.44,2.7,3.9,4.63,7.94,ID_004,Data.gouv.fr
Strasbourg,Tramway,2.36,4.1,ID_005,2.58,2024-01-22 00:00:00,4.34,5.78,2.68,3.91,7.08,8.54,1.7,ID_005,Airparif
Montpellier,Tramway,5.16,4.17,ID_006,2.39,2024-11-07 00:00:00,6.06,4.87,7.91,7.67,4.38,3.9,6.19,ID_006,Airparif
Nantes,Tramway,4.27,8.13,ID_007,5.94,2024-06-13 00:00:00,5.82,1.57,4.52,4.39,3.44,7.73,5.64,ID_007,SNCF_Open_Data
Lille,RER,1.64,5.12,ID_008,6.01,2024-01-24 00:00:00,6.55,8.62,8.24,8.6,3.48,2.02,6.49,ID_008,Airparif
Montpellier,RER,5.0,6.02,ID_009,2.13,2024-03-11 00:00:00,8.78,2.09,5.14,3.31,6.96,8.28,2.5,ID_009,RATP_Open_Data_2024
Paris,TER,7.7,7.95,ID_010,3.94,2024-07-28 00:00:00,7.09,8.0,6.31,4.15,5.01,7.56,5.72,ID_010,Météo-France
Marseille,Métro,3.28,3.84,ID_011,8.07,2024-11-20 00:00:00,2.26,2.46,6.96,4.93,3.88,2.81,3.6,ID_011,Airparif
Montpellier,TGV,3.48,5.19,ID_012,7.16,2024-02-26 00:00:00,1.85,5.26,4.43,5.34,7.34,3.03,4.32,ID_012,Météo-France
Lyon,Métro,7.72,3.35,ID_013,2.24,2024-03-25 00:00:00,7.38,6.07,4.02,8.6,2.08,8.28,3.36,ID_013,RATP_Open_Data_2024
Paris,TGV,4.03,7.87,ID_014,5.59,2024-09-24 00:00:00,5.44,5.89,1.74,3.65,3.32,1.62,7.25,ID_014,RATP_Open_Data_2024
Toulouse,TGV,4.09,2.67,ID_015,8.26,2024-01-15 00:00:00,5.69,8.35,6.96,2.33,4.13,1.95,7.15,ID_015,Airparif
Toulouse,RER,8.62,8.24,ID_016,5.1,2024-10-11 00:00:00,1.43,7.58,6.52,4.53,8.39,7.58,3.68,ID_016,SNCF_Open_Data
Montpellier,Tramway,6.75,5.01,ID_017,4.86,2024-01-20 00:00:00,8.37,7.45,2.05,8.47,6.83,3.85,2.71,ID_017,SNCF_Open_Data
Paris,Métro,6.36,6.1,ID_018,7.08,2024-09-22 00:00:00,5.67,7.25,4.33,8.0,8.13,7.2,6.97,ID_018,RATP_Open_Data_2024
Paris,Transilien,5.73,1.7,ID_019,7.49,2024-01-19 00:00:00,2.52,3.58,2.45,2.0,6.57,7.03,2.73,ID_019,RATP_Open_Data_2024
Bordeaux,Tramway,1.6,7.31,ID_020,1.8,2024-08-02 00:00:00,5.22,3.75,2.61,6.3,8.13,5.46,5.95,ID_020,Airparif
Toulouse,Métro,3.31,4.64,ID_021,2.03,2024-03-24 00:00:00,4.66,3.14,8.04,2.39,7.64,5.86,6.47,ID_021,Météo-France
Bordeaux,Transilien,8.62,7.94,ID_022,6.89,2024-02-14 00:00:00,5.24,5.27,8.77,8.68,3.54,5.23,3.3,ID_022,SNCF_Open_Data
Strasbourg,RER,5.93,5.81,ID_023,2.37,2024-07-04 00:00:00,3.61,1.32,8.77,1.29,7.52,6.38,4.61,ID_023,RATP_Open_Data_2024
Lille,Bus RATP,2.91,5.46,ID_024,6.21,2024-05-09 00:00:00,2.02,8.57,2.43,7.73,7.62,4.95,5.31,ID_024,Météo-France
Toulouse,TER,8.34,4.76,ID_025,7.89,2024-09-20 00:00:00,5.45,5.92,7.0,4.3,3.79,4.25,3.89,ID_025,RATP_Open_Data_2024
Marseille,TGV,4.61,5.75,ID_026,5.69,2024-09-28 00:00:00,1.9,2.97,3.38,2.59,7.69,7.92,2.42,ID_026,RATP_Open_Data_2024
Nice,Tramway,2.19,7.99,ID_027,8.21,2024-07-20 00:00:00,4.88,1.79,4.9,8.37,1.58,1.53,1.91,ID_027,Météo-France
Montpellier,TGV,3.47,2.75,ID_028,6.49,2024-01-14 00:00:00,6.04,8.26,2.17,8.61,7.47,4.35,1.72,ID_028,Airparif
Lille,Tramway,7.98,3.36,ID_029,5.54,2024-06-01 00:00:00,3.17,1.78,7.62,1.91,5.2,4.55,7.17,ID_029,Data.gouv.fr
Nantes,TER,2.56,7.24,ID_030,4.38,2024-05-11 00:00:00,1.88,3.16,2.73,3.99,2.27,1.47,7.88,ID_030,Airparif
Nice,TGV,8.15,8.54,ID_031,4.91,2024-02-20 00:00:00,4.55,4.68,2.81,2.93,6.47,8.06,2.12,ID_031,Data.gouv.fr
Strasbourg,TGV,7.08,2.4,ID_032,2.32,2024-07-15 00:00:00,4.26,7.87,5.62,5.7,3.16,7.44,5.43,ID_032,Météo-France
Lille,Tramway,1.28,3.16,ID_033,3.66,2024-03-30 00:00:00,4.47,8.23,5.35,6.84,6.51,6.19,7.43,ID_033,Météo-France
Lille,TGV,7.45,4.93,ID_034,7.51,2024-04-19 00:00:00,1.65,2.17,8.6,1.53,7.82,3.0,7.03,ID_034,Météo-France
Strasbourg,Tramway,6.11,4.34,ID_035,1.56,2024-06-07 00:00:00,6.69,3.39,1.93,5.59,2.94,5.78,2.45,ID_035,Data.gouv.fr
Lille,Bus RATP,6.56,8.53,ID_036,8.5,2024-09-02 00:00:00,3.79,6.84,8.26,8.45,2.62,3.57,8.52,ID_036,Data.gouv.fr
Nice,Bus RATP,4.5,3.5,ID_037,7.9,2024-03-09 00:00:00,7.44,5.65,6.04,3.95,1.55,6.24,1.69,ID_037,Météo-France
Lyon,RER,6.02,3.97,ID_038,4.57,2024-11-23 00:00:00,2.25,5.48,5.84,7.55,3.37,3.59,7.35,ID_038,Airparif
Toulouse,TER,5.28,4.32,ID_039,3.08,2024-04-19 00:00:00,5.1,4.11,5.63,3.1,8.3,8.42,2.93,ID_039,SNCF_Open_Data
Lyon,Bus RATP,2.19,8.05,ID_040,3.98,2024-09-08 00:00:00,2.7,3.35,2.72,3.93,7.44,7.18,3.98,ID_040,Airparif
Strasbourg,TGV,6.63,7.84,ID_041,2.25,2024-06-09 00:00:00,7.41,7.31,4.47,5.52,2.32,1.37,1.99,ID_041,Météo-France
Strasbourg,TER,1.89,6.64,ID_042,7.81,2024-06-28 00:00:00,8.52,7.91,1.4,1.64,4.94,7.1,7.8,ID_042,Airparif
Paris,Bus RATP,6.59,5.38,ID_043,4.79,2024-08-26 00:00:00,8.0,3.77,8.06,5.83,5.76,3.32,2.17,ID_043,RATP_Open_Data_2024
Paris,Bus RATP,6.65,6.47,ID_044,1.48,2024-07-15 00:00:00,4.3,6.91,7.65,6.17,4.2,3.85,5.06,ID_044,RATP_Open_Data_2024
Lyon,Tramway,4.34,3.6,ID_045,2.14,2024-07-09 00:00:00,7.62,3.01,6.52,4.8,5.58,5.81,2.97,ID_045,Data.gouv.fr
Toulouse,TGV,6.61,5.91,ID_046,2.7,2024-12-13 00:00:00,4.17,2.28,1.27,4.53,3.45,5.1,5.86,ID_046,Data.gouv.fr
Lille,Tramway,6.8,3.26,ID_047,1.93,2024-04-12 00:00:00,7.6,5.72,8.05,4.54,4.85,3.66,2.69,ID_047,SNCF_Open_Data
Bordeaux,TER,1.3,6.58,ID_048,1.79,2024-07-15 00:00:00,6.51,3.77,2.24,7.37,8.0,2.3,7.3,ID_048,Météo-France
Montpellier,Transilien,6.09,8.29,ID_049,3.12,2024-07-14 00:00:00,8.58,3.39,2.77,7.1,4.86,3.92,2.83,ID_049,Data.gouv.fr
Nantes,Transilien,1.54,3.91,ID_050,1.67,2024-11-13 00:00:00,2.02,4.85,5.52,2.35,5.12,5.17,1.33,ID_050,Data.gouv.fr
Bordeaux,TGV,1.74,5.94,ID_051,8.56,2024-05-22 00:00:00,5.19,4.75,4.76,2.96,4.48,8.54,5.56,ID_051,Météo-France
Lille,Métro,2.75,7.25,ID_052,5.94,2024-02-16 00:00:00,2.41,4.1,4.26,4.02,4.48,7.39,2.64,ID_052,SNCF_Open_Data
Marseille,TER,2.36,6.11,ID_053,5.56,2024-05-21 00:00:00,2.98,2.45,3.72,4.93,8.79,4.36,2.84,ID_053,RATP_Open_Data_2024
Lyon,Métro,3.94,2.27,ID_054,3.17,2024-03-23 00:00:00,7.82,3.92,4.71,8.22,4.95,3.68,4.52,ID_054,SNCF_Open_Data
Paris,TER,2.9,7.73,ID_055,1.53,2024-03-01 00:00:00,3.44,1.72,1.33,4.8,5.87,3.0,7.14,ID_055,RATP_Open_Data_2024
Bordeaux,TER,5.74,7.31,ID_056,1.53,2024-12-26 00:00:00,3.82,7.12,2.78,7.65,6.82,5.62,7.56,ID_056,RATP_Open_Data_2024
Montpellier,Transilien,6.61,2.95,ID_057,8.21,2024-02-18 00:00:00,1.98,5.96,2.02,2.33,1.73,8.31,2.46,ID_057,RATP_Open_Data_2024
Lille,Transilien,5.35,6.57,ID_058,7.39,2024-06-15 00:00:00,3.97,2.57,7.74,6.78,8.7,5.94,1.58,ID_058,SNCF_Open_Data
Bordeaux,Bus RATP,3.19,7.4,ID_059,1.58,2024-04-13 00:00:00,1.45,3.15,2.86,4.52,7.38,1.6,6.64,ID_059,Airparif
Nice,Transilien,5.04,7.51,ID_060,5.76,2024-07-29 00:00:00,4.78,3.61,8.35,7.93,1.83,4.91,6.2,ID_060,Airparif
Strasbourg,TGV,2.02,1.51,ID_061,6.09,2024-01-04 00:00:00,3.02,6.67,3.37,3.42,6.7,4.96,7.81,ID_061,Airparif
Marseille,RER,5.97,5.47,ID_062,5.12,2024-05-23 00:00:00,3.63,8.19,6.54,2.76,1.79,4.01,4.78,ID_062,SNCF_Open_Data
Toulouse,RER,6.26,7.26,ID_063,3.16,2024-01-16 00:00:00,2.78,1.65,4.6,6.92,3.02,2.62,1.52,ID_063,Data.gouv.fr
Strasbourg,Tramway,3.31,4.18,ID_064,5.2,2024-07-16 00:00:00,2.75,3.63,8.45,3.9,8.54,6.75,8.18,ID_064,Météo-France
Bordeaux,Métro,3.12,5.64,ID_065,2.45,2024-05-16 00:00:00,2.05,7.81,6.24,7.08,6.26,3.29,6.59,ID_065,SNCF_Open_Data
Lille,RER,7.62,1.54,ID_066,2.05,2024-05-19 00:00:00,5.43,3.85,1.7,8.7,4.24,1.54,8.48,ID_066,Data.gouv.fr
Paris,Métro,2.38,7.24,ID_067,5.17,2024-10-03 00:00:00,3.97,6.84,2.62,6.68,6.36,6.63,6.06,ID_067,RATP_Open_Data_2024
Nice,Tramway,6.02,3.37,ID_068,7.51,2024-05-15 00:00:00,8.58,4.19,3.05,6.92,8.1,8.17,8.06,ID_068,Data.gouv.fr
Bordeaux,Métro,2.76,4.94,ID_069,5.09,2024-10-31 00:00:00,7.31,5.39,3.51,7.5,6.59,7.13,6.26,ID_069,RATP_Open_Data_2024
Nantes,Tramway,3.56,3.64,ID_070,1.45,2024-03-31 00:00:00,6.84,6.18,8.1,5.26,2.37,2.27,7.65,ID_070,Airparif
Lille,Métro,3.56,4.0,ID_071,7.19,2024-10-20 00:00:00,4.42,1.99,2.79,3.25,6.95,6.48,2.58,ID_071,RATP_Open_Data_2024
Strasbourg,RER,8.56,6.86,ID_072,8.19,2024-07-06 00:00:00,6.56,2.17,5.54,2.47,5.8,1.95,1.82,ID_072,SNCF_Open_Data
Marseille,Tramway,7.81,2.9,ID_073,6.86,2024-11-04 00:00:00,3.92,5.2,8.73,4.16,7.64,6.75,4.69,ID_073,Data.gouv.fr
Montpellier,TGV,5.28,2.13,ID_074,8.69,2024-08-31 00:00:00,4.26,8.62,8.32,5.03,7.71,5.18,3.63,ID_074,Data.gouv.fr
Bordeaux,Transilien,6.79,1.67,ID_075,8.68,2024-05-03 00:00:00,4.75,4.31,6.47,3.98,5.54,7.34,3.58,ID_075,Data.gouv.fr
Lyon,Métro,4.36,4.16,ID_076,1.35,2024-09-18 00:00:00,6.91,3.09,8.37,2.48,7.02,1.59,8.33,ID_076,SNCF_Open_Data
Paris,Tramway,7.17,7.25,ID_077,6.2,2024-05-09 00:00:00,7.26,8.01,1.28,3.0,4.9,8.04,4.39,ID_077,SNCF_Open_Data
Nice,Bus RATP,7.39,4.65,ID_078,5.3,2024-05-30 00:00:00,4.27,2.37,4.25,8.25,6.31,8.5,3.03,ID_078,RATP_Open_Data_2024
Strasbourg,Tramway,1.83,6.36,ID_079,3.55,2024-10-07 00:00:00,4.98,3.62,5.59,5.12,3.42,6.65,1.52,ID_079,RATP_Open_Data_2024
Bordeaux,RER,1.89,3.8,ID_080,2.85,2024-10-13 00:00:00,3.98,6.44,6.96,3.86,6.25,4.73,7.63,ID_080,Data.gouv.fr
Lyon,Métro,8.26,4.2,ID_081,3.45,2024-04-07 00:00:00,3.54,6.54,6.21,4.01,2.4,7.6,6.18,ID_081,Météo-France
Lille,Tramway,4.12,4.42,ID_082,4.14,2024-05-28 00:00:00,6.38,2.77,4.52,3.36,3.45,7.55,6.68,ID_082,RATP_Open_Data_2024
Lille,Tramway,3.26,4.18,ID_083,2.61,2024-11-16 00:00:00,1.29,5.04,3.74,4.3,7.45,3.67,8.42,ID_083,Airparif
Paris,TER,4.55,8.46,ID_084,3.4,2024-07-31 00:00:00,2.39,4.26,2.52,4.91,8.46,2.54,3.93,ID_084,Data.gouv.fr
Bordeaux,RER,5.5,5.83,ID_085,2.88,2024-07-09 00:00:00,7.44,1.68,4.75,8.43,3.67,6.25,7.06,ID_085,Météo-France
Marseille,Tramway,6.05,2.27,ID_086,2.04,2024-09-01 00:00:00,5.41,6.34,7.12,4.46,5.05,6.26,5.9,ID_086,Airparif
Lille,Transilien,8.52,3.96,ID_087,1.32,2024-11-08 00:00:00,4.61,3.98,3.07,6.95,2.89,2.68,7.34,ID_087,RATP_Open_Data_2024
Montpellier,Tramway,3.71,3.15,ID_088,5.33,2024-07-02 00:00:00,1.47,2.13,4.18,7.64,5.12,3.59,2.69,ID_088,Météo-France
