col_ville,col_region,col_type_periode,col_creneau_horaire,col_heure_debut,col_type_route,col_type_trafic_dominant,col_nb_vehicules,col_est_heure_pic,col_niveau_congestion,col_vitesse_moyenne_kmh,col_facteur_periode,col_date_scraping,col_source,col_trafic_total,col_nb_heures_pic,col_vitesse_moyenne,col_trafic_moyen_journalier,col_facteur_vs_ouvre,col_heures_pic,col_niveau_encombrement,col_date_analyse,col_trafic_moyen,col_nb_villes_concernees,col_trafic_total_jour,col_heures_congestion,col_rang,col_pourcentage_vs_max
Toulouse,Occitanie,6.44,6.59,3.09,7.58,2.72,2.32,1.33,6.57,50,5.83,2024-08-21 00:00:00,Data.gouv.fr,7.47,1.74,110,4.67,5.99,4.7,3.1,2024-04-16 00:00:00,3.7,Lyon,2.03,5.4,6.65,8.23
Marseille,Auvergne-Rhône-Alpes,5.41,7.88,5.96,2.29,7.49,3.47,5.75,5.97,45,3.6,2024-02-16 00:00:00,Airparif,3.6,2.89,110,4.91,2.91,5.23,3.9,2024-05-19 00:00:00,4.06,Montpellier,4.45,8.35,6.66,4.97
Lille,Bretagne,1.36,4.35,8.32,4.12,2.39,7.7,8.36,4.05,45,8.18,2024-10-29 00:00:00,Airparif,5.16,2.6,30,3.39,1.36,1.22,1.95,2024-03-29 00:00:00,2.84,Paris,5.85,5.82,4.23,7.67
Strasbourg,Grand Est,5.27,5.9,4.45,4.71,7.1,5.65,5.0,7.93,45,8.66,2024-04-30 00:00:00,Météo-France,7.7,8.14,130,4.69,1.27,3.21,5.58,2024-11-30 00:00:00,6.88,Lille,1.54,7.86,3.07,8.46
Nice,Auvergne-Rhône-Alpes,4.05,8.65,6.73,5.95,2.07,3.07,6.04,5.74,45,8.33,2024-08-21 00:00:00,RATP_Open_Data_2024,3.26,3.43,30,1.38,1.61,8.09,7.4,2024-05-30 00:00:00,2.92,Lyon,3.94,7.62,1.44,2.97
Lille,Auvergne-Rhône-Alpes,3.85,4.06,7.3,8.41,6.78,1.65,4.95,3.16,70,5.07,2024-01-02 00:00:00,Data.gouv.fr,5.68,1.62,45,2.96,3.32,2.99,5.5,2024-12-12 00:00:00,4.1,Bordeaux,2.77,5.15,5.28,5.56
Lyon,Auvergne-Rhône-Alpes,4.26,4.91,3.93,2.98,2.4,8.54,3.89,1.35,30,2.24,2024-04-09 00:00:00,SNCF_Open_Data,7.1,2.47,130,3.87,5.96,1.77,8.39,2024-08-04 00:00:00,6.67,Lyon,4.48,1.88,6.26,4.4
Toulouse,Pays de la Loire,5.48,8.63,2.14,1.53,5.13,7.87,4.14,4.06,50,2.74,2024-05-22 00:00:00,Data.gouv.fr,5.31,6.61,45,7.83,3.42,6.41,3.87,2024-09-01 00:00:00,2.15,Toulouse,7.52,5.7,3.76,3.13
Lille,Hauts-de-France,6.12,8.73,3.36,3.8,7.78,7.98,4.42,3.7,130,5.71,2024-04-02 00:00:00,Météo-France,4.18,5.99,110,1.98,7.65,4.17,3.38,2024-11-15 00:00:00,3.31,Bordeaux,6.51,8.52,3.6,3.55
Montpellier,Grand Est,1.23,3.17,2.92,5.1,2.42,2.71,6.66,7.26,110,6.96,2024-09-13 00:00:00,Airparif,4.05,7.86,70,6.26,6.21,8.6,3.8,2024-05-27 00:00:00,7.3,Nantes,1.92,1.59,5.19,3.24
Strasbourg,Pays de la Loire,8.77,4.86,5.44,5.58,4.44,3.07,3.51,4.25,110,3.95,2024-08-06 00:00:00,RATP_Open_Data_2024,6.18,3.21,70,1.59,7.53,3.34,1.66,2024-09-27 00:00:00,7.47,Nantes,2.29,7.37,5.11,4.97
Nice,Pays de la Loire,1.37,2.85,2.42,3.32,8.23,3.49,7.87,7.84,80,7.72,2024-05-09 00:00:00,Airparif,4.59,7.74,45,8.49,1.53,6.46,2.15,2024-06-02 00:00:00,4.17,Montpellier,5.28,3.86,1.3,2.27
Nice,Nouvelle-Aquitaine,3.05,3.61,3.82,3.49,7.24,8.75,5.72,3.35,30,2.83,2024-04-05 00:00:00,Airparif,4.23,5.97,110,1.75,6.71,6.51,7.67,2024-12-16 00:00:00,3.73,Montpellier,8.31,1.44,2.36,4.83
Bordeaux,Normandie,2.38,6.61,5.24,3.0,7.54,6.19,7.93,2.98,130,2.91,2024-02-10 00:00:00,Data.gouv.fr,7.82,2.76,70,2.9,4.17,8.58,3.09,2024-06-29 00:00:00,2.43,Bordeaux,1.69,3.63,4.71,3.68
Lyon,Occitanie,8.62,2.48,5.76,1.49,6.06,4.34,4.2,3.51,70,6.1,2024-11-28 00:00:00,Airparif,5.32,2.46,110,1.37,3.76,6.24,8.31,2024-09-29 00:00:00,8.35,Strasbourg,8.15,1.68,4.55,6.68
Nantes,Provence-Alpes-Côte d'Azur,8.24,6.07,4.32,5.28,6.66,8.14,2.55,3.4,50,4.13,2024-09-05 00:00:00,SNCF_Open_Data,2.25,4.06,80,6.49,4.37,2.04,5.08,2024-07-27 00:00:00,6.89,Lyon,2.37,4.41,7.49,6.95
Paris,Hauts-de-France,1.59,8.53,5.45,4.49,3.68,4.5,3.24,7.93,45,1.71,2024-04-21 00:00:00,RATP_Open_Data_2024,1.51,2.73,80,1.82,4.76,1.4,6.17,2024-09-06 00:00:00,6.19,Paris,5.42,8.23,5.02,4.99
Montpellier,Occitanie,4.6,2.21,4.69,2.88,6.51,8.36,1.58,3.16,110,8.37,2024-11-25 00:00:00,SNCF_Open_Data,6.53,2.09,130,8.28,6.05,4.87,4.72,2024-10-10 00:00:00,7.56,Lille,7.09,4.11,3.93,5.31
Lille,Provence-Alpes-Côte d'Azur,8.79,4.85,5.3,7.31,8.27,6.4,8.12,5.95,80,1.97,2024-07-14 00:00:00,Météo-France,1.67,1.67,80,3.18,5.8,4.44,6.44,2024-04-17 00:00:00,5.93,Lyon,7.14,8.61,2.53,3.66
Lyon,Hauts-de-France,1.6,5.94,5.12,6.42,7.57,8.11,6.19,6.45,130,6.62,2024-06-25 00:00:00,SNCF_Open_Data,2.85,2.07,70,6.55,1.87,2.25,7.26,2024-12-07 00:00:00,7.9,Strasbourg,4.19,4.64,6.16,2.13
Nantes,Grand Est,1.38,7.96,7.13,4.2,2.8,8.38,6.7,2.05,80,3.78,2024-06-05 00:00:00,Data.gouv.fr,7.77,1.34,110,2.49,7.07,5.05,2.46,2024-04-18 00:00:00,8.78,Nantes,5.77,1.38,5.38,4.44
Strasbourg,Pays de la Loire,5.81,7.08,3.14,4.0,3.49,3.66,1.31,2.19,30,4.42,2024-08-09 00:00:00,SNCF_Open_Data,3.66,8.02,70,5.27,2.97,4.54,6.75,2024-12-06 00:00:00,7.97,Nantes,5.74,3.08,2.47,2.98
Lyon,Nouvelle-Aquitaine,8.77,2.27,2.67,2.83,2.61,5.66,2.92,5.89,30,4.15,2024-06-22 00:00:00,Airparif,4.65,1.24,70,2.51,1.76,4.36,6.13,2024-07-18 00:00:00,5.95,Nice,2.34,2.48,4.87,5.75
Montpellier,Île-de-France,1.77,2.91,5.15,4.06,6.74,7.45,7.62,2.14,80,6.99,2024-03-18 00:00:00,Airparif,7.11,5.77,50,8.75,2.56,1.55,1.39,2024-03-18 00:00:00,8.09,Nice,4.48,6.12,5.37,3.45
Nice,Hauts-de-France,1.96,2.04,4.94,1.21,8.0,3.21,1.53,7.21,110,2.87,2024-11-27 00:00:00,SNCF_Open_Data,7.88,6.49,110,8.5,5.96,5.17,7.24,2024-03-15 00:00:00,1.61,Lille,2.58,2.15,6.6,3.98
Bordeaux,Auvergne-Rhône-Alpes,5.48,8.23,6.21,2.77,3.69,8.01,5.91,1.98,30,3.53,2024-09-11 00:00:00,RATP_Open_Data_2024,6.29,8.74,50,8.01,8.71,8.35,7.76,2024-11-30 00:00:00,2.08,Paris,5.01,3.21,4.71,6.75
Toulouse,Occitanie,2.68,5.23,3.88,5.53,4.65,7.21,5.3,4.42,80,3.6,2024-01-14 00:00:00,Météo-France,6.4,4.52,80,1.61,4.01,2.94,1.38,2024-08-11 00:00:00,6.83,Paris,2.4,7.22,5.41,4.86
Nice,Pays de la Loire,6.39,7.68,6.01,8.66,2.42,7.55,4.95,3.51,80,4.88,2024-03-03 00:00:00,Data.gouv.fr,5.58,1.3,50,5.26,2.94,5.86,8.41,2024-04-24 00:00:00,6.56,Nantes,5.53,2.0,4.02,1.98
Lille,Grand Est,4.5,2.15,7.28,8.03,5.08,7.28,4.32,6.5,30,2.91,2024-12-01 00:00:00,RATP_Open_Data_2024,2.48,7.79,50,7.94,6.42,2.09,6.61,2024-04-23 00:00:00,5.17,Nice,3.83,7.03,6.43,7.58
Toulouse,Occitanie,2.39,3.71,8.34,3.0,7.54,8.66,6.31,7.8,45,5.46,2024-11-14 00:00:00,RATP_Open_Data_2024,3.63,4.27,130,4.43,7.05,2.03,6.45,2024-11-08 00:00:00,8.58,Marseille,7.3,7.77,1.23,3.44
Marseille,Provence-Alpes-Côte d'Azur,6.6,6.85,6.22,3.49,3.82,3.75,5.33,3.54,30,8.69,2024-09-05 00:00:00,RATP_Open_Data_2024,6.61,4.36,80,3.92,2.83,3.32,3.67,2024-05-13 00:00:00,2.2,Toulouse,7.16,6.45,3.63,4.66
Nice,Grand Est,8.35,8.4,1.63,8.52,8.69,5.68,4.93,6.19,130,4.82,2024-11-08 00:00:00,RATP_Open_Data_2024,5.11,6.81,45,2.18,3.93,3.77,8.38,2024-03-14 00:00:00,8.7,Marseille,7.08,6.4,3.07,1.98
Toulouse,Occitanie,7.8,3.33,8.65,8.68,5.0,2.93,5.03,5.21,130,1.87,2024-11-19 00:00:00,Météo-France,6.29,1.98,80,7.88,4.93,7.86,6.54,2024-04-22 00:00:00,5.47,Marseille,2.95,4.27,4.7,2.1
Nantes,Nouvelle-Aquitaine,2.32,2.41,1.57,6.82,6.57,6.05,7.88,5.06,110,6.06,2024-08-21 00:00:00,Météo-France,4.2,4.87,130,5.87,2.77,5.08,3.83,2024-03-09 00:00:00,7.71,Lyon,2.75,6.57,6.67,2.93
Strasbourg,Auvergne-Rhône-Alpes,4.07,5.24,1.63,3.64,8.3,2.53,3.87,1.92,45,1.2,2024-11-04 00:00:00,Airparif,4.23,8.09,110,1.8,8.43,5.02,5.02,2024-05-19 00:00:00,5.12,Bordeaux,2.14,6.49,1.29,2.56
Toulouse,Auvergne-Rhône-Alpes,3.33,2.19,6.83,1.29,3.75,7.52,6.74,5.86,30,7.46,2024-05-07 00:00:00,Airparif,2.5,2.32,30,3.41,4.53,6.75,2.19,2024-07-10 00:00:00,7.01,Strasbourg,5.77,6.42,4.3,4.83
Lille,Auvergne-Rhône-Alpes,1.77,4.55,1.49,3.17,8.44,3.68,6.79,8.09,30,8.74,2024-01-27 00:00:00,SNCF_Open_Data,7.71,7.9,80,3.76,8.06,1.29,7.46,2024-10-26 00:00:00,8.49,Bordeaux,3.36,7.15,1.7,2.84
Paris,Occitanie,7.99,6.64,8.46,1.98,3.09,6.33,6.7,3.14,50,8.45,2024-06-22 00:00:00,Data.gouv.fr,8.2,7.87,110,1.37,7.99,4.62,5.19,2024-04-07 00:00:00,4.6,Bordeaux,1.87,3.75,6.02,8.67
Paris,Nouvelle-Aquitaine,7.48,8.19,4.59,7.23,2.81,8.28,1.33,1.97,50,6.83,2024-04-15 00:00:00,Data.gouv.fr,7.02,2.7,80,6.33,8.75,1.76,6.45,2024-03-11 00:00:00,6.39,Lille,8.21,6.78,1.25,5.6
Paris,Auvergne-Rhône-Alpes,8.65,7.15,2.72,5.67,2.96,8.38,7.11,5.63,70,2.22,2024-11-07 00:00:00,Airparif,4.59,6.28,45,8.0,2.06,3.04,4.51,2024-12-02 00:00:00,6.17,Montpellier,3.11,4.44,6.9,2.69
Strasbourg,Occitanie,3.43,1.21,4.94,6.44,1.26,4.31,6.61,2.8,50,4.01,2024-01-05 00:00:00,Météo-France,2.7,7.05,50,8.8,2.06,4.6,4.57,2024-02-18 00:00:00,7.28,Nantes,5.59,2.31,6.08,3.11
Lyon,Grand Est,3.8,3.22,1.99,2.11,6.77,5.89,5.0,6.56,50,4.37,2024-09-11 00:00:00,SNCF_Open_Data,2.21,8.29,45,6.65,3.26,1.84,5.81,2024-01-18 00:00:00,5.14,Lille,7.75,6.63,4.76,3.32
Nantes,Hauts-de-France,3.87,5.67,2.34,5.18,4.25,8.1,6.57,5.8,45,2.23,2024-11-18 00:00:00,Data.gouv.fr,2.85,4.13,50,5.73,8.4,2.47,2.62,2024-07-26 00:00:00,3.19,Lyon,1.59,1.69,3.53,1.47
Marseille,Pays de la Loire,2.71,2.45,1.55,6.58,3.55,6.92,1.5,6.59,50,4.43,2024-09-28 00:00:00,Airparif,1.6,2.65,70,8.59,2.97,1.71,7.48,2024-08-05 00:00:00,3.86,Paris,6.95,8.16,1.9,7.4
Lyon,Île-de-France,7.83,8.05,7.15,5.02,6.71,4.73,4.04,5.6,45,1.29,2024-09-01 00:00:00,Data.gouv.fr,4.88,6.34,45,5.97,4.02,4.15,5.45,2024-11-26 00:00:00,7.91,Marseille,5.47,5.25,8.72,8.54
Strasbourg,Normandie,7.04,4.65,1.48,1.72,1.44,4.89,5.31,3.14,50,7.85,2024-06-24 00:00:00,Météo-France,8.26,8.47,130,5.93,2.83,8.22,2.02,2024-10-10 00:00:00,1.77,Marseille,6.58,3.3,2.49,8.45
Montpellier,Occitanie,8.4,2.52,4.14,1.23,4.33,3.53,7.73,7.35,80,4.24,2024-07-15 00:00:00,SNCF_Open_Data,1.73,1.74,30,3.86,1.78,5.06,4.39,2024-04-04 00:00:00,3.63,Lille,8.69,5.81,4.61,7.13
Montpellier,Auvergne-Rhône-Alpes,6.1,8.8,6.54,3.12,6.74,7.09,6.93,5.91,45,6.11,2024-01-19 00:00:00,Météo-France,6.44,6.38,30,5.91,3.04,4.61,3.83,2024-05-11 00:00:00,3.17,Nice,8.8,4.63,8.14,3.24
Montpellier,Pays de la Loire,2.14,4.15,8.0,4.77,8.28,5.79,3.46,3.06,45,2.88,2024-10-28 00:00:00,SNCF_Open_Data,1.88,2.69,130,3.08,3.72,2.69,7.03,2024-02-28 00:00:00,3.18,Lyon,7.09,4.81,3.03,7.62
Nantes,Pays de la Loire,1.82,2.84,6.65,4.49,7.69,2.57,6.48,5.33,70,5.4,2024-05-22 00:00:00,Airparif,7.04,6.63,110,5.05,4.34,2.36,1.81,2024-04-04 00:00:00,7.36,Lille,2.3,4.45,7.74,4.58
Strasbourg,Bretagne,5.27,8.54,6.54,8.74,1.79,6.78,5.91,4.4,80,8.14,2024-11-30 00:00:00,Airparif,8.04,6.71,30,1.53,8.14,7.35,3.87,2024-11-26 00:00:00,1.8,Marseille,2.19,2.27,6.07,6.96
Lyon,Provence-Alpes-Côte d'Azur,5.26,7.09,4.94,5.06,5.31,5.87,2.75,2.73,30,5.36,2024-03-26 00:00:00,SNCF_Open_Data,4.43,7.12,70,3.13,4.29,7.7,7.3,2024-08-02 00:00:00,4.03,Marseille,5.97,2.41,2.34,6.64
Nice,Hauts-de-France,2.61,6.03,7.33,8.03,8.65,8.3,4.16,1.39,70,1.64,2024-05-06 00:00:00,Météo-France,8.07,4.95,50,2.12,8.43,4.07,6.3,2024-08-10 00:00:00,5.33,Strasbourg,8.18,8.78,4.42,5.44
Nantes,Île-de-France,2.41,7.56,4.31,2.83,6.57,3.18,1.32,4.99,50,4.38,2024-09-22 00:00:00,Airparif,4.03,5.36,45,3.69,3.27,1.6,2.4,2024-11-28 00:00:00,3.97,Nantes,6.29,5.13,7.08,2.64
Strasbourg,Occitanie,5.67,8.32,3.77,4.61,7.74,1.86,7.69,6.44,130,4.18,2024-12-17 00:00:00,Météo-France,2.46,1.36,70,7.02,5.57,7.47,2.82,2024-10-06 00:00:00,4.87,Lille,5.82,7.88,2.56,3.25
Montpellier,Nouvelle-Aquitaine,8.68,7.88,8.16,8.23,2.69,8.74,6.72,8.41,130,7.49,2024-09-13 00:00:00,Airparif,7.52,8.36,80,1.84,8.18,4.37,6.83,2024-11-09 00:00:00,2.3,Toulouse,4.62,2.37,1.22,2.08
Nantes,Pays de la Loire,5.24,2.98,2.2,3.87,5.52,4.0,2.25,8.23,50,6.99,2024-06-05 00:00:00,RATP_Open_Data_2024,5.3,4.48,110,8.1,8.56,1.49,1.55,2024-03-04 00:00:00,7.7,Toulouse,5.5,8.28,2.51,4.41
Paris,Île-de-France,2.69,7.53,5.76,6.76,6.16,8.78,1.25,7.88,30,2.58,2024-09-30 00:00:00,SNCF_Open_Data,3.98,1.71,45,8.09,1.41,4.71,4.49,2024-06-30 00:00:00,7.14,Nantes,6.86,6.47,5.98,1.32
Paris,Bretagne,4.64,7.58,2.42,2.27,1.49,6.31,6.11,4.61,80,2.72,2024-01-04 00:00:00,RATP_Open_Data_2024,8.52,2.78,110,1.82,1.94,7.45,5.67,2024-07-19 00:00:00,4.85,Strasbourg,1.9,7.6,1.39,7.81
Lyon,Bretagne,5.28,7.55,7.51,8.6,4.2,5.4,5.75,6.44,110,6.25,2024-12-08 00:00:00,SNCF_Open_Data,6.77,8.48,30,4.1,7.53,4.96,2.63,2024-08-30 00:00:00,7.02,Lyon,5.96,5.04,2.13,1.53
Marseille,Auvergne-Rhône-Alpes,5.65,7.64,8.76,6.11,5.92,6.36,6.78,8.33,30,6.48,2024-02-15 00:00:00,SNCF_Open_Data,5.31,2.41,50,4.16,7.49,6.52,4.28,2024-06-14 00:00:00,3.51,Lille,4.13,2.94,3.82,3.72
Nice,Normandie,6.12,4.84,4.08,2.29,4.55,7.46,2.5,5.94,70,7.39,2024-05-10 00:00:00,RATP_Open_Data_2024,3.63,6.28,110,5.8,7.38,8.62,8.19,2024-01-04 00:00:00,4.93,Marseille,3.26,4.02,6.83,4.92
Paris,Pays de la Loire,8.01,1.77,3.02,1.74,2.78,5.17,7.17,4.37,130,4.78,2024-07-08 00:00:00,RATP_Open_Data_2024,6.29,4.83,45,6.85,6.27,7.92,2.67,2024-04-19 00:00:00,2.05,Lille,6.6,2.87,2.39,5.39
Paris,Occitanie,3.3,1.74,3.88,4.97,3.29,4.74,6.04,4.83,130,4.4,2024-11-27 00:00:00,SNCF_Open_Data,2.29,8.59,80,2.01,1.7,4.91,7.45,2024-05-14 00:00:00,4.96,Montpellier,8.11,7.3,5.5,2.99
Bordeaux,Hauts-de-France,7.9,5.81,4.95,1.98,5.84,5.91,6.02,2.54,30,1.53,2024-09-26 00:00:00,Data.gouv.fr,2.62,8.43,30,3.51,8.31,4.67,3.77,2024-07-11 00:00:00,2.23,Bordeaux,2.91,3.78,7.99,8.6
Marseille,Occitanie,2.23,2.53,3.04,4.67,3.81,3.74,4.71,1.97,50,3.43,2024-11-04 00:00:00,Météo-France,5.26,4.5,130,3.69,7.08,5.48,4.58,2024-10-26 00:00:00,5.58,Lyon,8.04,5.56,6.14,7.36
Marseille,Normandie,4.03,3.74,5.85,2.64,8.63,5.39,5.24,7.58,70,3.9,2024-06-03 00:00:00,Data.gouv.fr,2.23,4.28,70,2.17,2.29,5.59,7.41,2024-06-15 00:00:00,3.98,Paris,4.36,8.17,8.36,6.61
Nice,Auvergne-Rhône-Alpes,5.83,1.27,2.11,3.15,4.53,4.85,5.74,7.06,80,1.54,2024-11-28 00:00:00,SNCF_Open_Data,8.47,3.81,45,6.7,3.03,7.27,5.28,2024-06-17 00:00:00,6.62,Marseille,7.54,2.27,7.13,7.25
Nantes,Hauts-de-France,4.18,8.05,3.45,7.29,5.16,4.94,5.83,5.82,70,3.82,2024-05-03 00:00:00,SNCF_Open_Data,3.73,3.09,50,7.28,4.91,2.89,5.97,2024-09-28 00:00:00,5.85,Montpellier,3.76,3.65,4.63,7.46
Strasbourg,Nouvelle-Aquitaine,8.76,6.2,4.34,1.26,6.89,2.05,3.27,3.84,30,6.35,2024-05-04 00:00:00,Data.gouv.fr,1.71,3.93,45,8.5,3.76,7.55,2.33,2024-07-26 00:00:00,1.45,Lille,2.61,4.0,7.74,4.56
Lyon,Grand Est,6.55,1.22,6.27,3.11,1.3,4.17,2.48,4.21,130,3.7,2024-10-14 00:00:00,Data.gouv.fr,1.54,7.09,50,2.83,1.76,6.0,3.89,2024-10-03 00:00:00,3.9,Nantes,4.72,8.79,1.6,2.62
Montpellier,Hauts-de-France,3.54,7.18,6.46,5.91,4.79,8.32,2.81,3.48,70,3.5,2024-06-05 00:00:00,Data.gouv.fr,2.71,1.75,45,7.66,4.93,8.45,6.49,2024-09-17 00:00:00,5.86,Lyon,8.43,3.73,4.79,7.86
Montpellier,Normandie,2.74,7.0,1.25,6.3,1.45,1.65,7.97,5.21,50,6.58,2024-06-22 00:00:00,Data.gouv.fr,5.49,7.87,130,2.16,7.1,2.26,5.85,2024-01-11 00:00:00,4.73,Lille,2.17,1.32,4.76,7.3
Paris,Occitanie,7.65,1.25,1.81,2.9,2.56,8.47,8.44,8.41,70,5.34,2024-03-10 00:00:00,SNCF_Open_Data,8.12,7.75,30,1.57,6.76,4.57,2.62,2024-01-27 00:00:00,7.24,Marseille,7.42,3.0,2.2,6.85
Nantes,Pays de la Loire,6.97,8.26,2.18,1.31,1.67,6.6,6.92,8.33,30,4.46,2024-05-24 00:00:00,Météo-France,5.33,3.1,30,3.28,6.37,4.82,6.97,2024-09-13 00:00:00,8.68,Montpellier,7.76,5.83,8.5,8.46
Toulouse,Île-de-France,8.57,6.67,4.81,3.11,7.92,6.96,7.82,6.83,80,6.96,2024-10-30 00:00:00,Météo-France,2.64,7.12,130,1.5,4.04,4.66,4.13,2024-09-19 00:00:00,7.6,Paris,7.8,4.26,2.83,7.86
Toulouse,Pays de la Loire,5.82,5.37,7.1,2.6,7.39,4.01,7.02,6.86,45,5.12,2024-08-17 00:00:00,RATP_Open_Data_2024,4.76,4.15,80,4.39,4.43,7.0,5.58,2024-05-03 00:00:00,4.91,Strasbourg,6.35,8.28,3.32,8.11
Bordeaux,Occitanie,6.18,7.13,6.82,1.44,4.36,1.6,4.4,7.39,110,6.88,2024-12-18 00:00:00,Data.gouv.fr,3.02,3.66,70,5.39,3.48,4.85,4.69,2024-10-26 00:00:00,8.7,Paris,1.52,1.43,4.78,1.54
Toulouse,Occitanie,6.49,6.33,7.84,1.36,1.63,4.07,4.99,1.75,30,1.54,2024-10-30 00:00:00,Data.gouv.fr,4.09,3.3,80,8.42,2.75,1.53,7.34,2024-09-18 00:00:00,5.98,Bordeaux,5.13,6.78,3.89,8.67
Lyon,Auvergne-Rhône-Alpes,5.47,2.24,6.21,3.53,4.7,1.21,5.7,4.16,50,3.85,2024-01-18 00:00:00,SNCF_Open_Data,3.99,6.1,50,8.04,7.84,5.54,1.9,2024-06-08 00:00:00,2.25,Paris,4.47,6.0,4.37,6.6
Montpellier,Grand Est,5.23,4.47,4.63,4.23,8.25,6.34,3.26,5.99,50,5.32,2024-12-08 00:00:00,SNCF_Open_Data,5.48,3.35,130,4.31,1.4,3.82,7.75,2024-05-03 00:00:00,2.42,Toulouse,5.92,5.22,7.74,5.18
Toulouse,Auvergne-Rhône-Alpes,2.3,7.11,7.23,3.8,7.51,5.38,8.24,5.85,110,2.99,2024-08-24 00:00:00,SNCF_Open_Data,6.08,6.93,45,1.37,3.03,5.93,5.1,2024-02-29 00:00:00,4.04,Nantes,4.63,5.37,6.41,2.17
Toulouse,Auvergne-Rhône-Alpes,7.92,3.25,7.96,6.22,6.52,4.23,1.87,6.7,45,2.8,2024-01-12 00:00:00,Airparif,7.7,3.14,110,2.9,2.17,6.25,4.78,2024-07-21 00:00:00,2.29,Toulouse,3.44,1.83,3.52,3.26
Lille,Auvergne-Rhône-Alpes,2.52,2.89,8.69,4.37,4.06,4.99,6.71,3.91,110,2.2,2024-11-28 00:00:00,Data.gouv.fr,8.4,8.45,80,8.59,2.11,2.06,2.59,2024-10-05 00:00:00,3.59,Lille,3.25,7.02,1.7,8.23
Lille,Pays de la Loire,4.12,1.48,8.07,1.67,7.89,3.78,1.81,4.08,30,2.44,2024-05-27 00:00:00,SNCF_Open_Data,3.26,2.09,130,8.72,7.34,2.09,2.88,2024-10-21 00:00:00,7.06,Montpellier,2.36,2.93,3.1,2.55
Paris,Nouvelle-Aquitaine,4.62,4.66,3.44,4.24,3.98,7.36,1.88,4.3,30,4.41,2024-08-01 00:00:00,SNCF_Open_Data,6.84,3.23,45,8.16,6.57,7.85,2.74,2024-09-02 00:00:00,5.31,Nice,4.68,2.92,4.66,6.53
Nantes,Bretagne,2.15,4.84,4.66,6.0,8.0,6.02,7.55,5.19,80,8.64,2024-07-29 00:00:00,Airparif,5.65,3.29,130,7.39,1.91,5.29,4.74,2024-11-24 00:00:00,6.54,Lille,4.35,3.26,2.09,7.4
Lille,Pays de la Loire,6.93,6.57,4.64,8.68,1.88,1.62,2.03,1.21,30,1.29,2024-07-08 00:00:00,SNCF_Open_Data,5.65,6.28,130,2.37,2.09,3.14,4.72,2024-08-30 00:00:00,7.51,Lille,4.9,5.82,2.51,4.6
Nantes,Île-de-France,4.2,8.08,7.39,8.69,6.93,4.17,2.7,1.85,45,4.58,2024-01-03 00:00:00,Airparif,8.2,5.85,45,5.75,1.6,2.69,1.74,2024-05-06 00:00:00,5.3,Lyon,7.2,2.64,1.98,4.46
Montpellier,Grand Est,8.21,2.14,5.75,7.35,4.54,8.69,6.26,5.28,50,1.23,2024-06-10 00:00:00,RATP_Open_Data_2024,7.94,8.63,50,3.12,5.74,2.88,8.23,2024-11-04 00:00:00,5.82,Bordeaux,1.75,7.96,6.04,7.45
Marseille,Île-de-France,2.54,2.7,6.96,8.03,3.28,2.9,8.32,3.71,80,8.54,2024-07-29 00:00:00,RATP_Open_Data_2024,2.11,1.72,70,2.51,6.82,4.67,4.66,2024-11-01 00:00:00,4.66,Montpellier,5.23,1.53,4.3,4.11
Nice,Nouvelle-Aquitaine,4.35,2.14,3.15,1.77,5.07,4.6,2.88,4.43,130,7.03,2024-05-31 00:00:00,RATP_Open_Data_2024,1.51,4.07,45,3.53,5.66,4.16,5.2,2024-05-27 00:00:00,6.31,Marseille,3.88,3.01,2.43,2.13
Lille,Pays de la Loire,2.59,6.7,6.85,6.36,7.87,2.17,8.56,4.88,110,7.17,2024-07-04 00:00:00,Airparif,6.54,3.67,110,8.5,4.67,3.25,3.74,2024-05-19 00:00:00,6.44,Toulouse,3.49,8.43,3.43,2.14
Montpellier,Bretagne,3.32,5.46,4.5,3.66,5.36,3.81,3.41,8.78,80,7.51,2024-05-07 00:00:00,Météo-France,5.14,2.09,110,5.61,4.26,5.24,1.37,2024-02-27 00:00:00,1.71,Strasbourg,4.86,6.25,7.75,8.13
Lyon,Grand Est,7.55,3.61,6.08,6.54,5.13,1.63,7.0,5.17,30,6.97,2024-08-17 00:00:00,Météo-France,5.55,7.44,45,5.17,3.23,6.55,4.51,2024-03-15 00:00:00,6.31,Strasbourg,5.96,3.22,6.48,7.17
Nantes,Pays de la Loire,7.28,7.33,4.54,6.68,1.85,1.65,3.59,8.14,50,8.18,2024-04-07 00:00:00,Data.gouv.fr,5.86,2.56,110,5.84,5.77,2.39,5.46,2024-06-27 00:00:00,1.24,Lyon,2.62,2.78,1.63,7.26
Nantes,Île-de-France,8.0,1.44,6.57,2.83,3.58,6.49,6.51,5.76,30,7.56,2024-11-05 00:00:00,SNCF_Open_Data,4.77,4.97,130,7.63,7.75,5.53,5.99,2024-10-12 00:00:00,4.36,Bordeaux,6.77,1.29,4.94,3.83
Lille,Pays de la Loire,2.76,3.64,6.99,3.64,3.25,2.11,1.67,4.16,130,2.48,2024-10-14 00:00:00,Airparif,4.47,3.19,50,6.32,6.84,3.89,2.26,2024-02-07 00:00:00,5.2,Montpellier,5.98,4.43,8.07,3.11
