col_ville,col_code_departement,col_region,col_population,col_type_route,col_heure,col_trafic_vehicules_h,col_vitesse_moyenne_kmh,col_niveau_congestion,col_indice_congestion_1_10,col_date_scraping,col_source,col_latitude,col_longitude,col_qualite_air,col_emission_co2_g_km_moyenne,col_emission_totale_estimee_kg_h,col_lignes_metro,col_lignes_tram,col_systeme_velo,col_departement,col_jour_semaine,col_tmja,col_pourcentage_pl,col_vitesse_commerciale_kmh,col_longueur_reseau_km,col_date_mesure,col_mois,col_mois_nom,col_direction,col_classe_route,col_classement_bison,col_densite_trafic_percent,col_duree_trajet_supplementaire_min,col_est_periode_vacances,col_recommandation,col_trafic_par_habitant
Lyon,Bretagne,Pays de la Loire,52.542226,2.21,4.43,4.67,110,4.02,4.35,2024-11-10 00:00:00,Météo-France,52.542226,2.926168,2.66,8.13,2024-04-26 00:00:00,4.62,4.42,6.83,Nouvelle-Aquitaine,3.32,5.35,6.56,110,2.926168,2024-04-26 00:00:00,2.76,8.74,1.86,8.0,3.19,23448,4.36,NON,6.31,2.25
Nice,Pays de la Loire,Normandie,47.302324,5.66,1.62,5.26,70,4.79,7.6,2024-03-10 00:00:00,Météo-France,47.302324,-0.870351,2.1,8.46,2024-09-09 00:00:00,2.49,2.72,6.97,Normandie,5.27,6.01,6.27,50,-0.870351,2024-08-05 00:00:00,2.47,3.32,5.16,6.1,3.73,142327,6.7,OUI,5.83,3.96
Strasbourg,Île-de-France,Pays de la Loire,46.424798,6.38,4.23,7.19,70,7.7,4.25,2024-07-27 00:00:00,SNCF_Open_Data,46.424798,-1.54694,6.69,8.58,2024-09-07 00:00:00,6.77,7.25,2.68,Grand Est,8.49,7.4,4.13,130,-1.54694,2024-10-20 00:00:00,1.47,4.17,5.87,6.22,2.63,91364,2.62,OUI,5.14,1.23
Strasbourg,Provence-Alpes-Côte d'Azur,Nouvelle-Aquitaine,52.157503,5.73,6.85,4.83,80,3.95,4.84,2024-10-30 00:00:00,RATP_Open_Data_2024,52.157503,2.081128,6.9,7.71,2024-05-25 00:00:00,5.23,6.73,7.6,Grand Est,5.61,6.97,7.61,70,2.081128,2024-09-24 00:00:00,3.62,2.6,4.46,8.36,3.33,141701,3.38,NON,8.68,8.17
Toulouse,Auvergne-Rhône-Alpes,Nouvelle-Aquitaine,46.602,7.67,4.92,2.64,110,3.1,5.12,2024-12-17 00:00:00,Airparif,46.602,3.008606,3.31,5.32,2024-03-15 00:00:00,2.82,6.79,5.91,Auvergne-Rhône-Alpes,4.22,8.63,5.39,30,3.008606,2024-01-01 00:00:00,5.29,8.65,7.95,6.96,4.45,75351,4.91,0,1.26,4.02
Lyon,Normandie,Nouvelle-Aquitaine,45.319296,8.1,7.47,4.98,45,6.16,6.8,2024-06-29 00:00:00,Météo-France,45.319296,1.165131,1.99,2.69,2024-05-01 00:00:00,5.68,2.74,1.29,Normandie,8.69,1.68,3.6,70,1.165131,2024-02-04 00:00:00,6.36,6.53,3.99,2.13,5.07,157996,8.03,1,7.75,1.35
Paris,Hauts-de-France,Pays de la Loire,51.315821,6.9,1.27,8.2,110,5.78,8.64,2024-10-17 00:00:00,RATP_Open_Data_2024,51.315821,3.011716,6.86,6.85,2024-10-14 00:00:00,1.3,2.75,6.43,Île-de-France,2.63,7.98,4.87,30,3.011716,2024-02-11 00:00:00,2.8,4.1,7.71,4.98,5.21,120633,2.74,1,6.45,7.1
Lille,Bretagne,Nouvelle-Aquitaine,48.529733,4.86,4.95,6.74,45,6.63,2.11,2024-04-07 00:00:00,Météo-France,48.529733,4.070583,1.28,1.33,2024-02-04 00:00:00,6.39,5.63,6.57,Normandie,6.35,2.85,4.01,130,4.070583,2024-03-02 00:00:00,7.93,5.18,4.5,5.31,8.21,109232,2.85,1,2.21,2.64
Lille,Grand Est,Pays de la Loire,49.923259,8.16,6.48,2.97,30,7.75,2.4,2024-01-30 00:00:00,RATP_Open_Data_2024,49.923259,3.222181,2.59,2.52,2024-08-15 00:00:00,1.52,5.71,8.03,Hauts-de-France,7.61,1.74,5.23,70,3.222181,2024-09-26 00:00:00,4.92,1.73,4.93,4.52,7.63,133398,2.34,NON,4.5,3.61
Nice,Île-de-France,Hauts-de-France,50.96368,4.08,8.23,4.23,70,1.59,7.64,2024-05-23 00:00:00,Météo-France,50.96368,3.874615,6.59,5.92,2024-02-02 00:00:00,3.46,2.11,1.78,Auvergne-Rhône-Alpes,4.5,3.85,5.06,50,3.874615,2024-04-05 00:00:00,8.16,4.31,1.22,4.65,5.98,153732,1.28,0,3.3,1.8
Paris,Pays de la Loire,Normandie,52.83518,3.15,1.49,3.64,130,5.82,4.33,2024-03-09 00:00:00,Météo-France,52.83518,5.890353,4.29,5.13,2024-02-20 00:00:00,6.37,5.1,4.48,Île-de-France,7.64,4.05,1.27,110,5.890353,2024-04-01 00:00:00,6.9,3.01,3.89,5.01,7.38,172185,3.93,NON,6.87,8.65
Bordeaux,Nouvelle-Aquitaine,Île-de-France,48.976587,4.6,6.84,5.5,50,6.51,3.3,2024-10-27 00:00:00,Data.gouv.fr,48.976587,2.92947,8.2,4.34,2024-03-23 00:00:00,5.51,7.01,3.77,Île-de-France,8.42,3.52,5.68,45,2.92947,2024-03-15 00:00:00,4.44,6.46,6.56,2.56,4.04,14532,6.93,OUI,2.03,3.12
Nice,Auvergne-Rhône-Alpes,Hauts-de-France,47.079347,6.38,3.97,1.86,30,6.43,8.61,2024-07-29 00:00:00,Data.gouv.fr,47.079347,-0.99279,1.41,4.28,2024-08-23 00:00:00,1.95,7.09,4.94,Occitanie,2.81,2.4,2.29,70,-0.99279,2024-11-28 00:00:00,1.96,2.09,6.72,7.83,7.07,62065,2.33,1,4.68,8.0
Nice,Île-de-France,Nouvelle-Aquitaine,50.330393,4.51,6.57,4.61,45,5.94,3.92,2024-01-15 00:00:00,Airparif,50.330393,4.808447,4.2,2.11,2024-09-22 00:00:00,4.86,7.43,4.17,Grand Est,3.89,2.65,7.78,110,4.808447,2024-05-21 00:00:00,7.22,5.3,8.72,1.71,7.81,126630,7.55,1,8.33,7.58
Marseille,Île-de-France,Nouvelle-Aquitaine,48.904654,4.22,6.08,5.56,50,3.94,7.98,2024-03-06 00:00:00,SNCF_Open_Data,48.904654,4.301465,5.7,4.41,2024-04-10 00:00:00,6.24,1.72,8.65,Pays de la Loire,4.98,7.3,4.31,80,4.301465,2024-06-01 00:00:00,6.42,3.24,5.84,7.43,5.95,194199,1.23,OUI,5.04,3.91
Paris,Hauts-de-France,Hauts-de-France,52.584547,4.91,6.17,1.82,30,3.7,2.66,2024-12-18 00:00:00,Airparif,52.584547,3.070971,5.94,6.95,2024-12-06 00:00:00,7.07,8.65,8.16,Bretagne,3.11,3.81,5.44,30,3.070971,2024-08-07 00:00:00,1.24,4.7,5.05,5.1,2.35,7086,6.46,NON,7.9,8.52
Paris,Grand Est,Île-de-France,46.348256,7.34,3.97,5.18,80,4.22,8.44,2024-10-19 00:00:00,RATP_Open_Data_2024,46.348256,-1.616206,5.26,6.86,2024-12-01 00:00:00,5.25,5.38,7.76,Nouvelle-Aquitaine,4.67,4.41,7.27,30,-1.616206,2024-11-05 00:00:00,8.61,6.06,8.14,2.87,4.44,112003,5.95,OUI,2.47,4.07
Lyon,Provence-Alpes-Côte d'Azur,Île-de-France,50.965659,4.55,3.33,2.83,50,8.03,4.58,2024-12-02 00:00:00,RATP_Open_Data_2024,50.965659,3.848012,5.36,2.19,2024-03-09 00:00:00,8.0,6.88,6.47,Grand Est,2.58,1.27,2.66,110,3.848012,2024-02-08 00:00:00,5.43,5.32,8.42,2.39,3.32,124178,4.32,NON,6.5,5.61
Nice,Pays de la Loire,Île-de-France,46.751799,6.19,5.36,8.6,30,1.81,8.56,2024-02-21 00:00:00,Météo-France,46.751799,2.220678,3.09,3.45,2024-07-26 00:00:00,7.97,8.15,7.06,Île-de-France,5.33,4.58,4.55,30,2.220678,2024-12-13 00:00:00,4.78,1.61,2.02,2.32,8.13,30469,7.2,1,7.77,6.09
Nice,Normandie,Bretagne,49.283563,6.96,4.78,2.04,110,7.72,6.78,2024-12-13 00:00:00,Data.gouv.fr,49.283563,-1.266122,6.94,2.57,2024-03-15 00:00:00,7.45,4.19,1.9,Hauts-de-France,7.79,8.24,4.51,45,-1.266122,2024-03-29 00:00:00,6.24,6.74,7.39,6.98,3.11,28430,4.89,OUI,6.36,6.1
Marseille,Bretagne,Hauts-de-France,52.007525,2.58,3.04,5.18,70,6.77,6.03,2024-10-01 00:00:00,RATP_Open_Data_2024,52.007525,0.0018,6.81,3.2,2024-10-24 00:00:00,1.58,4.78,5.33,Grand Est,6.82,3.16,5.99,80,0.0018,2024-11-30 00:00:00,7.92,7.12,1.86,3.76,1.94,129438,3.3,1,7.41,3.89
Marseille,Bretagne,Normandie,45.662748,2.45,4.87,4.23,50,6.5,4.81,2024-04-22 00:00:00,Météo-France,45.662748,4.602606,4.32,5.87,2024-01-29 00:00:00,5.5,5.93,5.37,Normandie,2.37,4.66,3.2,130,4.602606,2024-02-15 00:00:00,3.52,4.95,4.43,5.56,3.26,50133,2.1,1,8.07,7.22
Paris,Occitanie,Hauts-de-France,45.084544,5.22,6.86,2.93,30,5.77,4.7,2024-03-26 00:00:00,Airparif,45.084544,2.961398,8.53,5.73,2024-08-12 00:00:00,8.06,3.44,1.6,Île-de-France,1.3,7.95,2.53,45,2.961398,2024-07-23 00:00:00,8.67,2.96,1.21,3.97,6.5,30103,7.25,OUI,5.28,8.2
Toulouse,Grand Est,Nouvelle-Aquitaine,50.639695,2.53,7.92,1.92,110,7.86,7.56,2024-03-23 00:00:00,Airparif,50.639695,-1.054512,8.56,5.04,2024-03-20 00:00:00,2.29,8.43,7.53,Normandie,1.38,2.11,6.25,70,-1.054512,2024-05-04 00:00:00,1.53,3.59,5.0,2.57,7.58,107155,1.77,0,8.02,4.77
Nantes,Bretagne,Île-de-France,52.01596,6.28,4.95,7.62,30,6.28,3.0,2024-01-27 00:00:00,Météo-France,52.01596,2.201918,7.11,2.49,2024-01-31 00:00:00,3.63,6.61,3.76,Bretagne,7.88,6.92,2.21,80,2.201918,2024-01-17 00:00:00,1.72,7.91,7.55,5.02,2.2,64801,3.76,1,8.4,5.92
Lille,Grand Est,Nouvelle-Aquitaine,48.986802,7.19,4.29,1.57,110,3.02,2.04,2024-11-06 00:00:00,RATP_Open_Data_2024,48.986802,4.057123,2.4,6.91,2024-02-25 00:00:00,1.62,8.76,7.87,Hauts-de-France,1.23,1.92,3.15,110,4.057123,2024-03-10 00:00:00,3.89,3.21,1.82,6.43,6.83,152195,3.89,0,2.26,4.88
Nantes,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,45.875243,5.73,3.44,5.85,130,4.53,6.2,2024-10-16 00:00:00,Data.gouv.fr,45.875243,-0.532451,2.72,4.87,2024-09-23 00:00:00,7.1,5.34,8.7,Provence-Alpes-Côte d'Azur,2.35,5.6,7.37,110,-0.532451,2024-11-26 00:00:00,6.82,8.55,3.46,7.08,5.25,158160,4.84,NON,5.05,5.89
Strasbourg,Nouvelle-Aquitaine,Bretagne,45.330068,5.83,4.66,4.61,30,3.74,3.5,2024-05-22 00:00:00,Airparif,45.330068,2.140084,2.03,5.93,2024-12-14 00:00:00,7.39,2.65,1.35,Île-de-France,3.11,4.66,7.39,80,2.140084,2024-09-12 00:00:00,7.45,5.96,6.32,2.45,7.49,183855,4.97,OUI,2.03,7.48
Lyon,Nouvelle-Aquitaine,Grand Est,45.707622,7.34,5.86,4.89,110,4.26,8.32,2024-09-28 00:00:00,Météo-France,45.707622,0.370703,3.21,3.2,2024-02-09 00:00:00,6.59,8.4,8.32,Bretagne,6.94,3.16,4.19,70,0.370703,2024-01-14 00:00:00,6.65,5.81,7.35,3.34,4.66,111929,1.51,OUI,1.84,8.07
Lille,Normandie,Normandie,44.893368,6.18,8.57,1.8,70,4.73,2.77,2024-08-07 00:00:00,Airparif,44.893368,0.151142,4.97,4.11,2024-08-19 00:00:00,4.49,5.33,2.62,Provence-Alpes-Côte d'Azur,4.96,3.41,7.16,50,0.151142,2024-04-21 00:00:00,6.81,8.26,5.28,2.6,1.31,133167,6.13,NON,4.17,2.48
Strasbourg,Bretagne,Hauts-de-France,51.659219,7.16,3.38,3.72,70,4.35,3.52,2024-03-11 00:00:00,SNCF_Open_Data,51.659219,2.725862,2.33,6.2,2024-10-19 00:00:00,7.62,3.46,4.6,Auvergne-Rhône-Alpes,6.97,7.77,7.04,50,2.725862,2024-11-08 00:00:00,3.5,6.92,3.63,7.35,5.03,93934,8.8,OUI,7.02,1.33
Montpellier,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,46.254615,1.56,4.98,2.5,80,3.57,8.08,2024-10-18 00:00:00,Météo-France,46.254615,2.917708,6.52,3.82,2024-10-18 00:00:00,1.35,7.95,4.86,Auvergne-Rhône-Alpes,3.11,3.81,5.97,110,2.917708,2024-05-27 00:00:00,4.71,7.96,8.36,8.3,4.72,106615,4.27,0,8.63,3.81
Nice,Nouvelle-Aquitaine,Provence-Alpes-Côte d'Azur,49.560337,4.14,1.7,1.96,50,5.84,4.19,2024-11-06 00:00:00,RATP_Open_Data_2024,49.560337,1.370891,2.69,8.63,2024-12-14 00:00:00,2.62,2.2,6.29,Nouvelle-Aquitaine,1.98,2.09,7.25,70,1.370891,2024-04-26 00:00:00,5.28,2.44,2.86,7.3,7.53,83301,1.22,NON,7.85,2.99
Nice,Nouvelle-Aquitaine,Provence-Alpes-Côte d'Azur,51.713446,2.91,8.19,2.45,130,4.21,1.64,2024-08-29 00:00:00,SNCF_Open_Data,51.713446,5.023015,6.82,5.72,2024-05-02 00:00:00,1.97,5.16,2.96,Occitanie,8.69,5.84,8.72,70,5.023015,2024-07-11 00:00:00,2.66,2.94,3.65,8.53,6.13,143260,7.16,1,6.64,2.02
Lille,Normandie,Île-de-France,46.56743,4.17,8.14,6.31,80,8.59,6.57,2024-01-31 00:00:00,Météo-France,46.56743,5.479809,3.2,4.2,2024-08-14 00:00:00,4.0,4.06,7.34,Île-de-France,3.82,4.03,2.07,45,5.479809,2024-10-21 00:00:00,1.62,8.45,1.95,3.88,7.2,128923,2.63,0,7.34,8.58
Nantes,Grand Est,Île-de-France,46.945988,6.48,1.21,5.53,30,7.92,3.82,2024-04-27 00:00:00,Airparif,46.945988,1.076713,1.96,3.26,2024-07-06 00:00:00,1.55,5.27,1.31,Nouvelle-Aquitaine,1.65,2.18,5.48,130,1.076713,2024-04-06 00:00:00,8.14,2.71,3.08,1.2,5.75,95150,4.07,OUI,3.9,4.88
Toulouse,Bretagne,Grand Est,50.162666,6.09,7.92,5.61,70,6.96,6.82,2024-06-28 00:00:00,Airparif,50.162666,1.688493,8.64,2.4,2024-07-15 00:00:00,2.62,2.1,4.32,Grand Est,6.66,3.36,1.25,50,1.688493,2024-04-20 00:00:00,2.06,5.44,5.6,4.17,1.54,15525,6.6,OUI,3.09,2.66
Nice,Grand Est,Pays de la Loire,46.595176,4.18,5.82,4.64,110,2.09,2.1,2024-02-06 00:00:00,RATP_Open_Data_2024,46.595176,-1.465356,5.32,1.61,2024-08-09 00:00:00,1.96,1.28,3.21,Nouvelle-Aquitaine,8.36,6.59,1.8,50,-1.465356,2024-12-07 00:00:00,6.17,3.18,3.31,8.12,7.09,169405,8.28,OUI,3.98,6.06
Paris,Bretagne,Nouvelle-Aquitaine,46.72517,1.96,5.12,5.35,30,5.24,7.07,2024-11-21 00:00:00,SNCF_Open_Data,46.72517,4.16565,7.67,8.71,2024-12-16 00:00:00,6.58,7.81,4.75,Île-de-France,1.31,5.53,8.57,130,4.16565,2024-03-19 00:00:00,2.66,7.85,4.91,6.21,5.36,143525,4.54,OUI,8.22,6.55
Toulouse,Normandie,Grand Est,52.098713,4.9,6.29,8.45,70,6.23,2.4,2024-09-09 00:00:00,Météo-France,52.098713,6.286175,3.5,6.44,2024-06-19 00:00:00,5.76,5.35,4.77,Grand Est,1.97,2.06,7.6,70,6.286175,2024-03-06 00:00:00,8.53,3.34,1.72,4.17,5.23,37295,2.41,0,7.07,7.44
Paris,Occitanie,Normandie,52.770326,4.02,5.88,3.04,80,3.48,7.62,2024-01-08 00:00:00,Météo-France,52.770326,2.203222,4.57,1.33,2024-02-11 00:00:00,1.59,3.18,6.54,Occitanie,5.31,3.11,5.8,45,2.203222,2024-07-12 00:00:00,5.32,7.46,7.52,6.24,1.23,80457,2.63,0,7.39,7.22
Lille,Île-de-France,Occitanie,48.812576,3.85,5.98,8.71,45,6.19,4.9,2024-04-19 00:00:00,RATP_Open_Data_2024,48.812576,5.723729,3.11,3.86,2024-08-09 00:00:00,4.37,7.13,1.5,Grand Est,2.68,6.37,4.22,70,5.723729,2024-04-15 00:00:00,8.24,3.19,5.55,4.19,2.04,4683,2.64,1,8.01,3.59
Lyon,Normandie,Grand Est,49.127423,6.85,6.56,4.51,130,3.73,2.4,2024-11-15 00:00:00,Data.gouv.fr,49.127423,1.108634,3.93,1.36,2024-06-06 00:00:00,6.1,1.84,3.51,Île-de-France,5.76,3.2,1.2,45,1.108634,2024-03-13 00:00:00,6.73,1.35,8.36,2.63,2.18,53270,1.39,1,4.42,7.86
Lille,Pays de la Loire,Nouvelle-Aquitaine,48.180994,7.7,2.72,2.2,45,3.35,3.75,2024-03-20 00:00:00,Airparif,48.180994,4.542444,3.06,7.38,2024-01-27 00:00:00,3.6,4.76,2.63,Pays de la Loire,5.15,5.22,4.12,30,4.542444,2024-04-21 00:00:00,7.49,8.63,5.8,6.72,4.43,35302,3.21,NON,8.46,1.88
Bordeaux,Provence-Alpes-Côte d'Azur,Hauts-de-France,47.398613,6.05,2.33,7.97,110,5.2,8.23,2024-02-20 00:00:00,Airparif,47.398613,0.27644,2.79,1.49,2024-02-21 00:00:00,7.55,2.93,3.38,Pays de la Loire,6.49,5.91,5.58,30,0.27644,2024-05-17 00:00:00,4.1,6.43,4.98,4.46,4.34,190873,7.31,0,1.5,3.17
Lille,Provence-Alpes-Côte d'Azur,Nouvelle-Aquitaine,50.452437,3.05,6.28,7.72,30,6.87,3.85,2024-11-14 00:00:00,RATP_Open_Data_2024,50.452437,2.572379,8.58,4.14,2024-09-17 00:00:00,2.17,7.65,7.95,Pays de la Loire,7.36,8.22,8.0,50,2.572379,2024-06-05 00:00:00,3.5,1.34,3.05,5.07,3.72,39495,4.5,NON,3.93,6.96
Bordeaux,Nouvelle-Aquitaine,Pays de la Loire,50.204772,2.83,8.8,2.52,110,3.23,4.29,2024-08-14 00:00:00,SNCF_Open_Data,50.204772,-0.5029,2.17,7.69,2024-04-15 00:00:00,7.29,8.65,3.28,Hauts-de-France,6.03,3.72,6.93,130,-0.5029,2024-02-13 00:00:00,4.09,3.26,3.06,1.82,7.68,185340,6.37,0,2.16,2.6
Lille,Normandie,Auvergne-Rhône-Alpes,50.190392,7.28,4.41,5.38,70,4.69,3.46,2024-08-24 00:00:00,Data.gouv.fr,50.190392,6.143551,3.41,3.72,2024-06-02 00:00:00,7.98,6.15,8.64,Pays de la Loire,3.32,3.54,2.39,50,6.143551,2024-08-11 00:00:00,6.25,1.39,2.46,6.46,2.61,145343,1.66,OUI,3.25,3.28
Marseille,Normandie,Occitanie,47.119047,1.78,3.39,2.96,130,5.19,5.44,2024-10-29 00:00:00,SNCF_Open_Data,47.119047,3.561405,4.69,3.04,2024-07-07 00:00:00,1.91,6.78,1.73,Auvergne-Rhône-Alpes,1.85,3.47,7.03,45,3.561405,2024-07-04 00:00:00,4.81,4.51,4.58,7.54,2.37,133498,3.48,NON,1.41,1.5
Marseille,Normandie,Bretagne,51.939245,7.57,7.26,6.27,30,8.39,7.7,2024-04-03 00:00:00,Data.gouv.fr,51.939245,1.370731,7.52,2.81,2024-05-08 00:00:00,7.34,5.47,4.92,Île-de-France,7.46,7.93,2.46,50,1.370731,2024-08-23 00:00:00,8.79,4.09,5.6,3.03,3.25,68294,1.51,0,2.38,3.17
Strasbourg,Occitanie,Grand Est,52.051296,1.77,4.8,7.08,130,7.22,5.92,2024-06-28 00:00:00,Airparif,52.051296,1.178734,4.73,5.54,2024-04-04 00:00:00,2.54,2.61,3.54,Bretagne,3.29,8.02,8.4,130,1.178734,2024-12-13 00:00:00,3.93,2.72,3.04,4.77,7.32,40478,4.1,OUI,5.24,5.36
Strasbourg,Occitanie,Nouvelle-Aquitaine,47.39284,7.73,8.33,2.73,70,7.2,2.01,2024-03-15 00:00:00,RATP_Open_Data_2024,47.39284,2.193536,8.61,2.95,2024-10-02 00:00:00,5.98,6.38,5.72,Auvergne-Rhône-Alpes,5.59,3.89,8.24,110,2.193536,2024-09-19 00:00:00,1.6,6.7,4.61,3.71,5.81,103336,5.5,OUI,8.38,8.26
Lyon,Provence-Alpes-Côte d'Azur,Nouvelle-Aquitaine,49.962006,1.3,3.23,6.94,30,4.84,8.51,2024-05-17 00:00:00,SNCF_Open_Data,49.962006,5.891352,3.74,4.55,2024-02-28 00:00:00,4.84,5.28,3.25,Normandie,4.78,4.88,3.41,110,5.891352,2024-10-04 00:00:00,7.28,1.66,2.44,3.04,4.71,98852,2.72,1,5.32,6.35
Marseille,Grand Est,Grand Est,51.276531,3.92,2.3,5.36,30,4.17,5.01,2024-11-29 00:00:00,RATP_Open_Data_2024,51.276531,2.788635,2.35,3.31,2024-09-12 00:00:00,5.24,1.33,7.01,Pays de la Loire,4.8,8.12,1.63,80,2.788635,2024-01-31 00:00:00,8.21,3.52,7.87,6.15,3.01,132047,1.73,NON,3.49,8.02
Toulouse,Grand Est,Île-de-France,50.149672,2.15,5.04,2.87,30,8.11,3.42,2024-02-18 00:00:00,SNCF_Open_Data,50.149672,2.1134,1.61,4.04,2024-06-03 00:00:00,4.26,5.98,7.61,Grand Est,2.81,1.64,3.78,30,2.1134,2024-08-04 00:00:00,3.17,5.24,7.52,4.89,6.69,56915,1.88,NON,2.78,7.32
Nice,Pays de la Loire,Normandie,50.643165,8.71,4.37,2.91,80,7.37,4.72,2024-10-24 00:00:00,Airparif,50.643165,4.90715,7.74,5.29,2024-08-21 00:00:00,5.87,6.01,7.71,Hauts-de-France,8.08,5.89,5.63,50,4.90715,2024-03-04 00:00:00,5.27,8.23,5.67,2.14,1.22,165088,7.33,NON,6.05,4.09
Toulouse,Grand Est,Bretagne,45.143109,5.84,8.56,2.36,110,3.94,5.71,2024-08-23 00:00:00,Météo-France,45.143109,3.514711,6.04,5.66,2024-12-21 00:00:00,6.73,8.35,3.82,Pays de la Loire,4.04,1.86,4.53,50,3.514711,2024-05-29 00:00:00,3.0,6.79,3.52,5.9,1.26,125147,5.75,NON,7.82,2.31
Nice,Occitanie,Pays de la Loire,45.799204,6.06,4.22,2.81,50,8.34,4.6,2024-11-25 00:00:00,Météo-France,45.799204,5.997851,1.75,7.16,2024-05-19 00:00:00,5.45,4.14,3.84,Bretagne,3.64,7.17,4.93,50,5.997851,2024-11-28 00:00:00,7.49,3.63,1.44,3.33,8.04,121240,2.7,1,8.55,5.45
Toulouse,Normandie,Auvergne-Rhône-Alpes,45.095918,5.9,8.26,3.36,30,8.47,5.74,2024-06-22 00:00:00,Data.gouv.fr,45.095918,0.231486,4.51,5.51,2024-06-06 00:00:00,5.41,2.88,7.14,Nouvelle-Aquitaine,4.29,8.11,2.9,80,0.231486,2024-10-14 00:00:00,1.54,1.6,6.02,4.83,3.23,106173,4.93,NON,1.68,2.88
Lyon,Bretagne,Auvergne-Rhône-Alpes,46.835964,3.6,6.84,5.94,130,2.35,1.23,2024-02-18 00:00:00,SNCF_Open_Data,46.835964,0.934856,3.64,5.29,2024-01-09 00:00:00,4.23,2.46,4.94,Pays de la Loire,2.85,3.03,1.22,130,0.934856,2024-12-10 00:00:00,6.99,7.71,8.18,6.96,4.51,24021,4.87,OUI,3.01,1.84
Paris,Bretagne,Occitanie,47.866383,2.4,6.3,8.32,130,5.87,7.28,2024-12-04 00:00:00,RATP_Open_Data_2024,47.866383,2.930151,2.77,4.18,2024-10-29 00:00:00,1.81,8.55,6.45,Occitanie,2.66,8.65,3.1,80,2.930151,2024-06-24 00:00:00,5.36,1.46,2.5,4.32,3.24,79168,5.34,0,3.14,3.25
Toulouse,Provence-Alpes-Côte d'Azur,Occitanie,47.598091,6.28,1.35,6.07,30,8.72,1.44,2024-02-13 00:00:00,SNCF_Open_Data,47.598091,3.447117,2.03,6.95,2024-07-03 00:00:00,4.58,7.68,4.72,Nouvelle-Aquitaine,7.89,1.33,5.93,30,3.447117,2024-03-10 00:00:00,5.26,4.71,5.53,8.0,2.11,39983,6.44,1,3.09,7.55
Nice,Provence-Alpes-Côte d'Azur,Île-de-France,47.547883,3.14,4.03,1.6,50,4.71,8.59,2024-08-09 00:00:00,Data.gouv.fr,47.547883,5.654668,8.29,7.18,2024-05-19 00:00:00,2.27,8.76,2.09,Provence-Alpes-Côte d'Azur,1.93,7.14,5.64,110,5.654668,2024-04-13 00:00:00,5.26,7.42,3.92,2.13,5.14,190620,6.33,OUI,2.94,4.53
Nantes,Pays de la Loire,Bretagne,45.031517,8.38,8.59,4.17,80,6.27,3.5,2024-11-29 00:00:00,Airparif,45.031517,-1.174037,1.61,4.52,2024-06-05 00:00:00,2.46,3.9,2.13,Pays de la Loire,5.84,6.65,1.41,110,-1.174037,2024-12-03 00:00:00,4.46,2.79,2.43,7.91,6.46,114407,3.09,OUI,7.79,6.57
Paris,Occitanie,Grand Est,45.608795,1.29,5.05,2.97,110,4.38,2.65,2024-09-28 00:00:00,Data.gouv.fr,45.608795,-0.812664,2.37,4.03,2024-03-10 00:00:00,8.27,3.88,4.71,Grand Est,2.46,6.1,1.42,50,-0.812664,2024-02-19 00:00:00,6.33,4.46,2.32,5.09,4.95,167814,8.76,OUI,3.91,8.56
Toulouse,Occitanie,Normandie,46.697422,3.67,1.77,3.97,70,4.9,6.49,2024-03-12 00:00:00,Airparif,46.697422,-0.256083,7.39,4.71,2024-09-12 00:00:00,1.33,8.34,1.95,Normandie,2.87,7.09,5.95,45,-0.256083,2024-04-09 00:00:00,5.61,7.52,4.56,1.45,8.32,131984,1.78,1,8.16,7.68
Paris,Île-de-France,Auvergne-Rhône-Alpes,46.973354,5.61,4.91,4.37,70,7.85,4.93,2024-09-02 00:00:00,RATP_Open_Data_2024,46.973354,3.521529,3.49,5.19,2024-01-30 00:00:00,7.2,6.83,6.11,Occitanie,6.3,8.32,5.25,70,3.521529,2024-12-04 00:00:00,1.88,1.3,7.33,2.89,8.77,66134,5.58,0,1.57,3.69
Toulouse,Normandie,Bretagne,47.57357,7.73,4.15,1.66,80,7.11,6.95,2024-10-11 00:00:00,SNCF_Open_Data,47.57357,6.345929,7.78,7.31,2024-06-01 00:00:00,4.68,8.28,7.11,Pays de la Loire,8.71,5.41,4.77,130,6.345929,2024-02-07 00:00:00,7.14,2.27,6.03,3.64,4.02,89151,2.86,0,7.1,7.33
Montpellier,Hauts-de-France,Grand Est,45.920199,2.63,3.6,4.29,110,4.93,7.83,2024-12-12 00:00:00,RATP_Open_Data_2024,45.920199,4.12415,5.35,7.19,2024-05-07 00:00:00,7.8,7.34,1.48,Hauts-de-France,3.43,3.86,1.78,80,4.12415,2024-04-22 00:00:00,5.72,8.4,8.49,4.75,4.72,197010,4.07,1,5.06,7.02
Marseille,Île-de-France,Grand Est,46.837928,7.27,4.9,5.89,130,3.42,5.47,2024-04-16 00:00:00,SNCF_Open_Data,46.837928,5.137007,3.28,3.57,2024-07-21 00:00:00,7.86,3.03,6.09,Île-de-France,7.4,4.68,4.52,45,5.137007,2024-12-26 00:00:00,7.61,6.87,7.22,1.78,7.23,62769,2.19,NON,3.16,7.21
